CAS	InChIKey	Pubchem_CID	CanonicalSMILES
36088-22-9	LNWDBNKKBLRAMH-UHFFFAOYSA-N	48890	C1=CC2=C(C(=C1)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
361-37-5	KPJZHOPZRAFDTN-UHFFFAOYSA-N	4163	CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
361377-29-9	UFEODZBUAFNAEU-ITYLOYPMSA-N	9804219	CON=C(C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)C4=NOCCO4
36355-01-8	CAYGQBVSOZLICD-UHFFFAOYSA-N	6905	C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br
364-62-5	TTWJBBZEZQICBI-UHFFFAOYSA-N	4168	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
3648-20-2	QQVHEQUEHCEAKS-UHFFFAOYSA-N	19283	CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC
36483-60-0	LJDGJCNHVGGOFW-UHFFFAOYSA-N	13766703	C1=CC=C(C(=C1)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br
365400-11-9	CZRVDACSCJKRFL-UHFFFAOYSA-N	11693711	CC1=C(C(=O)N(N1)C)C(=O)C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)C
3658-48-8	HDIBKVVPMJKRGL-UHFFFAOYSA-N	19308	CCCCC(CC)COP(O)OCC(CC)CCCC
366-18-7	ROFVEXUMMXZLPA-UHFFFAOYSA-N	1474	C1=CC=NC(=C1)C2=CC=CC=N2
36653-82-4	BXWNKGSJHAJOGX-UHFFFAOYSA-N	2682	CCCCCCCCCCCCCCCCO
36734-19-7	ONUFESLQCSAYKA-UHFFFAOYSA-N	37517	CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl
36791-04-5	IWUCXVSUMQZMFG-UHFFFAOYSA-N	5064	C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
3688-53-7	LYAHJFZLDZDIOH-UHFFFAOYSA-N	19390	C1=COC(=C1)C(=CC2=CC=C(O2)[N+](=O)[O-])C(=O)N
3689-24-5	XIUROWKZWPIAIB-UHFFFAOYSA-N	19395	CCOP(=S)(OCC)OP(=S)(OCC)OCC
36894-69-6	SGUAFYQXFOLMHL-UHFFFAOYSA-N	3869	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
3691-35-8	UDHXJZHVNHGCEC-UHFFFAOYSA-N	19402	C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O
3710-84-7	FVCOIAYSJZGECG-UHFFFAOYSA-N	19463	CCN(CC)O
371-40-4	VHFVKMTVMIZMIK-UHFFFAOYSA-N	1355	C1CN(CCN1)C2=CC(=CC=C2)Cl
371-86-8	UOSHUBFBCPGQAY-UHFFFAOYSA-N	9738	CC(C)NP(=O)(NC(C)C)F
372-09-8	MLIREBYILWEBDM-UHFFFAOYSA-N	9740	C(C#N)C(=O)O
37248-47-8	JARYYMUOCXVXNK-CSLFJTBJSA-N	443629	C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO
37338-80-0	JGRNMEQUBVRSQR-UHFFFAOYSA-N	89579	C1=CN(C(=C(C1=O)O)C2=C(C(=O)C=CN2O)O)O
3734-48-3	XCJXQCUJXDUNDN-UHFFFAOYSA-N	19519	C1C=CC2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
37350-58-6	IUBSYMUCCVWXPE-UHFFFAOYSA-N	4171	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
374726-62-2	KWLVWJPJKJMCSH-UHFFFAOYSA-N	11292824	COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C
37517-28-5	LKCWBDHBTVXHDL-UHFFFAOYSA-N	2142	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
3775-90-4	BEWCNXNIQCLWHP-UHFFFAOYSA-N	19601	CC(=C)C(=O)OCCNC(C)(C)C
3778-73-2	HOMGKSMUEGBAAB-UHFFFAOYSA-N	3690	C1CN(P(=O)(OC1)NCCCl)CCCl
3806-34-6	PZRWFKGUFWPFID-UHFFFAOYSA-N	19645	CCCCCCCCCCCCCCCCCCOP1OCC2(CO1)COP(OC2)OCCCCCCCCCCCCCCCCCC
3811-04-9	VKJKEPKFPUWCAS-UHFFFAOYSA-M	6426889	[O-]Cl(=O)=O.[K+]
382-21-8	DAFIBNSJXIGBQB-UHFFFAOYSA-N	61109	C(=C(F)F)(C(F)(F)F)C(F)(F)F
38260-54-7	FGIWFCGDPUIBEZ-UHFFFAOYSA-N	37995	CCC1=NC(=CC(=N1)OP(=S)(OC)OC)OCC
38396-39-3	LEBVLXFERQHONN-UHFFFAOYSA-N	2474	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
3844-45-9	SGHZXLIDFTYFHQ-UHFFFAOYSA-L	19700	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]
38640-62-9	GFZWCYSEPXDDRI-UHFFFAOYSA-N	117971	CC(C)C1=CC=CC2=C1C=CC=C2C(C)C
38641-94-0	ZEKANFGSDXODPD-UHFFFAOYSA-N	38078	CC(C)N.C(C(=O)O)NCP(=O)(O)O
38721-71-0	AIPJZPPOFWCJRC-UHFFFAOYSA-N	76790	C1=CC(=C(C(=C1)Cl)Cl)CCl
389-08-2	CXOFVDLJLONNDW-UHFFFAOYSA-N	1775	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
39148-24-8	OIPMQULDKWSNGX-UHFFFAOYSA-N	6328269	CCOP(=O)=O.CCOP(=O)=O.CCOP(=O)=O.[Al+3]
39156-41-7	BAHPQISAXRFLCL-UHFFFAOYSA-N	11976	COC1=C(C=C(C=C1)N)N
39196-18-4	FZSVSABTBYGOQH-UHFFFAOYSA-N	38235	CC(C)(C)C(=NOC(=O)NC)CSC
39300-45-3	NIOPZPCMRQGZCE-UHFFFAOYSA-N	22498	CCCCCCC(C)C1=CC(=CC(=C1OC(=O)C=CC)[N+](=O)[O-])[N+](=O)[O-]
393-52-2	RAAGZOYMEQDCTD-UHFFFAOYSA-N	9808	C1=CC=C(C(=C1)C(=O)Cl)F
3953-10-4	JGRXEBOFWPLEAV-UHFFFAOYSA-N	19855	CCC(CC)COC(=O)C=C
396-01-0	FNYLWPVRPXGIIP-UHFFFAOYSA-N	5546	C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N
39638-32-9	BULHJTXRZFEUDQ-UHFFFAOYSA-N	38307	CC(C)(OC(C)(C)Cl)Cl
4000-16-2	UAGLZAPCOXRKPH-UHFFFAOYSA-N	12223744	C(=NN)(NN)NN.[N+](=O)(O)[O-]
4044-65-9	OMWQUXGVXQELIX-UHFFFAOYSA-N	19958	C1=CC(=CC=C1N=C=S)N=C=S
404-86-4	YKPUWZUDDOIDPM-UHFFFAOYSA-N	2548	CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
40487-42-1	CHIFOSRWCNZCFN-UHFFFAOYSA-N	38479	CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-]
40596-69-8	NFGXHKASABOEEW-UHFFFAOYSA-N	38532	CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC
4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	19988	COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O
4074-88-8	LEJBBGNFPAFPKQ-UHFFFAOYSA-N	19996	C=CC(=O)OCCOCCOC(=O)C=C
4075-81-4	BCZXFFBUYPCTSJ-UHFFFAOYSA-L	19999	CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
4080-31-3	UKHVLWKBNNSRRR-UHFFFAOYSA-M	20011	C1N2CN3CN1C[N+](C2)(C3)CC=CCl.[Cl-]
4098-71-9	NIMLQBUJDJZYEJ-UHFFFAOYSA-N	169132	CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C
4104-14-7	XIBXUAZIZXDFTG-UHFFFAOYSA-N	20056	CC(=NP(=S)(OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl)N
41083-11-8	SLIBCJURSADKPV-UHFFFAOYSA-N	77524	C1=CC2=C(C3=C1C(=O)C=CN3)NC=CC2=O
41096-46-2	FYQGBXGJFWXIPP-UHFFFAOYSA-N	38759	CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
41198-08-7	QYMMJNLHFKGANY-UHFFFAOYSA-N	38779	CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl
4151-50-2	CCEKAJIANROZEO-UHFFFAOYSA-N	77797	CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
41575-94-4	IUJRHPSJWLCXAY-UHFFFAOYSA-N	2567	C1CC(C1)(C(=O)O)C(=O)O.[Pt]
4170-30-3	MLUCVPSAIODCQM-UHFFFAOYSA-N	20138	CC=CC=O
420-04-2	OKKJLVBELUTLKV-UHFFFAOYSA-N	887	CO
420-12-2	VOVUARRWDCVURC-UHFFFAOYSA-N	9865	C1CS1
4205-90-7	GJSURZIOUXUGAL-UHFFFAOYSA-N	2803	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
42200-33-9	VWPOSFSPZNDTMJ-UHFFFAOYSA-N	4411	CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
42509-80-8	XRHGWAGWAHHFLF-UHFFFAOYSA-N	39223	CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C
42542-10-9	SHXWCVYOXRDMCX-UHFFFAOYSA-N	1615	CC(CC1=CC2=C(C=C1)OCO2)NC
42576-02-3	SUSRORUBZHMPCO-UHFFFAOYSA-N	39230	COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-]
427-00-9	LNNWVNGFPYWNQE-MYLCLEHYSA-N	61114	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3CCC4
427-51-0	UWFYSQMTEOIJJG-UHFFFAOYSA-N	2914	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
42794-76-3	PTKSEFOSCHHMPD-UHFFFAOYSA-N	4195	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
431-03-8	QSJXEFYPDANLFS-UHFFFAOYSA-N	650	CC(=O)C(=O)C
43121-43-3	WURBVZBTWMNKQT-UHFFFAOYSA-N	39385	CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl
431-89-0	UKACHOXRXFQJFN-UHFFFAOYSA-N	62442	C(C(C(F)(F)F)(F)F)(F)F
4368-28-9	SLBCPBUVHCASIJ-UFHSVNPDSA-O	443368	C(C1(C2C3C([NH+]=C(NC34C(C1OC(C4O)(O2)[O-])O)N)O)O)O
438-60-8	BWPIARFWQZKAIA-UHFFFAOYSA-N	4976	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
439-14-5	AAOVKJBEBIDNHE-UHFFFAOYSA-N	3016	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
4403-90-1	FPAYXBWMYIMERV-UHFFFAOYSA-L	20431	CC1=CC(=C(C=C1)NC2=C3C(=C(C=C2)NC4=C(C=C(C=C4)C)S(=O)(=O)[O-])C(=O)C5=CC=CC=C5C3=O)S(=O)(=O)[O-].[Na+].[Na+]
443-48-1	VAOCPAMSLUNLGC-UHFFFAOYSA-N	4173	CC1=NC=C(N1CCO)[N+](=O)[O-]
446-86-6	LMEKQMALGUDUQG-UHFFFAOYSA-N	2265	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
4525-33-1	GZDFHIJNHHMENY-UHFFFAOYSA-N	3086	COC(=O)OC(=O)OC
4549-40-0	AWZVYNHQGTZJIH-UHFFFAOYSA-N	20678	CN(C=C)N=O
458-37-7	VFLDPWHFBUODDF-UHFFFAOYSA-N	2889	COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
4602-84-0	CRDAMVZIKSXKFV-UHFFFAOYSA-N	3327	CC(=CCCC(=CCCC(=CCO)C)C)C
461-78-9	ZCKAMNXUHHNZLN-UHFFFAOYSA-N	10007	CC(C)(CC1=CC=C(C=C1)Cl)N
463-51-4	CCGKOQOJPYTBIH-UHFFFAOYSA-N	10038	C=C=O
4635-59-0	GBYDSYPGGDKWGZ-UHFFFAOYSA-N	77966	CC1=CC(=O)OC2=CC(=C(C=C12)OC)OC
463-58-1	JJWKPURADFRFRB-UHFFFAOYSA-N	10039	C(=O)=S
463-71-8	ZWZVWGITAAIFPS-UHFFFAOYSA-N	10040	C(=S)(Cl)Cl
463-82-1	CRSOQBOWXPBRES-UHFFFAOYSA-N	10041	CC(C)(C)C
465-42-9	VYIRVAXUEZSDNC-UHFFFAOYSA-N	4481061	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(CC2(C)C)O)C)C)C
465-65-6	UZHSEJADLWPNLE-GRGSLBFTSA-N	5284596	C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
465-73-6	QBYJBZPUGVGKQQ-UHFFFAOYSA-N	2087	C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
466-99-9	WVLOADHCBXTIJK-UHFFFAOYSA-N	3648	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
467-60-7	XSWHNYGMWWVAIE-UHFFFAOYSA-N	10083	C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O
4680-78-8	XKTMIJODWOEBKO-UHFFFAOYSA-M	20803	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+]
4685-14-7	INFDPOAKFNIJBF-UHFFFAOYSA-N	15939	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C
469-62-5	XLMALTXPSGQGBX-GCJKJVERSA-N	10100	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
470-82-6	WEEGYLXZBRQIMU-UHFFFAOYSA-N	2758	CC1(C2CCC(O1)(CC2)C)C
470-90-6	KLXJPQNHFFMLIG-UHFFFAOYSA-N	9897	CCOC(C(F)(F)F)O
471-25-0	UORVCLMRJXCDCP-UHFFFAOYSA-N	10110	C#CC(=O)O
471-34-1	BHPQYMZQTOCNFJ-UHFFFAOYSA-N	271	[Ca+2]
4759-48-2	BIDNLKIUORFRQP-UHFFFAOYSA-N	3420	CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
4764-17-4	NGBBVGZWCFBOGO-UHFFFAOYSA-N	1614	CC(CC1=CC2=C(C=C1)OCO2)N
480-54-6	BCJMNZRQJAVDLD-XKLVTHTNSA-N	10191	CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
480-81-9	FCEVNJIUIMLVML-IIDMSEBBSA-N	10196	CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O
480-85-3	HJSJELVDQOXCHO-HTQZYQBOSA-N	10198	C1CN2CC=C(C2C1O)CO
4824-78-6	KWGUFOITWDSNQY-UHFFFAOYSA-N	20965	CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl
4835-11-4	VZRUGPJUVWRHKM-UHFFFAOYSA-N	20972	CCCCNCCCCCCNCCCC
484-20-8	BGEBZHIAGXMEMV-UHFFFAOYSA-N	2355	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
485-31-4	ZRDUSMYWDRPZRM-UHFFFAOYSA-N	10234	CCC(C)C1=CC(=CC(=C1OC(=O)C=C(C)C)[N+](=O)[O-])[N+](=O)[O-]
485-35-8	ANJTVLIZGCUXLD-DTWKUNHWSA-N	10235	C1C2CNCC1C3=CC=CC(=O)N3C2
486460-32-6	MFFMDFFZMYYVKS-SECBINFHSA-N	4369359	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
4865-85-4	BPZZWRPHVVDAPT-PXAZEXFGSA-N	20997	CCOC(=O)C(CC1=CC=CC=C1)NC(=O)C2=CC(=C3CC(OC(=O)C3=C2O)C)Cl
488-10-8	XMLSXPIVAXONDL-UHFFFAOYSA-N	10261	CCC=CCC1=C(CCC1=O)C
4901-51-3	RULKYXXCCZZKDZ-UHFFFAOYSA-N	21013	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O
4904-61-4	ZOLLIQAKMYWTBR-UHFFFAOYSA-N	12668	C1CC=CCCC=CCCC=C1
494-97-3	MYKUKUCHPMASKF-UHFFFAOYSA-N	412	C1CC(NC1)C2=CN=CC=C2
496-72-0	DGRGLKZMKWPMOH-UHFFFAOYSA-N	10332	CC1=CC(=C(C=C1)N)N
497-19-8	CDBYLPFSWZWCQE-UHFFFAOYSA-L	10340	C(=O)([O-])[O-].[Na+].[Na+]
50-00-0	WSFSSNUMVMOOMR-UHFFFAOYSA-N	712	C=O
500008-45-7	PSOVNZZNOMJUBI-UHFFFAOYSA-N	11271640	CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br
50-02-2	UREBDLICKHMUKA-UHFFFAOYSA-N	3003	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
50-06-6	DDBREPKUVSBGFI-UHFFFAOYSA-N	4763	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
50-07-7	SMCLMIIQNWUTHU-UHFFFAOYSA-N	4210	CC1=C(C(=O)C2=C(C1=O)N3CC(CC3=C2COC(=O)N)N)N
50-12-4	GMHKMTDVRCWUDX-UHFFFAOYSA-N	4060	CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
50-18-0	CMSMOCZEIVJLDB-UHFFFAOYSA-N	2907	C1CNP(=O)(OC1)N(CCCl)CCCl
50-21-5	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	612	CC(C(=O)O)O
50-24-8	OIGNJSKKLXVSLS-UHFFFAOYSA-N	4894	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
50-29-3	YVGGHNCTFXOJCH-UHFFFAOYSA-N	3036	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
50-31-7	XZIDTOHMJBOSOX-UHFFFAOYSA-N	5759	C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl
50-32-8	FMMWHPNWAFZXNH-UHFFFAOYSA-N	2336	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
503-30-0	ICQNCHSXWNQIHC-UHFFFAOYSA-N	10339	C(=O)C(=O)C=O
50-33-9	BEJNERDRQOWKJM-UHFFFAOYSA-N	3840	C1=C(OC=C(C1=O)O)CO
50-35-1	RHMXXJGYXNZAPX-UHFFFAOYSA-N	3220	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
50-36-2	ZPUCINDJVBIVPJ-UHFFFAOYSA-N	2826	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
50-37-3	VAYOSLLFUXYJDT-UHFFFAOYSA-N	3981	CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
503-74-2	GWYFCOCPABKNJV-UHFFFAOYSA-N	10430	CC(C)CC(=O)O
504-24-5	NUKYPUAOHBNCPY-UHFFFAOYSA-N	1727	C1=CN=CC=C1N
504-29-0	ICSNLGPSRYBMBD-UHFFFAOYSA-N	10439	C1=CC=NC(=C1)N
504-63-2	YPFDHNVEDLHUCE-UHFFFAOYSA-N	10442	C(CO)CO
50471-44-8	FSCWZHGZWWDELK-UHFFFAOYSA-N	39676	CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C
50-47-5	HCYAFALTSJYZDH-UHFFFAOYSA-N	2995	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
504-88-1	WBLZUCOIBUDNBV-UHFFFAOYSA-N	1678	C(C[N+](=O)[O-])C(=O)O
50-49-7	BCGWQEUPMDMJNV-UHFFFAOYSA-N	3696	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
50-52-2	KLBQZWRITKRQQV-UHFFFAOYSA-N	5452	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
505-29-3	LOZWAPSEEHRYPG-UHFFFAOYSA-N	10452	C1CSCCS1
505-32-8	KEVYVLWNCKMXJX-UHFFFAOYSA-N	10453	CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O
50-53-3	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	2726	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
50-55-5	QEVHRUUCFGRFIF-UHFFFAOYSA-N	5052	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
505-60-2	QKSKPIVNLNLAAV-UHFFFAOYSA-N	10461	C(CCl)SCCCl
505-75-9	FQVNSJQTSOVRKZ-UHFFFAOYSA-N	10463	CCCC(C=CC=CC=CC#CC#CCCCO)O
50-59-9	CZTQZXZIADLWOZ-CRAIPNDOSA-N	5773	C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4
50-60-2	MRBDMNSDAVCSSF-UHFFFAOYSA-N	5775	CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
5064-31-3	DZCAZXAJPZCSCU-UHFFFAOYSA-K	21152	C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+]
50-65-7	RJMUSRYZPJIFPJ-UHFFFAOYSA-N	4477	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
506-61-6	HKSGQTYSSZOJOA-UHFFFAOYSA-N	10474	[C-]#N.[C-]#N.[K+].[Ag+]
506-64-9	LFAGQMCIGQNPJG-UHFFFAOYSA-N	10475	[C-]#N.[Ag+]
506-77-4	QPJDMGCKMHUXFD-UHFFFAOYSA-N	10477	C(#N)Cl
50679-08-8	GUGOEEXESWIERI-UHFFFAOYSA-N	5405	CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
506-87-6	PRKQVKDSMLBJBJ-UHFFFAOYSA-N	10480	C(=O)(O)O.N.N
506-93-4	CNUNWZZSUJPAHX-UHFFFAOYSA-N	10481	C(=N)(N)N.[N+](=O)(O)[O-]
506-96-7	FXXACINHVKSMDR-UHFFFAOYSA-N	10482	CC(=O)Br
50-70-4	FBPFZTCFMRRESA-UHFFFAOYSA-N	453	C(C(C(C(C(CO)O)O)O)O)O
507-19-7	RKSOPLXZQNSWAS-UHFFFAOYSA-N	10485	CC(C)(C)Br
50-76-0	RJURFGZVJUQBHK-UHFFFAOYSA-N	2019	CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
50-78-2	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	2244	CC(=O)OC1=CC=CC=C1C(=O)O
50782-69-9	JJIUCEJQJXNMHV-UHFFFAOYSA-N	39793	CCOP(=O)(C)SCCN(C(C)C)C(C)C
50-81-7	CQFMQFNORMFQOM-UHFFFAOYSA-N	190531	CC(C)NC1=NC(=NC(=N1)NC2CC2)SC(F)F
50892-23-4	SZRPDCCEHVWOJX-UHFFFAOYSA-N	5694	CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C
509-14-8	NYTOUQBROMCLBJ-UHFFFAOYSA-N	10509	C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
50-99-7	WQZGKKKJIJFFOK-UHFFFAOYSA-N	206	C(C1C(C(C(C(O1)O)O)O)O)O
510-15-6	RAPBNVDSDCTNRC-UHFFFAOYSA-N	10522	CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
51-03-6	FIPWRIJSWJWJAI-UHFFFAOYSA-N	5794	CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
51-12-7	NOIIUHRQUVNIDD-UHFFFAOYSA-N	4472	C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
511-45-5	RQXCLMGKHJWMOA-UHFFFAOYSA-N	4904	C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
51-17-2	HYZJCKYKOHLVJF-UHFFFAOYSA-N	5798	C1=CC=C2C(=C1)NC=N2
51-18-3	IUCJMVBFZDHPDX-UHFFFAOYSA-N	5799	C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4
51-20-7	LQLQRFGHAALLLE-UHFFFAOYSA-N	5802	C1=C(C(=O)NC(=O)N1)Br
51207-31-9	KSMVNVHUTQZITP-UHFFFAOYSA-N	39929	C1=C2C3=CC(=C(C=C3OC2=CC(=C1Cl)Cl)Cl)Cl
51-21-8	GHASVSINZRGABV-UHFFFAOYSA-N	3385	C1=C(C(=O)NC(=O)N1)F
51218-45-2	WVQBLGZPHOPPFO-UHFFFAOYSA-N	4169	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
51235-04-2	CAWXEEYDBZRFPE-UHFFFAOYSA-N	39965	CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C
5124-30-1	KORSJDCBLAPZEQ-UHFFFAOYSA-N	21202	C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O
512-56-1	WVLBCYQITXONBZ-UHFFFAOYSA-N	10541	COP(=O)(OC)OC
51264-14-3	XCPGHVQEEXUHNC-UHFFFAOYSA-N	2179	COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	1493	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
5131-58-8	DPIZKMGPXNXSGL-UHFFFAOYSA-N	21208	C1=CC(=C(C=C1N)N)[N+](=O)[O-]
513-37-1	KWISWUFGPUHDRY-UHFFFAOYSA-N	10555	CC(=CCl)C
