ChemIndex	InChIKey	CASRN	CanonicalSMILES
7184	KPYYTDPOFMMDHV-UHFFFAOYSA-N	None	CC(C)Oc1cc(NC2(CCCN)CC2)c3nc(ccc3n1)C(F)(F)F
7185	YOYAIZYFCNQIRF-UHFFFAOYSA-N	1194-65-6	C1=CC(=C(C(=C1)Cl)C#N)Cl
7186	PVAKQAGZUGLINZ-UHFFFAOYSA-N	None	COc1cc2CCN3C(=O)N=C(C=C3c2cc1OC)N(C(=O)C)c4c(C)cc(C)cc4C
7187	LQBRNJWURDQJDJ-UHFFFAOYSA-N	None	Cl.CN(C)CCc1cc2cccc3COc4ccccc4n1c23
7188	XMWRWTSZNLOZFN-UHFFFAOYSA-N	81-15-2	CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
7189	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	80-09-1	C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O
7190	ZBHXIWJRIFEVQY-UHFFFAOYSA-N	80370-57-6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
7191	SOBGIMQKWDUEPY-UHFFFAOYSA-N	14047-09-7	C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl
7192	AQISUAVTKHNRTI-UHFFFAOYSA-N	None	CCC(CO)NCP1(=O)OCC(CO1)OCn2cnc3C(=O)NC(=Nc23)N
7193	BAHPQISAXRFLCL-UHFFFAOYSA-N	39156-41-7	COC1=C(C=C(C=C1)N)N
7194	BWHOZHOGCMHOBV-BQYQJAHWSA-N	None	CC(=O)\C=C\c1ccccc1
7195	DWIMXVQXPCHRCH-UHFFFAOYSA-N	None	Cl.C1CN(CCN1)c2cc(c3ccccc3)c4ccccc4n2
7196	MJYSWKKWNFPKJU-MDZDMXLPSA-N	None	C\C(=C(\C)/c1ccc(F)cc1)\C(=O)NC2CC2
7197	OOBHFESNSZDWIU-UHFFFAOYSA-N	134-49-6	CC1C(OCCN1)C2=CC=CC=C2
7198	PZXGWDJLYNSNCY-AQHDXKSYSA-N	None	CCCC(=O)O[C@@H]1C2CCC3[C@@](C)(O)C4CC(O)C(C)(C)C4(O)C(O)C[C@@]13C[C@@]2(C)O
7199	HBTRBGIHHKCELP-CIAFOILYSA-N	None	Cc1nn(c(Cl)c1\C=N\NC(=O)COc2ccccc2)c3ccccc3
7200	LULAYUGMBFYYEX-UHFFFAOYSA-N	535-80-8	C1=CC(=CC(=C1)Cl)C(=O)O
7201	ZJMLMBICUVVJDX-UHFFFAOYSA-N	1420-06-0	C1COCCN1C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
7202	VDZDLOHXVXPKML-UHFFFAOYSA-N	None	COc1c(NC(=O)C)c(OCCNC2CCCCC2)c(OC)c3occc13
7203	ZRCBTNADOWFIBC-UHFFFAOYSA-N	None	Cl.OC(Cn1ccnc1)c2ccccc2c3ccccc3
7204	TYQXYRILMXYYJM-UHFFFAOYSA-N	None	COC(=O)NC1=NC(CN1C)c2ccccc2SC
7205	FQVNSJQTSOVRKZ-JNRDBWBESA-N	None	CCC[C@@H](O)\C=C\C=C\C=C\C#CC#CCCCO
7206	JGQUBZMZEMUNKY-UHFFFAOYSA-M	None	[Cl-].O=C1CCC(=O)N1CC#CC[S+]2CCCC2
7207	OVBAGMZLGLXSBN-UOVKNHIHSA-N	None	CS[C@@]1(CO)N(C)C(=O)[C@@]2(CC3=CC=C[C@H](O)[C@H]3N2C1=O)SC
7208	LZZFBQYFISERKP-UHFFFAOYSA-N	None	O.Cl.O=C(NNc1nncc(n1)c2ccccc2)C34CC5CC(CC(C5)C3)C4
7209	DJTNAGBLFJZDBR-UHFFFAOYSA-N	None	CCCCC(=O)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c2ccccc2Cl
7210	CJDDIPBDQJWUMQ-UHFFFAOYSA-N	None	[Cl-].CC(C)CCOC[n+]1ccn(C)c1\C=N\O
7211	YIWUKEYIRIRTPP-UHFFFAOYSA-N	104-76-7	CCCCC(CC)CO
7212	VEUZZDOCACZPRY-UHFFFAOYSA-N	56073-10-0	C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br
7213	YGCFIWIQZPHFLU-UHFFFAOYSA-N	33665-90-6	CC1=CC(=O)NS(=O)(=O)O1
7214	JNTNBZKUWHRIGW-UHFFFAOYSA-N	None	CCCc1cccc(C(C)C)c1O
7215	FOTSBZKWKLUDDW-UHFFFAOYSA-N	None	Cl.Cl.CSCCNCCCN
7216	JMCFDHMGNJAITC-UHFFFAOYSA-N	None	FC(F)(F)Oc1ccc2c(Nc3ccccc3C(=O)OCCN4CCN(CC4)c5cccc(c5)C(F)(F)F)ccnc2c1
7217	FRQAGJSNWYVMNG-YMILTQATSA-N	None	CC(=O)OC[C@H]1O[C@@H](OC(=O)C)[C@H](NC(=O)CCl)[C@@H](OC(=O)C)[C@H]1OC(=O)C
7218	BWMPORLYSXDOOZ-UHFFFAOYSA-N	None	COc1cc(CC=C)ccc1OCC(=O)NCCCNC(=O)C2=CC(C)(C)NC2(C)C
7219	SRXPVAFPZMREOY-UHFFFAOYSA-N	None	CN1C(=O)C(OC(=O)C(Cl)(Cl)Cl)N=C(c2ccccc2)c3cc(Cl)ccc13
7220	ZLIGHXZVSYWMAA-UHFFFAOYSA-N	None	CC1(C)NC(C)(C)C(=C1)C(=O)NCCCNC(=O)Cc2cccs2
7221	ZFGJYGXMFQEFAR-UHFFFAOYSA-N	None	Cl.Cl.CC(C)SCCNCCN
7222	FFCCBBNQPIMUJI-UHFFFAOYSA-N	81405-85-8	CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C
7223	SWJSAKZDVODBPF-UHFFFAOYSA-N	None	CN(CCBr)CC#CCOC(=O)Nc1cccc(Cl)c1
7224	HYHCSLBZRBJJCH-UHFFFAOYSA-M	16721-80-5	[Na+].[SH-]
7225	BJIOGJUNALELMI-UHFFFAOYSA-N	97-54-1	CC=CC1=CC(=C(C=C1)O)OC
7226	LCHHVOWFKUIKMX-UHFFFAOYSA-N	None	Cc1cccc(Oc2cc(Cl)nc(SCC(=O)O)n2)c1C
7227	VZCYOOQTPOCHFL-UHFFFAOYSA-N	110-16-7	C(=CC(=O)O)C(=O)O
7228	GWIAAIUASRVOIA-UHFFFAOYSA-N	81-16-3	C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N
7229	GTEXIOINCJRBIO-UHFFFAOYSA-N	3033-62-3	CN(C)CCOCCN(C)C
7230	FSWXOANXOQPCFF-UHFFFAOYSA-N	70-69-9	CCC(=O)C1=CC=C(C=C1)N
7231	CXNPLSGKWMLZPZ-UHFFFAOYSA-N	2079-00-7	CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N
7232	LINPIYWFGCPVIE-UHFFFAOYSA-N	25167-82-2	C1=C(C=C(C(=C1Cl)O)Cl)Cl
7233	SRBFZHDQGSBBOR-UHFFFAOYSA-N	58-86-6	C1C(C(C(C(O1)O)O)O)O
7234	JPGQOUSTVILISH-UHFFFAOYSA-N	13838-16-9	C(C(OC(F)F)(F)F)(F)Cl
7235	OARWWYXFHKZRBP-UHFFFAOYSA-N	None	Cl.NC(=N)c1ccc(cc1)c2nc3ccc(N)cc3s2
7236	UBOXGVDOUJQMTN-UHFFFAOYSA-N	79-00-5	C(C(Cl)Cl)Cl
7237	GHLFWWUERYGWEV-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3ccccc3)c(n1)c4ccc(Cl)cc4
7238	GASCQHZZZZWUTG-VPZYDGBRSA-N	None	C[C@@H]1SC2=NC3C(CCc4ccccc34)N2[C@@]1(O)c5ccccc5
7239	TVHOLHORAUEEAF-UHFFFAOYSA-N	None	CN(C)CC1CSC(SC1)(C(=O)c2ccccc2)C(=O)c3ccccc3
7240	UYWRAINVLKPXLQ-UHFFFAOYSA-N	None	N#Cc1c(Nc2ccccc2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5
7241	FYUPTROPMDKDPF-UHFFFAOYSA-N	None	NCC(=O)NCC(=O)Nc1ccc(cc1C(=O)c2ccccc2)[N+](=O)[O-]
7242	IKHGUXGNUITLKF-UHFFFAOYSA-N	75-07-0	CC=O
7243	ISRGONDNXBCDBM-UHFFFAOYSA-N	2039-87-4	C=CC1=CC=CC=C1Cl
7244	XKEJDGQEQJSYOC-UHFFFAOYSA-N	None	Cl.Cl.CCCCOc1cc(C(=O)NCCN2CCN(CC2)c3ccccn3)c4ccccc4n1
7245	KBTDLGWUSSDZSN-UHFFFAOYSA-N	None	CC(C(=O)O)c1ccc2c(noc2c1)c3ccc(Cl)cc3
7246	TWYUDVVIPSUDIG-ATTOJWKXSA-N	None	C[C@H]1CN=C2CCCC(=C)C[C@@H]3CC[C@@](C)(O)[C@]4(CC[C@@]5(CC[C@@H](C[C@H](O)\C(=C\[C@H]6C(=C(CC[C@]26C[C@@H]1C)[C@H]7OC(=O)C(=C7)C)C)\C)O5)O4)O3
7247	XYNMOULGJNGXPD-QZTJIDSGSA-N	None	Clc1ccc(CCO[C@@H]2CCCC[C@H]2N3CCOCC3)cc1Cl
7248	QFGMXJOBTNZHEL-UHFFFAOYSA-N	None	OC(=O)Cc1ccc2OCc3ccccc3C(=O)c2c1
7249	AWYFNIZYMPNGAI-UHFFFAOYSA-N	142-59-6	C(CNC(=S)S)NC(=S)S
7250	AQLNUGXATVURJG-NRFANRHFSA-N	None	CN(C(=O)CNC(=O)[C@@H](N)Cc1ccccc1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl
7251	NEUIRFPCOZCRBP-UXPPBCCBSA-N	None	[O-][N+](=O)\N=C\1/N(Cc2ccc(Cl)nc2)CCN1Cc3cccc(CN4CCN(Cc5ccc(Cl)nc5)/C/4=N\[N+](=O)[O-])n3
7252	HQOJMTATBXYHNR-UHFFFAOYSA-M	563-68-8	CC(=O)[O-].[Tl+]
7253	TVCKWNIFUUIINN-UHFFFAOYSA-N	None	Cl.CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
7254	FAISQGBVANYYLV-OQKWZONESA-N	None	CC(=O)\C(=C/c1ccccc1)\Oc2ccccc2OCCN3CCOCC3
7255	XKLYQBXMHFCSMP-UHFFFAOYSA-N	None	[Cl-].CC#CC(C)OC[n+]1ccn(C)c1\C=N\O
7256	FWWXYLGCHHIKNY-UHFFFAOYSA-N	106-74-1	CCOCCOC(=O)C=C
7257	ASNBLPLNXVMPLE-UHFFFAOYSA-N	None	O=C1CCC2(OCCN12)c3ccccc3
7258	KTXUUEKZSODRCW-UHFFFAOYSA-N	None	CC(C)CNCC(O)COc1c(Cl)ccc(Cl)c1C(=C)n2ccnc2
7259	PFCMCLOTSJBHNC-UHFFFAOYSA-N	None	CC(C)COC(=O)NC1=NC(CN1C)c2ccccc2
7260	PBDWDTKKWFPSLF-UHFFFAOYSA-N	None	Cl.CCCCc1cccc(CCCC)c1CN
7261	GLUCKWKLAVSGBT-UHFFFAOYSA-N	None	Oc1ccc(cc1)C2C(Cl)C(=O)N2c3nnc(Cn4c5ccccc5c6ccccc46)s3
7262	QVLAWKAXOMEXPM-UHFFFAOYSA-N	630-20-6	C(C(Cl)(Cl)Cl)Cl
7263	QWGRWMMWNDWRQN-UHFFFAOYSA-N	2163-42-0	CC(CO)CO
7264	DUUGKQCEGZLZNO-UHFFFAOYSA-N	110-96-3	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
7265	YCKOLGQYLVLUPC-UHFFFAOYSA-N	None	[Cl-].Cn1cc[n+](COC(=O)c2ccc3ccccc3c2)c1\C=N\O
7266	MGJRWQJNPCGVRH-UHFFFAOYSA-N	None	CC1(C)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O
7267	LBAUWUDBVWHTSB-VWWUSIMPSA-N	None	Cl.CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35
7268	RFEJUZJILGIRHQ-WBPXWQEISA-N	65-31-6	CN1CCCC1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O
7269	GBIHOLCMZGAKNG-UHFFFAOYSA-N	70124-77-5	CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
7270	YJGVMLPVUAXIQN-UHFFFAOYSA-N	518-28-5	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
7271	UERPUZBSSSAZJE-UHFFFAOYSA-N	81-82-3	C1=CC2=C(C(=C1)Cl)C(=O)OC2=O
7272	SYCBXBCPLUFJID-UHFFFAOYSA-N	637-58-1	CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl
7273	KEROMDUYELHWLQ-UHFFFAOYSA-N	None	CCCCCC\N=C(\Nc1cc(C)nc2ccccc12)/Nc3nccs3
7274	MGWAGIQQTULHGU-UHFFFAOYSA-N	617-79-8	CCC(CC)CN
7275	MWARAOPWFPYGLV-UHFFFAOYSA-N	None	CCSC1=NC(=O)c2ccccc2N1
7276	JZZVVNQVOVKBRU-UHFFFAOYSA-N	None	CC1N=CNc2c1cc(C)c(C)c2C#N
7277	OMZASHHCCQJEEO-UHFFFAOYSA-N	None	Cc1ccc2cccc(N\C(=N/C(C)(C)C)\Nc3nccs3)c2n1
7278	NKEAWHRPKCTHPS-UHFFFAOYSA-N	None	CC1(C)CC(=NN1C(=O)NCC=C)OS(=O)(=O)C
7279	ZLSWBLPERHFHIS-UHFFFAOYSA-N	93-72-1	CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl
7280	ODFGRLXYDYGXAT-UHFFFAOYSA-N	None	Fc1ccc(OCC2=CC(=O)Nc3ccccc23)cc1
7281	JFLDWHCHXCSLFS-UHFFFAOYSA-N	None	CC(COc1c(C)cccc1C)NC(=O)C2=CC(C)(C)NC2(C)C
7282	BVKLRQXMBZZTCV-NTCAYCPXSA-N	None	COC(=O)\C(=C/1\SC(=NN1c2ccc(cc2)S(=O)(=O)N)C(=O)C)\C(=O)Nc3nccs3
7283	MHONQRGPLPAVNS-NAYUSWPISA-N	None	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCCNC(=N)N)C(=O)OCc5ccccc5
7284	JTHIILRBBQZUJP-UHFFFAOYSA-M	None	[Cl-].[Cl-].C[n+]1ccn(CCC[n+]2cccc(c2)C(=O)c3ccccc3)c1\C=N\O
7285	OVHCBJRJFJFDRL-UHFFFAOYSA-N	None	Cl.Clc1ccc(cc1)C2=C(CCN3CCN(CC3)c4ccccc4)OC(=O)O2
7286	OERBLOPYVWZMRH-UHFFFAOYSA-N	None	CCCCC(CC)C\N=C(/NC#N)\Nc1cccnc1
7287	RRCUJRXCVKWQDI-UHFFFAOYSA-N	None	Cl.[Cl-].CN(C)CCCn1cc[n+](C)c1\C=N\O
7288	XHONTWIYHRLHGH-UHFFFAOYSA-N	None	Cl.Cl.NC(=O)c1ccc(NC(=O)CCN2CCN(CC2)c3ccccn3)cc1
7289	VQKNUOXJMSCJLJ-XLPZGREQSA-N	None	Cn1cnc(c1Sc2nc(N)nc3c2ncn3[C@H]4C[C@H](O)[C@@H](CO)O4)[N+](=O)[O-]
7290	ANOBYBYXJXCGBS-UHFFFAOYSA-L	7783-47-3	F[Sn]F
7291	MBDJAKLKVMNKMC-UHFFFAOYSA-N	None	CN(C)CC(=O)N(C)c1ccc(Sc2ccccc2)cc1
7292	DTCZZBVPTHVXFA-OSMRDGEFSA-N	None	Cl.COc1cc2CCN3C(=O)N(C)\C(=N\c4c(C)cc(C)cc4C)\C=C3c2cc1OC
7293	VNYBTNPBYXSMOO-UHFFFAOYSA-M	None	[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1
7294	AQLNUGXATVURJG-UHFFFAOYSA-N	None	CN(C(=O)CNC(=O)C(N)Cc1ccccc1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl
7295	DUKOQRXNBYNJED-UHFFFAOYSA-N	None	CCN(CC)CCN1CCN(c2ccccc2)c3ccccc3C1=O
7296	KRXMBGHVQDTDOF-UHFFFAOYSA-N	None	CC(C)(C)\N=C(/Nc1ccccn1)\Nc2nccs2
7297	IQHPZIBKIKARIS-UHFFFAOYSA-N	None	CC(C(=O)O)c1ccc2nc(oc2c1)c3ccc(Cl)cc3Cl
7298	WJZUGADEQOPAPO-UHFFFAOYSA-N	None	Cl.Clc1ccc(cc1)c2cnnc(NNC(=O)C(Cl)(Cl)Cl)n2
7299	NACPWUMSPVYYFT-UHFFFAOYSA-N	None	COC(=O)NC1=NC(CN1)c2cccc(F)c2
7300	ZPXSCAKFGYXMGA-UHFFFAOYSA-N	22232-71-9	C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
7301	WSDISUOETYTPRL-UHFFFAOYSA-N	6440-58-0	CC1(C(=O)N(C(=O)N1CO)CO)C
7302	YISVUHTYBANBBQ-UHFFFAOYSA-N	None	CN1C(=O)CCC1(O)c2ccccc2
7303	SDEISMNKFBMFFU-UHFFFAOYSA-N	None	Fc1ccc(CNC(=O)c2ccccc2NCC=C)cc1
7304	CUYOOCIEQVMNKI-SNAWJCMRSA-N	None	OCCNC(=O)\C=C\c1cccc(c1)C(F)(F)F
7305	CYEWSOZUGCJHTR-UHFFFAOYSA-N	None	CCCCOc1cc(ccc1OC)c2nnc(O)n2C
7306	ZXMFCSUTNSFWFY-UHFFFAOYSA-N	None	CC(C)c1cc(N\C(=N\C(C)(C)C)\Nc2nccs2)c3ccccc3n1
7307	NHCQXOSOLVNJNO-UHFFFAOYSA-N	None	CC(C)(C)NC1CN(C1)C2c3ccccc3CCc4ccccc24
7308	JEVGNIRVLJOKHE-BTJKTKAUSA-N	None	CC(C)(C)\N=C(/N)\Nc1nccs1.OC(=O)\C=C/C(=O)O
7309	JOIMPRSUCZTHEI-QXMHVHEDSA-N	None	C\C(=C(/C)\c1ccc(C)cc1)\C(=O)NC2CC2
7310	JTPNRXUCIXHOKM-UHFFFAOYSA-N	90-13-1	C1=CC=C2C(=C1)C=CC=C2Cl
7311	IRFPIPNMASANJY-UHFFFAOYSA-L	26636-01-1	CC(C)CCCCCOC(=O)CS[Sn](C)(C)SCC(=O)OCCCCCC(C)C
7312	OPASCBHCTNRLRM-UHFFFAOYSA-N	640-15-3	CCSCCSP(=S)(OC)OC
7313	UEVLBGOHYQZUCL-UHFFFAOYSA-N	None	CNC(=O)SCC(CSC(=O)NC)CN(C)C
7314	BXLDWDWPUYJUFH-MHBQMSDQSA-N	None	CO[C@@H]1[C@@H](C)CC[C@]2(O)[C@]3(C)C[C@]4(OC)O[C@]12[C@@]5(O)[C@]4(C)[C@@](O)(C(C)C)[C@@H](OC(=O)c6cccn6C)[C@@]35OC
7315	XCDBUANUXCWDRW-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3cc(Cl)c(Cl)c(Cl)c3)c(n1)c4ccc(F)cc4
7316	NIOPZPCMRQGZCE-UHFFFAOYSA-N	39300-45-3	CCCCCCC(C)C1=CC(=CC(=C1OC(=O)C=CC)[N+](=O)[O-])[N+](=O)[O-]
7317	ZFYGIBYVTUKEPN-UHFFFAOYSA-N	None	COC(=O)NC1=NC2C(Cc3ccccc23)N1
7318	RYWZYZZJILHHSA-UHFFFAOYSA-N	None	Fc1ccc(Nc2c(C#N)c(Cl)c(C#N)c(Cl)c2C#N)c(F)c1
7319	AKZFZHNJLYDHKN-UHFFFAOYSA-N	None	CCCc1cccc(CC)c1O
7320	HFZWRUODUSTPEG-UHFFFAOYSA-N	120-83-2	C1=CC(=C(C=C1Cl)Cl)O
7321	CGIGDMFJXJATDK-UHFFFAOYSA-N	53-86-1	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
7322	KSRLKDYACUXDFK-MIRCGDSDSA-N	None	NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)O1
7323	RFIOINJVJXITQA-UHFFFAOYSA-N	None	CC(C)C(=O)N(\C(=N/C#N)\Nc1cccnc1)C(C)(C)C
7324	SKGCBNQMSDOUPL-UHFFFAOYSA-N	None	Cc1nccn1c2ccc(NN)nn2
7325	LHSTXPXPSINIQU-JJIBRWJFSA-N	None	CC1=CC(=O)NC(=N1)\C(=N\Nc2ccc(cc2)[N+](=O)[O-])\C(=O)c3ccc(Cl)cc3
7326	UBLLTWXDTMLVSQ-UHFFFAOYSA-N	None	CC(C)CC\N=C(/NC#N)\Nc1cccnc1
7327	JUZYRJBCKLEBKC-UHFFFAOYSA-N	None	Cl.CCN1CCCC1CNC(=O)c2c(OC(C)C)cccc2OC(C)C
7328	VSSSUJQGBBHOLO-MUBRONSNSA-N	None	Cl.Oc1ccc2C[C@H]3N(C[C@@H]4CCCO4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O
7329	QCBCUQXEXWWGKK-WDPPXMIISA-N	None	CC[C@]1(O)C[C@@H]2C[C@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]5[C@](O)([C@H](O)[C@]6(CC)C=CCN7CC[C@]45[C@H]67)C(=O)N)c8[nH]c9ccccc9c8CC[N+]([O-])(C2)C1
7330	NFSVUJIJKGNQIM-UHFFFAOYSA-N	None	OCCOC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
7331	HWYPEYZLLZJSTR-UHFFFAOYSA-N	None	COc1ccc2Nc3cscc3C(=Nc2c1)N4CCN(C)CC4
7332	VEPQYQGORPXCGU-UHFFFAOYSA-N	None	CCCCOc1cc(nn1c2ccccc2)C(=O)NC
7333	FIVPIPIDMRVLAY-RBJBARPLSA-N	None	CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3
7334	UUEACXTZIFOPHV-UHFFFAOYSA-N	None	CCOC(=O)c1cc(nnc1NCCN2CCOCC2)c3ccccc3
7335	MRMOZBOQVYRSEM-UHFFFAOYSA-N	78-00-2	CC[Pb](CC)(CC)CC
7336	JXPMOHORRCTRTH-UHFFFAOYSA-N	None	CC(C)(C)NCC(O)COc1ccccc1C(=C)n2cccn2
7337	MGBNTDJKXLILSH-UHFFFAOYSA-N	None	CC1CC(=O)c2cc(ccc12)c3ccccc3
7338	LPUMLERMIKWPDP-UHFFFAOYSA-N	None	Fc1ccc(cc1)C2=C(CCN3CCN(CC3)c4ccccc4)OC(=O)N2Cc5ccccc5
7339	RINGFEANYXFKDL-UHFFFAOYSA-N	None	[O-][N+](=O)c1ccc(cc1)C(=O)OCC(=O)CF
7340	YRSBUBOHVMZWGF-UHFFFAOYSA-N	None	C1CCN(CC1)c2nn3c(nnc3c4ccccc24)c5ccccc5
7341	BILPUZXRUDPOOF-UHFFFAOYSA-N	8006-54-0	CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
7342	LVACOMKKELLCHJ-UHFFFAOYSA-N	243973-20-8	CO[Si](CCCNC(=O)N)(OC)OC
7343	WUZSPEXDOAPEGT-VOTSOKGWSA-N	None	CCC(O)CNC(=O)\C=C\c1cccc(c1)C(F)(F)F
7344	JIJRXSGPUHNUQC-UHFFFAOYSA-N	None	COc1c(C(=O)O)c(O)c(NS(=O)(=O)c2ccc(Cl)cc2)c3occc13
7345	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	317-34-0	CN1C2=C(C(=O)N(C1=O)C)NC=N2
7346	FFEARJCKVFRZRR-UHFFFAOYSA-N	63-68-3	CSCCC(C(=O)O)N
7347	RBGVFSUDBDJGLP-WSCGKMLTSA-N	None	CCCCC[C@H](O)\C=C\C=C\C#CCCCO
7348	LOCWBQIWHWIRGN-UHFFFAOYSA-N	121-87-9	C1=CC(=C(C=C1[N+](=O)[O-])Cl)N
7349	XCGSFFUVFURLIX-UHFFFAOYSA-N	113-15-5	CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
7350	AFESENZIXIFHHG-UHFFFAOYSA-N	None	CCN(CC)CCOc1ccccc1OC(Cc2ccccc2)C(=O)C
7351	KFZIXFYOLXRCFK-UHFFFAOYSA-N	None	Cl.Cl.Cc1c(C)c(c(C)c(C)c1C(=O)NCCN2CCN(CC2)c3ccccn3)[N+](=O)[O-]
7352	UJAKZFZFCPKDHF-UHFFFAOYSA-N	None	CCCCC(CC)C(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
7353	ZXISMUFCWBYFTO-UHFFFAOYSA-N	None	CNC(=O)Nc1c(OC)c2ccoc2c(OC)c1OCCN3CCCCC3
7354	DTOFALGDEOGROW-KFBZHQGCSA-N	None	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc(Br)cc3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C
7355	TZQQHCHHZLTLII-UHFFFAOYSA-M	None	[I-].CCCCSC(=Cc1cccc[n+]1C)SCCCC
7356	LCMVVAIGAFVRAL-UHFFFAOYSA-N	None	ClC(Cl)C(=O)Nc1cccc(Cl)c1
7357	MWYVRRQUYDURML-UHFFFAOYSA-N	None	[Cl-].CC(C)C(OC[n+]1ccn(C)c1\C=N\O)C#Cc2ccccc2
7358	PFEFOYRSMXVNEL-UHFFFAOYSA-N	732-26-3	CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
7359	GJPQDUZAQIKKLP-UHFFFAOYSA-N	None	CCN1CCCC1CNC(=O)c2cc(NS(=O)(=O)N(C)C)c(C)cc2OC
7360	WYXSYVWAUAUWLD-SHUUEZRQSA-N	54-25-1	C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
7361	FLVIGYVXZHLUHP-UHFFFAOYSA-N	105-55-5	CCNC(=S)NCC
7362	RZVAJINKPMORJF-UHFFFAOYSA-N	103-90-2	CC(=O)NC1=CC=C(C=C1)O
7363	ZROSDADUKSAGPB-UHFFFAOYSA-N	None	[Cl-].Cn1cc[n+](COCc2ccc(cc2)C(F)(F)F)c1\C=N\O
7364	DOLQYFPDPKPQSS-UHFFFAOYSA-N	95-64-7	CC1=C(C=C(C=C1)N)C
7365	GFRIDDGJPZSMFI-UHFFFAOYSA-N	None	CN1N=C(OCCCN2CCN(CC2)c3ccccc3)c4c(C)n(c(C)c4C1=O)c5ccccc5
7366	JPZYXGPCHFZBHO-UHFFFAOYSA-N	2570-26-5	CCCCCCCCCCCCCCCN
7367	BEWCNXNIQCLWHP-UHFFFAOYSA-N	3775-90-4	CC(=C)C(=O)OCCNC(C)(C)C
7368	XBNYDYAHTPABBR-UHFFFAOYSA-N	None	CCOC(=O)Cc1cc(O)cc(c1)c2ccc(Cl)cc2
7369	QGYHHJFMAISYHD-WMPKNSHKSA-N	None	CNP1(N=[P@](N=P(N=[P@](N=1)(NC)N2CC2)(NC)NC)(NC)N3CC3)NC
7370	QGJOPFRUJISHPQ-UHFFFAOYSA-N	75-15-0	C(=S)=S
7371	XMAVZCCINJYMNG-UHFFFAOYSA-N	None	CN(C)CCNc1c2C(O)CCCc2nc3ccccc13
