ChemIndex	InChIKey	CASRN	CanonicalSMILES
3710	QCYSAIXMCYDYCJ-FMYROPPKSA-N	None	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CO)C(=O)OCc5ccccc5
3711	OTKXWJHPGBRXCR-UHFFFAOYSA-N	2463-84-5	COP(=S)(OC)OC1=C(C=C(C=C1)[N+](=O)[O-])Cl
3712	XWBPWJQSAYQWHF-UHFFFAOYSA-N	None	Cl.Cl.CCOC(=O)CC(C)N1CCN(CC1)c2ccccn2
3713	JDCQMAAXUGRUEF-UHFFFAOYSA-N	None	Fc1ccc(CCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1
3714	VWPOSFSPZNDTMJ-UCWKZMIHSA-N	None	CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12
3715	AXCZMVOFGPJBDE-UHFFFAOYSA-L	1305-62-0	[OH-].[OH-].[Ca+2]
3716	GCIBZAJSVKHRML-UHFFFAOYSA-N	None	CCC(C)(C)N\C(=N/C#N)\Nc1ccc(OC)cc1
3717	XNGIFLGASWRNHJ-UHFFFAOYSA-N	100-21-0	C1=CC=C(C(=C1)C(=O)O)C(=O)O
3718	BHFJBHMTEDLICO-UHFFFAOYSA-N	307-35-7	C(C(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
3719	ZARZXRPNKWQSQB-UHFFFAOYSA-N	None	O=C1N(CCCCC[Se]C#N)C(=O)c2cccc3cccc1c23
3720	YYLQUHNPNCGKJQ-UHFFFAOYSA-N	75-75-2	C(C(C(=O)O)O)(C(=O)O)N
3721	NEKSSSDVZISHLK-VIFPVBQESA-N	None	CC(C)(C)N1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CC[C@H](N)C3
3722	RSBIKRQPSYDRFZ-UHFFFAOYSA-N	29457-72-5	CCCC(=O)C1=C(C=C(C=C1)NC(=O)C)O
3723	FVSKHRXBFJPNKK-UHFFFAOYSA-N	107-12-0	CCC#N
3724	OVGABYAKJODJRE-ATZSUDHOSA-N	None	Cl.CCOC(=O)[C@]1(CC1CN(C)CCc2ccccc2)c3ccccc3
3725	VBZYZPGFGASZPJ-UHFFFAOYSA-N	None	CC1(C)OCC(COC2N=C(c3ccccc3Cl)c4cc(Cl)ccc4NC2=O)O1
3726	NEEKVKZFYBQFGT-BTJKTKAUSA-N	None	Nc1c2C(O)CCCc2nc3ccccc13.OC(=O)\C=C/C(=O)O
3727	ZELZEKFVEBPALI-UHFFFAOYSA-N	None	Br.CCC1N(C)C2CCCC1(C2)c3cccc(O)c3
3728	IFVCRSPJFHGFCG-HXPAKLQESA-N	89-65-6	C(C(C1C(=O)[C-](C(=O)O1)O)O)O.[Na+]
3729	VLQLJPWPRYUYMK-UHFFFAOYSA-N	None	OC(=O)Cc1cccc(c1)c2ccccc2
3730	XFNJYAKDBJUJAJ-UHFFFAOYSA-N	78-75-1	CC(CBr)Br
3731	YJCUMRGFIIKHFP-UHFFFAOYSA-N	None	CC(\N=C(\NC#N)/Nc1cccnc1)C(C)(C)C
3732	UKBIDTBHEPSOAA-FLXMEGCUSA-N	None	NC1=C(C#N)C(C(=C(N1)S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)C#N)c3ccc4ccccc4c3
3733	SRWMQRSLTLJWRD-UHFFFAOYSA-N	None	NCCCCC(N)CSP(=O)(O)O
3734	DAWSWJGLABQKLB-UHFFFAOYSA-N	None	[Cl-].CC(OCn1cc[n+](C)c1C(=O)N)C(C)(C)[N+](=O)[O-]
3735	OMQSXALADNXQEQ-IHZJPSARSA-N	None	CN1[C@H]2CN3C4=C(C(=O)C(=C(C)C4=O)N)C(=C)[C@@]3(O)[C@@H]12
3736	OORLZFUTLGXMEF-UHFFFAOYSA-N	122836-35-5	CC1=NN(C(=O)N1C(F)F)C2=CC(=C(C=C2Cl)Cl)NS(=O)(=O)C
3737	VMVCNVYHEJWIOL-UHFFFAOYSA-N	None	CN(C)c1nc(Cl)cc(n1)N(C)c2cccc(C)c2C
3738	PDQCWPWUKTZLRD-UHFFFAOYSA-N	None	CC1=C([Se]N=N1)C(=O)N2CCCC2
3739	SVINQHQHARVZFF-UHFFFAOYSA-N	None	COCc1c(O)c(C)ncc1CO
3740	YEQDDLZHZCNPFQ-UHFFFAOYSA-N	None	OC1(Cc2ccccc2C3=NCCN13)c4ccccc4
3741	NSYPKASBYLRUNW-LOACHALJSA-N	None	O[C@]1(CCN2CCCCC2C1)c3cccc(Cl)c3
3742	GQYOGHMCHYEXBE-UHFFFAOYSA-N	None	BrC1=CN2CCCC(=S)N=C2S1
3743	QQZWEECEMNQSTG-UHFFFAOYSA-N	109-95-5	CCON=O
3744	IIJFNNGSTSGDHS-UHFFFAOYSA-N	None	Brc1cncnc1C2=CC=C(SC2)C3=CC=CCS3
3745	BTANRVKWQNVYAZ-UHFFFAOYSA-N	78-92-2	CCC(C)O
3746	XRIHXUYKZGXHML-UHFFFAOYSA-N	None	CCNCC(=O)Nc1cccc2C(CN(C)Cc12)c3ccc(Cl)cc3
3747	NBBJYMSMWIIQGU-UHFFFAOYSA-N	123-38-6	CCC=O
3748	RONGYLUPYLBTRT-UHFFFAOYSA-N	None	Cl.NC(=N)c1ccc2nc(sc2c1)c3ccc(N)cc3
3749	XKNKHVGWJDPIRJ-UHFFFAOYSA-N	98-50-0	C1=CC(=CC=C1N)[As](=O)(O)O
3750	FWZPPCLZNAELDU-UHFFFAOYSA-N	None	Cl.COc1ccc(Cl)c2C=C(CN3CCC(C)CC3)CCc12
3751	GLRABDXTKZYASM-UHFFFAOYSA-N	None	CNc1nn2c(nnc2c3ccccc13)c4ccccc4
3752	MKIJJIMOAABWGF-UHFFFAOYSA-N	2365-48-2	COC(=O)CS
3753	VBLIIDRTXNNNRX-UHFFFAOYSA-N	None	CC(\N=C(/NC#N)\Nc1ccncc1)c2ccccc2
3754	OSRAHJIABNAELS-UHFFFAOYSA-N	None	COc1ccc(CC(=O)N2CCc3c4CCCc4c(OC)c(OC)c3C2)cc1OC
3755	JLFZUOPUYUYBQG-HOLUKZPASA-M	None	[Na+].CCCC(=O)Nc1ncnc2c1nc(SC)n2[C@@H]3O[C@@H]4COP(=O)([O-])O[C@H]4[C@H]3O
3756	RDFRYOMUNDFBHZ-UHFFFAOYSA-N	None	CCCCS(=O)(=O)c1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl
3757	DOEHJNBEOVLHGL-UHFFFAOYSA-N	141-57-1	CCC[Si](Cl)(Cl)Cl
3758	RKUNBYITZUJHSG-UHFFFAOYSA-N	51-55-8	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
3759	YFXPPSKYMBTNAV-UHFFFAOYSA-N	None	CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c2ccccc2
3760	XXBHXAMUPKFGNW-UHFFFAOYSA-N	None	Cl.Cl.CN(C)CCCCCN(C)C1=Nc2ccccc2C(CC(=O)NCc3ccccc3)N1c4ccc(cc4)c5ccccc5
3761	NPPQSCRMBWNHMW-UHFFFAOYSA-N	57-53-4	CCCC(C)(COC(=O)N)COC(=O)N
3762	FLMBDTNCANYTCP-UHFFFAOYSA-N	None	FC1=CN(C2CCCO2)C(=O)N(C3CCCO3)C1=O
3763	VYONOYYDEFODAJ-UHFFFAOYSA-N	1072-52-2	C1CN1CCO
3764	AWTNUOGUNYFLQS-UHFFFAOYSA-N	None	CN(C)CC(CSC(=O)c1ccccc1)CSC(=O)c2ccccc2
3765	OOWCXPUKERVNOX-LICYYNRDSA-N	None	CCNC(=O)[C@H]1O[C@H]([C@@H](OC(=O)C)C1OC(=O)C)n2cnc3c(N)ncnc23
3766	UOUTZBHEYACYMU-UHFFFAOYSA-N	None	CN(C)C1CN(C1)C2c3ccccc3CSc4ccc(Cl)cc24
3767	XQZYPMVTSDWCCE-UHFFFAOYSA-N	91-15-6	C1=CC=C(C(=C1)C#N)C#N
3768	YIIMEMSDCNDGTB-UHFFFAOYSA-N	79-44-7	CN(C)C(=O)Cl
3769	VDXRGSIYNPUVQC-UHFFFAOYSA-N	None	CN1CCN(CC1)C2=Nc3ccc(cc3Nc4cscc24)C(F)(F)F
3770	WMFOQBRAJBCJND-UHFFFAOYSA-M	106-47-8	[Li+].[OH-]
3771	BFYOQCIUAUMPRK-UHFFFAOYSA-N	None	CS(=O)(=O)Nc1ccc(cc1)C(=O)Cn2ccnc2
3772	ZWZVWGITAAIFPS-UHFFFAOYSA-N	463-71-8	C(=S)(Cl)Cl
3773	QBQZQZQYWGDFCT-UHFFFAOYSA-N	None	C[N+]1(CC(=O)c2ccc(cc2)c3ccc(cc3)C(=O)C[N+]4(C)CCCC4)CCCC1
3774	JISACBWYRJHSMG-UHFFFAOYSA-N	52-85-7	CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC
3775	IMYOBUVORNNKPK-UHFFFAOYSA-N	None	CN(C)CCN1c2ccccc2N(C)S(=O)(=O)c3ccccc13
3776	PQLAYKMGZDUDLQ-UHFFFAOYSA-K	7727-15-3	[Al](Br)(Br)Br
3777	FELGMEQIXOGIFQ-UHFFFAOYSA-N	None	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C
3778	JZBHNVTUGADPLP-UHFFFAOYSA-N	None	CC(C)(Oc1ccc(Cl)cc1)C(=O)NCCCNC(=O)C2=CC(C)(C)NC2(C)C
3779	SFKKLZCLZQAPMT-ZHACJKMWSA-N	None	Fc1ccc(cc1)C(=O)\C=C\C(=O)Nc2ccccc2
3780	SOKIIZHWNKYYMV-UHFFFAOYSA-N	None	Cl.CC(N)Cc1cc(Cl)cs1
3781	RTHRFGXUVDBBLZ-UHFFFAOYSA-N	None	OC(CN(CC(=O)O)Cc1ccccc1O)CN(CC(=O)O)Cc2ccccc2O
3782	XEGGRYVFLWGFHI-UHFFFAOYSA-N	22781-23-3	CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C
3783	DIOQZVSQGTUSAI-UHFFFAOYSA-N	124-18-5	CCCCCCCCCC
3784	NBIIXXVUZAFLBC-UHFFFAOYSA-N	7664-38-2	OP(=O)(O)O
3785	PSOVNZZNOMJUBI-UHFFFAOYSA-N	500008-45-7	CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br
3786	BUJAGSGYPOAWEI-UHFFFAOYSA-N	None	CC(N)C(=O)Nc1c(C)cccc1C
3787	KWLVWJPJKJMCSH-UHFFFAOYSA-N	374726-62-2	COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C
3788	YTAQQBAFBYQUTQ-YSMPRRRNSA-N	None	COc1ccc(cc1)\N=C/c2cn(nc2c3ccc(OC)cc3)c4ccc(Cl)cc4
3789	JGHPPNAYVJKCEL-CAOOACKPSA-N	None	OC1N(\N=C\c2oc(cc2)c3ccc(cc3)C#N)C(=O)NC1=O
3790	DYMJOVQPPULWRB-UHFFFAOYSA-N	None	CCCCC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl
3791	UPUGLJYNCXXUQV-UHFFFAOYSA-N	2497-07-6	CCOP(=S)(OCC)SCCS(=O)CC
3792	UFWIBTONFRDIAS-UHFFFAOYSA-N	91-17-8	C1=CC=C2C=CC=CC2=C1
3793	KNXBXDJMHVAISU-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3ccccn3)c(n1)c4ccc(F)cc4
3794	GGDRLTWGOIYOFH-UHFFFAOYSA-N	None	[Cl-].Cn1cc[n+](COCCCC#C)c1\C=N\O
3795	JTIJQNDYINLHFJ-UHFFFAOYSA-N	None	CC(CCCc1ccc(F)cc1)c2cc(O)c3C4=C(CCC4)C(C)(C)Oc3c2
3796	HCTGOBXZVYMBIZ-MMUDFUOISA-N	None	CC(C)Cc1nn(cc1\C=N/N2C(C)C(=O)NN=C2S[C@H]3O[C@@H](COC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]3OC(=O)C)c4ccccc4
3797	GNKFMHRUAOXFTL-UHFFFAOYSA-N	None	COc1ccc2nccc(N\C(=N\C(C)(C)C)\Nc3nccs3)c2c1
3798	LLEMSCWAKNQHHA-SQJQOUDQSA-N	None	CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](C[C@](OC(=O)C)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccc(OC)cc7)OC
3799	XDFZZQNTAWSQRW-UHFFFAOYSA-N	None	OC1CCCc2nc3cc(ccc3c(NCc4ccccc4)c12)C(F)(F)F
3800	PNTJUXFZMHTXRO-UHFFFAOYSA-N	None	Cc1ccccc1N2C(=Nc3ccccc3C2=O)CF
3801	XNCDYJFPRPDERF-SLHAJLBXSA-N	None	Cl.CCN(CC)C(=O)[C@@]1(C[C@H]1CN)c2ccccc2
3802	GDBUPLHCTFWLIK-UHFFFAOYSA-N	None	NC1=Nc2c(ncn2COC3COP(=O)(CSCCO)OC3)C(=O)N1
3803	NZYOAGBNMCVQIV-UHFFFAOYSA-N	127-65-1	CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.O.[Na+]
3804	OOHIAOSLOGDBCE-UHFFFAOYSA-N	22936-86-3	CC(C)NC1=NC(=NC(=N1)NC2CC2)Cl
3805	NFGXHKASABOEEW-UHFFFAOYSA-N	40596-69-8	CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC
3806	HENOBVZJVROWJY-UHFFFAOYSA-N	None	Cl.Cl.NCCCCNCCSc1ccccc1
3807	IRIAEXORFWYRCZ-UHFFFAOYSA-N	85-68-7	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2
3808	PRKQVKDSMLBJBJ-UHFFFAOYSA-N	506-87-6	C(=O)(O)O.N.N
3809	UYSMIQRFULFQHR-UHFFFAOYSA-N	None	Cl.CNCCCCOc1ccccc1Cc2ccccc2O
3810	IRPHKCJBSAUIII-UHFFFAOYSA-N	None	Cc1ccc(CNc2c3C(O)CCCc3nc4ccccc24)cc1
3811	ZZJYIKPMDIWRSN-TZBSWOFLSA-N	None	CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc5cccc([C@H]2C1)c35
3812	BPZSYCZIITTYBL-UHFFFAOYSA-N	73573-87-2	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
3813	WLJVNTCWHIRURA-UHFFFAOYSA-N	108-93-0	C(CCC(=O)O)CCC(=O)O
3814	ZXTOPWJFZABXSX-RFLWDBSASA-N	None	CO[C@H]1C[C@@]2(O)[C@H]3[C@@H](OC)[C@@H]1C[C@H]3[C@@]45[C@H](CC[C@@]6(COC(=O)c7ccccc7N8C(=O)CC(C)C8=O)C=NC4[C@]2(O)[C@@H](OC)[C@@H]56)OC
3815	KHBADMKWHUXDLN-UHFFFAOYSA-N	None	COc1cc(CC=C)ccc1OC(C)C(=O)NCCNC(=O)C2=CC(C)(C)NC2(C)C
3816	KWRUXMOZYOKKBF-UHFFFAOYSA-N	None	Cc1c(Cl)cccc1N\C(=N/C(C)(C)C)\Nc2nccs2
3817	LALRXNPLTWZJIJ-UHFFFAOYSA-N	97-94-9	B(CC)(CC)CC
3818	JJFGDLLQBALENK-UHFFFAOYSA-N	None	CN(C1CN(C1)C2c3ccccc3CCc4ccccc24)C(=O)N
3819	KNQNDRIJHNYXGG-UHFFFAOYSA-N	None	CC(O)N1CCN(CC1)c2cccc(c2)C(F)(F)F
3820	FXXACINHVKSMDR-UHFFFAOYSA-N	506-96-7	CC(=O)Br
3821	AWJZTPWDQYFQPQ-UHFFFAOYSA-N	80-63-7	COC(=O)C(=C)Cl
3822	HZBQHUZXZWRDEP-UHFFFAOYSA-N	None	CCCN1N=C(N(CC)C1=O)c2ccc(Cl)cc2
3823	CZSDGHVNIUROET-UHFFFAOYSA-N	None	[Cl-].Cn1cc[n+](CCCCC#C)c1\C=N\O
3824	WYGWHRHMHXVKST-GBIKJYCISA-M	None	[Na+].CCCC(=O)Nc1ncnc2c1nc(N)n2[C@@H]3O[C@@H]4COP(=O)([O-])O[C@H]4[C@H]3OC(=O)CCC
3825	HHTWCWCZKQRKRJ-UHFFFAOYSA-N	None	CN(C)CC(=O)N1c2ccccc2N(C)S(=O)(=O)c3ccccc13
3826	MMXGUEISHWEPDM-MLCXYKCRSA-L	1103-38-4	C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC=CC=C43.C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC=CC=C43.[Ba+2]
3827	ILERPRJWJPJZDN-UHFFFAOYSA-N	93-75-4	C1=CC=C2C(=C1)N=C3C(=N2)SC(=S)S3
3828	KIEOKOFEPABQKJ-UHFFFAOYSA-N	10588-01-9	[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+]
3829	SFELEHLMJDPBIO-UHFFFAOYSA-N	None	Cc1c2C(=O)NN(CCN3CCN(CC3)c4ccccc4F)C(=O)c2c(C)n1c5ccccc5
3830	FKRVKZRCTXANDS-LBXNUOQPSA-N	None	CC(C)NC(=O)[C@H]1OC([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23
3831	VZVZUNCYCIVOQN-UHFFFAOYSA-N	None	CCOC(=O)CCC(=O)N1CCSC1COc2ccccc2OC
3832	SYCHGUBTKLLGNT-UHFFFAOYSA-N	None	Cl.Cl.CC(=O)Nc1ccc(NC(=O)CCN2CCN(CC2)c3ccccn3)cc1
3833	SLWSTEIASSHQNX-UHFFFAOYSA-N	None	Br.CCC(=O)Oc1cccc(c1)C23CCCC(C2)N(C)C3C
3834	SEBFKMXJBCUCAI-VGHNRKBZSA-N	84604-20-6	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
3835	MNOILHPDHOHILI-UHFFFAOYSA-N	2782-91-4	CN(C)C(=S)N(C)C
3836	MXFQRSUWYYSPOC-UHFFFAOYSA-N	2223-82-7	CC(C)(COC(=O)C=C)COC(=O)C=C
3837	DMYHGDXADUDKCQ-UHFFFAOYSA-N	120928-09-8	CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32
3838	VZRUGPJUVWRHKM-UHFFFAOYSA-N	4835-11-4	CCCCNCCCCCCNCCCC
3839	SWGUPFWFYUMIGH-ZDUSSCGKSA-N	None	CN1CCCC[C@H]1C2=CN(CCC2)C(=O)C
3840	HKIOYBQGHSTUDB-UHFFFAOYSA-N	133-07-3	C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl
3841	QVDSEJDULKLHCG-UHFFFAOYSA-N	520-52-5	CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
3842	LVBVOBFVWHLTBG-LOACHALJSA-N	None	O[C@]1(CCN2CCCCC2C1)c3ccc(Cl)cc3
3843	NVJDXRIKVCJSIE-UHFFFAOYSA-N	None	Brc1ccccc1c2nnc3c4ccccc4c(nn23)N5CCCC5
3844	KAGGEKQCFLLOOX-UHFFFAOYSA-N	None	COc1ccc2nc(OC(C)C)cc(NC3(CCCN)CC3)c2n1
3845	MEAHDXWXNNDSAK-UHFFFAOYSA-N	None	Cl.CNCCCCOc1ccccc1Cc2ccccc2
3846	RDCPUFAKGRRBMA-PZFASQSNSA-N	None	CCCCCCN(CCCCCC)C(=O)[C@]1(CC1CN)c2ccccc2.OC(=O)C(=O)O
3847	GXDALQBWZGODGZ-UHFFFAOYSA-N	68844-77-9	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
3848	VMVZSXFXGNJMPW-UHFFFAOYSA-M	None	[Na+].[O-]C(=O)C1(CCCCCc2ccc(Cl)cc2)CO1
3849	UJWIBWHLVITCSR-UHFFFAOYSA-N	None	CSc1nnc(c2ccccc2F)n1C
3850	ZMRUPTIKESYGQW-UHFFFAOYSA-N	None	Cl.CC(C)NCC(O)COc1cccc2ccccc12
3851	NAHRHHCRHQYYSV-JPIRQXTESA-N	None	CC(=O)OC[C@H]1O[C@@H](OC(=O)C)[C@H](NC(=O)CF)[C@@H](OC(=O)C)[C@@H]1OC(=O)C
3852	FRQAGJSNWYVMNG-UHFFFAOYSA-N	None	CC(=O)OCC1OC(OC(=O)C)C(NC(=O)CCl)C(OC(=O)C)C1OC(=O)C
3853	WXEQLPLNEBFMSK-UHFFFAOYSA-N	None	CC(C)c1ccc(cc1)C2CN(C)Cc3c(N)cccc23
3854	PTONCNPTKJRKCL-UHFFFAOYSA-N	None	CN1CCCCC1COC(=O)C(C)(c2ccccc2)c3ccccc3
3855	VYFYYTLLBUKUHU-UHFFFAOYSA-N	51-61-6	C1=CC(=C(C=C1CCN)O)O
3856	APOMRWXYQSHYMK-UHFFFAOYSA-N	None	OC1CCCc2nc3ccccc3c(NCc4ccc(F)cc4)c12
3857	SBASXUCJHJRPEV-UHFFFAOYSA-N	111-77-3	COCCOCCO
3858	AAWRCBWYNSEVTD-HONQWNAWSA-N	None	[O-][N+](=O)\N=C/1\N(CCCOCCCN2CCN(Cc3ccc(Cl)nc3)/C/2=N\[N+](=O)[O-])CCN1Cc4ccc(Cl)nc4
3859	HCAWPGARWVBULJ-IAGOWNOFSA-N	None	CCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C
3860	APVSTFZRQYVDGA-IPMKNSEASA-N	None	Cc1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24
3861	HIYCGGNODCMEFG-UHFFFAOYSA-N	None	CN(C)c1nn2c(nnc2c3ccccc13)c4ccccc4
3862	CVXLPHKTOLDTBE-UHFFFAOYSA-N	None	CN1CCN(CC1)C2=Nc3cc(F)ccc3Nc4cc(C)sc24
3863	NYPJDWWKZLNGGM-UHFFFAOYSA-N	51630-58-1	CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
3864	RYHBNJHYFVUHQT-UHFFFAOYSA-N	123-91-1	C1COCCO1
3865	OPDFYFLDZCPPPI-UHFFFAOYSA-N	None	C1CCN(CC1)p2(np(np(n2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CCCCC7
3866	OIPMQULDKWSNGX-UHFFFAOYSA-N	39148-24-8	CCOP(=O)=O.CCOP(=O)=O.CCOP(=O)=O.[Al+3]
3867	BBHFTTZRKSLCSI-UHFFFAOYSA-N	None	[Cl-].CC(OCn1cc[n+](C)c1\C=N\O)C(C)S(=O)(=O)C
3868	CFIBZPVIAPDQQZ-UHFFFAOYSA-N	None	[Cl-].C[n+]1ccn(CCCNS(=O)(=O)C(F)(F)F)c1\C=N\O
3869	FIHBHSQYSYVZQE-UHFFFAOYSA-N	13048-33-4	C=CC(=O)OCCCCCCOC(=O)C=C
3870	XZQBKIYIWLHZIO-WMLDXEAASA-N	None	CCN(CC)C(=O)[C@]1(C[C@H]1CNC(=O)CN)c2ccccc2
3871	APKFDSVGJQXUKY-INPOYWNPSA-N	None	C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)O
3872	SUBWDUGBQLRTAT-UHFFFAOYSA-N	None	Cl.CCCCN1CC2CC(C1)CN(Cc3ccccc3)C2
3873	RPGWZZNNEUHDAQ-UHFFFAOYSA-N	638-21-1	C1=CC=C(C=C1)P
3874	YCIMNLLNPGFGHC-UHFFFAOYSA-N	120-80-9	C1=CC=C(C(=C1)O)O
3875	IMHBYKMAHXWHRP-UHFFFAOYSA-N	101-05-3	C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl
3876	FUQHSNMJHLBXKF-VOTSOKGWSA-N	None	CN(C)C(=O)\C=C\c1cccc(c1)C(F)(F)F
3877	PDVUVVRSLAJFCO-UHFFFAOYSA-N	None	COc1ccc(cc1)c2cc3nc(N(C)CC(C)O)c4ccccc4c3nn2
3878	SPANOECCGNXGNR-UHFFFAOYSA-N	2303-16-4	CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
3879	NPIJXCQZLFKBMV-YTGGZNJNSA-L	15500-66-0	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
3880	LYDCZKDPCCSYDX-UHFFFAOYSA-N	None	CCOC(=O)C1=C(C)N2CCN=C2S1
3881	BHRZNVHARXXAHW-UHFFFAOYSA-N	13952-84-6	CCC(C)N
3882	CJQCJCJZHMQPPV-ZZEZOPTASA-N	None	COC(=O)c1cc(C)n(n1)\C(=N/C2CCCCC2)\c3ccccc3
3883	ZVFDTKUVRCTHQE-UHFFFAOYSA-N	26761-40-0	CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C
3884	IUNMPGNGSSIWFP-UHFFFAOYSA-N	109-55-7	CN(C)CCCN
3885	SYFWSHDZJQVDBS-UYBBCXEVSA-N	None	Br.C[C@H]1C2Cc3ccc(O)cc3C1(C)CCN2CCC#N
3886	NUKYPUAOHBNCPY-UHFFFAOYSA-N	504-24-5	C1=CN=CC=C1N
3887	AQAZETUOZLTEMY-UHFFFAOYSA-N	None	CCN1C(=O)N(C)N=C1c2ccccc2
3888	YODDZOLWISPQBI-UEOVJWFCSA-N	None	CN(C)P1(N=[P@](N=P(N=[P@@](N=1)(N(C)C)N2CC2)(N(C)C)N(C)C)(N(C)C)N3CC3)N(C)C
3889	SEOINVSZSYAZJX-UHFFFAOYSA-N	None	CC1(C)CC(=O)C2=C(C1)NC3=C(C2c4ccc(cc4)[N+](=O)[O-])C(=O)NC(=N3)NN
3890	NZPWAZZKZMQLTL-UHFFFAOYSA-N	None	Cn1c(C=C)cnc1[N+](=O)[O-]
3891	UULGPEDLOYAJLP-UHFFFAOYSA-M	None	[I-].C[N+](C)(C)c1cccc(OP2(=O)OCCCO2)c1
3892	BQNPHGJXMWFRFI-JJKYIXSRSA-N	None	CCN1C\C(=C/c2ccc(C)cc2)\C3=C(C1)C(N4C(=N3)N(N=C4C(=O)Nc5ccccc5)c6ccccc6)c7ccc(C)cc7
3893	JIQFQYPZHNSZDA-INIZCTEOSA-N	None	O=C(OCC#N)[C@H](Cc1ccccc1)NC(=O)c2ccccc2
3894	VDSFTORZALGAEI-UHFFFAOYSA-N	None	COc1ccc(cc1)c2cccc(CC(=O)O)c2
3895	UXUTWFLSENWVIM-FRKPEAEDSA-N	None	Nc1ccc(cc1)c2oc(\C=N\N3CC(=O)NC3=O)cc2
3896	RNGXTJHKUGACSB-NTISSMGPSA-N	None	NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)Nc2ccc(cc2)N(CCCl)CCCl.OC(=O)C(F)(F)F
3897	GGSDNRALQITVTL-OQKWZONESA-N	None	CCN(CC)CCOc1ccc(O\C(=C\c2ccccc2)\C(=O)C)cc1
3898	KQHXBDOEECKORE-UHFFFAOYSA-L	13510-49-1	[Be+2].[O-]S(=O)(=O)[O-]
