InChIKey	CanonicalSMILES	Organism	Relation	LD50(mg/kg)	Confidence_Score(highest=9)
USRBWQQLHKQWAV-ZGKQVQOISA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](OC(=O)\C(=C\C)\C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	4.85	1
USRBWQQLHKQWAV-ZGKQVQOISA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](OC(=O)\C(=C\C)\C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	2.26	1
USRBWQQLHKQWAV-ZGKQVQOISA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](OC(=O)\C(=C\C)\C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	1.56	1
USRBWQQLHKQWAV-ZGKQVQOISA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](OC(=O)\C(=C\C)\C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	1.06	1
MWDICIARBRXRQD-UQYKBNKQSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](OC(=O)C)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	10.27	1
MWDICIARBRXRQD-UQYKBNKQSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](OC(=O)C)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	7.89	1
MWDICIARBRXRQD-UQYKBNKQSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](OC(=O)C)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	5.39	1
MWDICIARBRXRQD-UQYKBNKQSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](OC(=O)C)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	1.92	1
FNNQCONAJPWRKB-WJBGISAESA-N	COC(=O)[C@H]1OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	8.46	1
FNNQCONAJPWRKB-WJBGISAESA-N	COC(=O)[C@H]1OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	4.84	1
FNNQCONAJPWRKB-WJBGISAESA-N	COC(=O)[C@H]1OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	4.23	1
FNNQCONAJPWRKB-WJBGISAESA-N	COC(=O)[C@H]1OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	1.3	1
DCTMXCOHGKSXIZ-MRVPVSSYSA-N	CCCCC[C@@H](O)CCO	Rattus norvegicus	=	20000.0	1
ILMJTWSQVCYIKY-YAYGENDCSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](O)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	5.75	1
ILMJTWSQVCYIKY-YAYGENDCSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](O)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	4.2	1
ILMJTWSQVCYIKY-YAYGENDCSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](O)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	1.38	1
ILMJTWSQVCYIKY-YAYGENDCSA-N	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](O)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O	Plutella xylostella	=	0.75	1
KPVJTWLSYIGGCU-KZBRQISASA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	4.88	1
KPVJTWLSYIGGCU-KZBRQISASA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	3.28	1
KPVJTWLSYIGGCU-KZBRQISASA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	2.35	1
KPVJTWLSYIGGCU-KZBRQISASA-N	COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC	Plutella xylostella	=	1.78	1
FTNJWQUOZFUQQJ-GEPYADMXSA-N	COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@@H]7C[C@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	7.04	1
FTNJWQUOZFUQQJ-GEPYADMXSA-N	COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@@H]7C[C@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	4.12	1
FTNJWQUOZFUQQJ-GEPYADMXSA-N	COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@@H]7C[C@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	1.28	1
FTNJWQUOZFUQQJ-GEPYADMXSA-N	COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@@H]7C[C@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Plutella xylostella	=	0.87	1
ZITBJWXLODLDRH-JLTOFOAXSA-N	COc1cc(C[C@@H]2COC(=O)[C@@]2(O)Cc3ccc(O)c(OC)c3)ccc1O	Mus musculus	=	65.0	1
BHLYRWXGMIUIHG-UHFFFAOYSA-N	COc1ccc(CC2N(C)CCc3cc(OC)c(O)cc23)cc1O	Mus musculus	=	56.0	1
NXCYBYJXCJWMRY-VGBBEZPXSA-N	CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4C[C@H](O)C(C)(C)[C@@]4(O)[C@H](O)C[C@@]13C[C@@]2(C)O	Mus musculus	=	1.3	1
NMPAXZOTIQZCEM-UHFFFAOYSA-N	NC(=N)NCCCC1NCCc2c1[nH]c3ccccc23	Mus musculus	=	16.9	1
HEMJJKBWTPKOJG-UHFFFAOYSA-N	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Mus musculus	=	3162.0	1
DABURTRNCGLEMD-UHFFFAOYSA-N	Nc1nc(N)c2c(ccc3c2ccn3Cc4ccccc4C(F)(F)F)n1	Rattus norvegicus	=	285.14934	1
BAIXRFWEUSUKEK-UHFFFAOYSA-N	CCOC(=O)Nc1nc(NC(=O)OCC)c2c(ccc3c2ccn3Cc4ccccc4C(F)(F)F)n1	Rattus norvegicus	=	788.79658	1
VWCGEOSDLJAFAX-UHFFFAOYSA-N	CC1(C)NC(C)(C)C(=C1)c2nc3c(cccc3[nH]2)C(=O)N	Mus musculus	=	620.0	1
ZKFWXZUJCFLPSP-UHFFFAOYSA-N	CC1(C)CC(=CC(C)(C)N1)c2nc3c(cccc3[nH]2)C(=O)N	Mus musculus	=	740.0	1
CGIGDMFJXJATDK-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	Mus musculus	=	33.0	1
AKKVJJLAVGDUAC-UHFFFAOYSA-N	CC(=C[Se]c1ccccc1C(=O)O)C	Mus musculus	>	600.0	1
QUVWATNMIUGFGE-UHFFFAOYSA-N	CNC(=O)c1ccc([Se]Cc2ccccc2)cc1	Mus musculus	>	600.0	1
FTKKILHAJJNCNI-UHFFFAOYSA-N	CNC(=O)c1ccc([Se]CC#C)cc1	Mus musculus	>	600.0	1
IPUZJFCXIYLHRB-UHFFFAOYSA-N	CNC(=O)c1ccc([Se]C=C(C)C)cc1	Mus musculus	=	600.0	1
OMQMQUMURLRAEM-UHFFFAOYSA-N	OC(=O)C[Se]c1ccccc1C(=O)O	Mus musculus	>	600.0	1
ZMYHPGRTYCBDOY-UHFFFAOYSA-N	OC(=O)c1ccccc1[Se]CC#C	Mus musculus	=	600.0	1
IUNGBSYMDFEAMS-KPRONASWSA-N	COC(=O)C1=C(C)OC(=C(C[C@H]2C(=C)CC[C@@H]3[C@@](C)(CCC(C)(C)O)[C@@H](O)CC[C@@]23C)C1=O)OC	Rattus norvegicus	=	16.0	1
KNMQFBWXSICVQC-UHFFFAOYSA-N	Nc1ccc(c2ccc(N)c3C(=O)c4ccccc4C(=O)c23)c5C(=O)c6ccccc6C(=O)c15	Rattus norvegicus	>	5000.0	1
ROVGZAWFACYCSP-MQBLHHJJSA-N	CC(=C[C@@H]1[C@@H](C(=O)OC2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C)C	Rattus norvegicus	=	500.0	1
FTNJWQUOZFUQQJ-GEPYADMXSA-N	COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@@H]7C[C@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C	Rattus norvegicus	>	3540.0	1
RMHQTPOXRMKHKU-UHFFFAOYSA-N	CCN1CCCC(C1)OC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	369.0	1
PTONCNPTKJRKCL-UHFFFAOYSA-N	CN1CCCCC1COC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	264.0	1
PSENLAALRJIGEA-UHFFFAOYSA-N	CN1CCC(C1)OC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	134.8	1
BCPOLIJZVXVLJH-UHFFFAOYSA-N	CC(C(=O)OCCN1CCCC1)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	253.9	1
WOPPGGGGQFNBFL-UHFFFAOYSA-N	CC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4	Rattus norvegicus	=	175.8	1
CSVCLUXIZUMABR-SIGULFFNSA-N	CN1[C@H]2CCC1C[C@@H](C2)OC(=O)C(C)(c3ccccc3)c4ccccc4	Rattus norvegicus	=	74.2	1
ROPNSRJSKHNKQZ-UHFFFAOYSA-N	CC(C(=O)OCCN1CCCCC1)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	272.9	1
HWEZEZWOUZGQNP-UHFFFAOYSA-N	CN1CCCC(COC(=O)C(C)(c2ccccc2)c3ccccc3)C1	Rattus norvegicus	=	109.3	1
FBHBHAUZAZRRFS-UDJZJCJKSA-N	CN1CCC2C[C@@H](CC1C2)OC(=O)C(C)(c3ccccc3)c4ccccc4	Rattus norvegicus	=	208.6	1
QJNQIEXTHCSKSI-UHFFFAOYSA-N	CN1CCCC1CCOC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	123.9	1
XZXWTODDRGLJAF-UHFFFAOYSA-N	CN1CCC(CC1)OC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	147.3	1
LVTSCOWVHVXZNL-UHFFFAOYSA-N	CCN1CCC(CC1)OC(=O)C(C)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	45.6	1
WOMCGBFNBSIIEA-FBPXKMNZSA-N	CN1CC2C[C@H](CC1C2)OC(=O)C(C)(c3ccccc3)c4ccccc4	Rattus norvegicus	=	180.2	1
FNPJDDUCSPBHON-UHFFFAOYSA-N	CN1CCC(COC(=O)C(C)(c2ccccc2)c3ccccc3)CC1	Rattus norvegicus	=	287.6	1
NBWAPMDXYZPEQG-UHFFFAOYSA-N	CCN1CCC(COC(=O)C(C)(c2ccccc2)c3ccccc3)CC1	Rattus norvegicus	=	246.0	1
RKUNBYITZUJHSG-SPUOUPEWSA-N	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	Rattus norvegicus	=	602.7	1
RKUNBYITZUJHSG-SPUOUPEWSA-N	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	Rattus norvegicus	=	2100.0	1
RKUNBYITZUJHSG-SPUOUPEWSA-N	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	Mus musculus	=	500.0	1
UCRHFBCYFMIWHC-UHFFFAOYSA-N	Clc1ccc2c(ccnc2c1)N3CCN(CCCN4CCN(CC4)c5ccnc6cc(Cl)ccc56)CC3	Mus musculus	=	1098.0	1
NLUTVFJROHNTFD-IGYXTJGFSA-N	C[C@@H]1CC[C@]23CCC(=C(C)[C@@H]2\C=C(/C)\[C@@H](O)C[C@H]4O[C@]5(CC[C@@]6(O[C@@H](CC[C@@]6(C)O)CC(=C)CCCC3=NC1)O5)C[C@H]4C)[C@H]7OC(=O)C(=C7)C	Mus musculus	=	0.0069	1
XKJFONUIPWDRRH-SMDJLOIESA-N	C[C@H]1CN=C2CCCC(=C)[C@@H]3CC[C@@](C)(O)[C@@]4(COC[C@]5(CC[C@@H](CC\C(=C\[C@H]6C(=C(CC[C@]26C[C@@H]1C)[C@H]7OC(=O)C(=C7)C)C)\C)O5)[C@H]4O)O3	Mus musculus	=	0.0069	1
TWYUDVVIPSUDIG-ATTOJWKXSA-N	C[C@H]1CN=C2CCCC(=C)C[C@@H]3CC[C@@](C)(O)[C@]4(CC[C@@]5(CC[C@@H](C[C@H](O)\C(=C\[C@H]6C(=C(CC[C@]26C[C@@H]1C)[C@H]7OC(=O)C(=C7)C)C)\C)O5)O4)O3	Mus musculus	=	0.0069	1
BDNZANPABAQRBQ-JVWYYLOCSA-N	C[C@H]1CN=C2CCCC(=C)C[C@@H]3CC[C@@](C)(O)[C@]4(CC[C@@]5(C[C@@H](C)[C@@H](C[C@H](O)\C(=C\[C@H]6C(=C(CC[C@]26C[C@@H]1C)[C@H]7OC(=O)C(=C7)C)C)\C)O5)O4)O3	Mus musculus	=	0.0069	1
OAUJUGKOYSWZJH-IVKGJTRVSA-N	C[C@@H]1CC[C@]23CCC(=C(C)[C@@H]2\C=C(/C)\[C@@H](O)C[C@H]4O[C@]5(CC[C@@]6(O[C@@H](CC[C@@]6(C)O)CC(=C)CCCC3=NC1)O5)C[C@H]4C)[C@@H]7CC(C)C(=O)O7	Mus musculus	=	0.0069	1
SGSGCQGCVKWRNM-UHFFFAOYSA-N	CC(=O)c1cc2ccccc2s1	Mus musculus	=	1580.0	1
SGSGCQGCVKWRNM-UHFFFAOYSA-N	CC(=O)c1cc2ccccc2s1	Mus musculus	=	5000.0	1
WQXIMVYXEFLLAN-UHFFFAOYSA-N	CC(=O)c1c(O)ccc2C(=CC(=O)Oc12)c3ccccc3	Mus musculus	=	290.0	1
STJDWFZOLPWMOG-BUVRLJJBSA-N	C\C(=N/Nc1ccccc1)\c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4	Mus musculus	=	290.0	1
GCLCLKDSVFVUAN-ZMOGYAJESA-N	C\C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])\c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4	Mus musculus	=	370.0	1
ANOURWRKOKRTTH-AFUMVMLFSA-N	C\C(=N/c1ccccc1N)\c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4	Mus musculus	=	370.0	1
JRFDBCMUUFVZKZ-UKTHLTGXSA-N	COc1ccc(\C=C\C(=O)c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4)cc1	Mus musculus	=	290.0	1
VHILSMMPWTVFCX-XYOKQWHBSA-N	Oc1ccc2C(=CC(=O)Oc2c1C(=O)\C=C\c3ccc(Cl)cc3)c4ccccc4	Mus musculus	=	330.0	1
LDLXLBRNTBXENQ-GXDHUFHOSA-N	CN(C)c1ccc(\C=C\C(=O)c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4)cc1	Mus musculus	=	390.0	1
LOSARFXGWIRVNJ-UHFFFAOYSA-N	COc1ccc(cc1)C2CC(=NN2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	330.0	1
BDWUSBKVJNXKAQ-UHFFFAOYSA-N	COc1ccc(cc1)C2CC(=NN2c3ccccc3)c4c(O)ccc5C(=CC(=O)Oc45)c6ccccc6	Mus musculus	=	370.0	1
BYCNVOANKIGWHC-UHFFFAOYSA-N	COc1ccc(cc1)C2CC(=NN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-])c4c(O)ccc5C(=CC(=O)Oc45)c6ccccc6	Mus musculus	=	370.0	1
NPBMEPVGGANRNN-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=NNC(C3)c4ccc(Cl)cc4)c5ccccc5	Mus musculus	=	310.0	1
YQQVSSKWZKOZDA-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=NN(C(C3)c4ccc(Cl)cc4)c5ccccc5)c6ccccc6	Mus musculus	=	330.0	1
GKUBCSSBXVNBIN-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=NN(C(C3)c4ccc(Cl)cc4)c5ccc(cc5[N+](=O)[O-])[N+](=O)[O-])c6ccccc6	Mus musculus	=	390.0	1
SIKZEWFZRFOITQ-UHFFFAOYSA-N	CN(C)c1ccc(cc1)C2CC(=NN2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	310.0	1
QMEZNATZCYXWKR-UHFFFAOYSA-N	CN(C)c1ccc(cc1)C2CC(=NN2c3ccccc3)c4c(O)ccc5C(=CC(=O)Oc45)c6ccccc6	Mus musculus	=	330.0	1
HSLTWVPMQQELCK-UHFFFAOYSA-N	CN(C)c1ccc(cc1)C2CC(=NN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-])c4c(O)ccc5C(=CC(=O)Oc45)c6ccccc6	Mus musculus	=	330.0	1
ZPMZCKCYSSFZPN-UHFFFAOYSA-N	COc1ccc(cc1)C2=C(C#N)C(=O)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	330.0	1
OSKDSXAFHUFHIF-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=CC(=C(C#N)C(=O)N3)c4ccc(Cl)cc4)c5ccccc5	Mus musculus	=	310.0	1
HCIZHRADFXIIRC-UHFFFAOYSA-N	CN(C)c1ccc(cc1)C2=C(C#N)C(=O)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	390.0	1
ICXQMKKNBOXYQY-UHFFFAOYSA-N	COc1cc(OC)c(C2=C(C#N)C(=O)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5)c(OC)c1	Mus musculus	=	390.0	1
ZXSMXWDUOIFPMR-UHFFFAOYSA-N	Oc1ccccc1C2=C(C#N)C(=O)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	290.0	1
UIOKAVLYCUDPMB-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=CC(=C(C#N)C(=O)N3)c4cccnc4)c5ccccc5	Mus musculus	=	370.0	1
FOAYPEKCSDRYPX-UHFFFAOYSA-N	COc1ccc(cc1)C2=C(C#N)C(=N)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	330.0	1
WQDXQFDMQMUWGL-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=CC(=C(C#N)C(=N)N3)c4ccc(Cl)cc4)c5ccccc5	Mus musculus	=	390.0	1
QVXKHXPAFOIGPR-UHFFFAOYSA-N	CN(C)c1ccc(cc1)C2=C(C#N)C(=N)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	310.0	1
QKVQRCQIZWRGST-UHFFFAOYSA-N	Oc1ccccc1C2=C(C#N)C(=N)NC(=C2)c3c(O)ccc4C(=CC(=O)Oc34)c5ccccc5	Mus musculus	=	310.0	1
QYIOLCDVSQJNQP-UHFFFAOYSA-N	Oc1ccc2C(=CC(=O)Oc2c1C3=CC(=C(C#N)C(=N)N3)c4cccnc4)c5ccccc5	Mus musculus	=	370.0	1
BWHOZHOGCMHOBV-BQYQJAHWSA-N	CC(=O)\C=C\c1ccccc1	Rattus norvegicus	=	1.99	1
KHCZLACEZABOFR-UHFFFAOYSA-N	CC1=CC(NC(=S)N1)c2ccccc2	Rattus norvegicus	=	1.81	1
NHBNXBYXYBXGML-UHFFFAOYSA-N	CC1=CC(NC(=S)N1CN2CCOCC2)c3ccccc3	Rattus norvegicus	=	1.69	1
YRZUEJBQVDVCOU-UHFFFAOYSA-N	CC1=CC(NC(NN)N1)c2ccccc2	Rattus norvegicus	=	1.88	1
QMTQSPMSNQHEHM-UHFFFAOYSA-N	CC1=CC(N=C(N1)n2cc(C)c(C)n2)c3ccccc3	Rattus norvegicus	=	1.79	1
UOUVVDHARUXXKG-UHFFFAOYSA-N	CC1=CC(Nc2nnc(C)n12)c3ccccc3	Rattus norvegicus	=	1.97	1
ICFIXKXTMKXEFG-UHFFFAOYSA-N	CC1=CC(Nc2ncnn12)c3ccccc3	Rattus norvegicus	=	1.75	1
QFCSIJIAMWGQDI-UHFFFAOYSA-N	CC1=CC(NC2=NNC(=S)N12)c3ccccc3	Rattus norvegicus	=	1.8	1
QMNALYFTKWXCPD-UHFFFAOYSA-N	CC(=O)C1C(CC(=CC1=O)C)c2ccccc2	Rattus norvegicus	=	1.72	1
PHSJXXBXPDTQJW-UHFFFAOYSA-N	CCOC(=O)C1C(CC(=CC1=O)C)c2ccccc2	Rattus norvegicus	=	1.74	1
GKAMZDTUZCJURA-UHFFFAOYSA-N	CC1=Cc2c(C(C1)c3ccccc3)c(C)nn2c4ccccc4	Rattus norvegicus	=	1.92	1
PEIBUABCSDDMFA-UHFFFAOYSA-N	CC1=CC2=C(C(C1)c3ccccc3)C(=O)NN2c4ccccc4	Rattus norvegicus	=	1.86	1
KSPGDMFSRFVIPE-UHFFFAOYSA-N	CC1=CC2=C(C(C1)c3ccccc3)C(=NC(=S)N2)C	Rattus norvegicus	=	1.87	1
ODEPXFGQOIVDAS-UHFFFAOYSA-N	CC1=CC2=NC(=S)NC(=O)C2C(C1)c3ccccc3	Rattus norvegicus	=	1.88	1
UFMQKUNWUGNPCQ-UHFFFAOYSA-N	CC1=CC(N=C(NN2C(=O)c3cccc4cccc(C2=O)c34)N1)c5ccccc5	Rattus norvegicus	=	1.85	1
QZSICLBIOVCSBK-UHFFFAOYSA-N	CC1=CC(N=C(NN2C(=O)c3cc4C(=O)N(NC5=NC(C=C(C)N5)c6ccccc6)C(=O)c4cc3C2=O)N1)c7ccccc7	Rattus norvegicus	=	1.68	1
KSHNDKKSARILIM-UHFFFAOYSA-N	CC1=CC(N=C(NN2C(=O)c3ccc4C(=O)N(NC5=NC(C=C(C)N5)c6ccccc6)C(=O)c7ccc(C2=O)c3c47)N1)c8ccccc8	Rattus norvegicus	=	1.78	1
OIGNJSKKLXVSLS-VWUMJDOOSA-N	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	Rattus norvegicus	=	1.62	1
SWVUTDGNXSDLAF-UHFFFAOYSA-N	Fc1cc(c(Cl)cc1Cl)c2nnc3SCC(=Nn23)c4ccc(Cl)cc4	Mus musculus	=	227.0	1
BNEDSCDAJNXWFC-QUKQHMBXSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccc(cc3)C(C)NC(=O)[C@H]4O[C@H]([C@H](O)[C@@H]4O)c5nc6c(NC7CCCC7)ncnc6[nH]5	Mus musculus	>	500.0	1
