InChIKey	CanonicalSMILES	Organism	Relation	LD50(mg/kg)	Confidence_Score(highest=9)
YXIWHUQXZSMYRE-UHFFFAOYSA-N	Sc1nc2ccccc2s1	Mus musculus	>	960.0	1
KECHYAFVYLLNCH-UHFFFAOYSA-N	Cc1ccc2nc(S)sc2c1	Mus musculus	>	520.0	1
JLJYQXMUUKOBBO-UHFFFAOYSA-N	CCSc1nnc(S)s1	Mus musculus	=	698.0	1
UFSCJPPXRHCNLK-UHFFFAOYSA-N	CCc1nnc(S)s1	Mus musculus	>	680.0	1
GNHHIWUOARRLDB-UHFFFAOYSA-N	SCCNc1nc2ccccc2s1	Mus musculus	>	616.0	1
CFHWXBAFEASESU-UHFFFAOYSA-N	CCSc1nnc(NCCS)s1	Mus musculus	>	736.0	1
JKOQGQFVAUAYPM-UHFFFAOYSA-N	NCCCNCCSP(=O)(O)O	Mus musculus	=	800.0	1
YVYPPSOPLMFERV-LZDQBJKOSA-L	[Na+].[Na+].CC[C@]1(C)C[C@@H](OC(=O)NC(=O)c2ccc(OP(=O)([O-])[O-])cc2)[C@]3(C)[C@H](C)CC[C@]4(CCC(=O)[C@H]34)[C@@H](C)[C@@H]1O	Mus musculus	=	1009.0	1
RONGYLUPYLBTRT-UHFFFAOYSA-N	Cl.NC(=N)c1ccc2nc(sc2c1)c3ccc(N)cc3	Mus musculus	=	67.33	1
OARWWYXFHKZRBP-UHFFFAOYSA-N	Cl.NC(=N)c1ccc(cc1)c2nc3ccc(N)cc3s2	Mus musculus	=	249.8	1
TWBZHUOBWUHLMX-UHFFFAOYSA-N	Cl.Nc1ccc2nc(sc2c1)c3ccc(cc3)C4=NCCN4	Mus musculus	=	249.8	1
ZLUZCAXUDQLHGM-UHFFFAOYSA-N	Cl.Nc1ccc(cc1)c2nc3ccc(cc3s2)C4=NCCN4	Mus musculus	=	696.2	1
ZCAQYJBALMKXDC-BVZFJXPGSA-N	COc1ccc2cc(ccc2c1Cl)[C@@H](O)[C@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	=	1030.0	1
ZCAQYJBALMKXDC-AVRWGWEMSA-N	COc1ccc2cc(ccc2c1Cl)[C@H](O)[C@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	=	300.0	1
ZCAQYJBALMKXDC-IQGLISFBSA-N	COc1ccc2cc(ccc2c1Cl)[C@H](O)[C@@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	=	1171.0	1
ZCAQYJBALMKXDC-CJAUYULYSA-N	COc1ccc2cc(ccc2c1Cl)[C@@H](O)[C@@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	=	200.0	1
ZCAQYJBALMKXDC-IQGLISFBSA-N	COc1ccc2cc(ccc2c1Cl)[C@H](O)[C@@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	>	220.0	1
ZCAQYJBALMKXDC-AVRWGWEMSA-N	COc1ccc2cc(ccc2c1Cl)[C@H](O)[C@H](C)N3CCN(Cc4ccccc4)CC3	Mus musculus	>	1500.0	1
LFXDLDYEVYEMQQ-NRFANRHFSA-N	CC1(C)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)N1CC(=O)OCc5ccccc5	Mus musculus	>	500.0	1
ZBYWLFXXLGTDPU-NSOVKSMOSA-N	CC1(C)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)N1[C@@H](Cc5ccc(O)cc5)C(=O)OCc6ccccc6	Mus musculus	>	500.0	1
KNVJAGUJUHKNPD-VMPREFPWSA-N	CC1(C)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)N1[C@H](C(=O)OCc5ccccc5)c6c[nH]c7ccccc67	Mus musculus	>	500.0	1
YZFIQMXEUBUYQV-VMPREFPWSA-N	CC1(C)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)N1[C@@H](CC(=O)OCc5ccccc5)C(=O)OCc6ccccc6	Mus musculus	>	500.0	1
SVINQHQHARVZFF-UHFFFAOYSA-N	COCc1c(O)c(C)ncc1CO	Oryctolagus cuniculus	=	30.0	1
UQXYSFXKRBGPPA-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.08	1
RHOITLQQOFGYHV-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc(Br)cc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.09	1
VUOOEFUEKQSIMB-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc(cc3)[N+](=O)[O-])[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.085	1
LZMAWMALXQUUPV-HYGVBBMUSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](OC(=O)C)[C@@H](OC(=O)O)[C@H](OC(=O)C)[C@H]3OC(=O)C)C#N	Mus musculus	=	0.15	1
UQXYSFXKRBGPPA-IQQRQOKQSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)O	Mus musculus	=	0.07	1
PUFUZIBASARFHP-CCCZBLGASA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc4ccccc4c3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)O	Mus musculus	=	0.065	1
LZMAWMALXQUUPV-HBOZFENISA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](OC(=O)C)[C@H](OC(=O)O)[C@H](OC(=O)C)[C@H]3OC(=O)C)C#N	Mus musculus	=	0.06	1
MNZXNMMSCJSNBT-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O	Mus musculus	=	0.065	1
UKBIDTBHEPSOAA-FLXMEGCUSA-N	NC1=C(C#N)C(C(=C(N1)S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)C#N)c3ccc4ccccc4c3	Mus musculus	=	0.11	1
QCFNBLARGXUHKP-GKRBHGBOSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)C#N	Mus musculus	=	0.11	1
UKBIDTBHEPSOAA-RDHYVKJJSA-N	NC1=C(C#N)C(C(=C(N1)S[C@@H]2O[C@H](O)[C@H](O)[C@H](O)[C@H]2O)C#N)c3ccc4ccccc4c3	Mus musculus	=	0.13	1
QCFNBLARGXUHKP-QJWXQZQZSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3O)C#N	Mus musculus	=	0.06	1
BEBZYTBGFLRBDP-SBQCDYCGSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc4ccccc4c3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	Mus musculus	=	0.06	1
DTOFALGDEOGROW-KFBZHQGCSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc(Br)cc3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	Mus musculus	=	0.065	1
FTBHVEXZYOLJLL-MKLAZCRDSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccccc3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	Mus musculus	=	0.065	1
BEBZYTBGFLRBDP-JLJIDRTLSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc4ccccc4c3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	Mus musculus	=	0.125	1
RSYMXVDDLWAHDR-ACBNEUFFSA-N	COc1ccc(cc1)c2c(C#N)c(N)nc(S[C@@H]3O[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C)c2C#N	Mus musculus	=	0.065	1
ZOEOTWHDIWAIPW-GWUZYQLFSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc4ccccc4c3)c1C#N	Mus musculus	=	0.13	1
UXRUPGBCKFGHRY-NNXQTKTDSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc(Br)cc3)c1C#N	Mus musculus	=	0.105	1
ZOEOTWHDIWAIPW-FBPWQFGJSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc4ccccc4c3)c1C#N	Mus musculus	=	0.145	1
SYAFOMGWTJAFOZ-KPHNSTPASA-N	COc1ccc(cc1)c2c(C#N)c(N)nc(S[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3O)c2C#N	Mus musculus	=	0.115	1
UQXYSFXKRBGPPA-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.075	1
RHOITLQQOFGYHV-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc(Br)cc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.09	1
VUOOEFUEKQSIMB-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc(cc3)[N+](=O)[O-])[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)O	Mus musculus	=	0.07	1
LZMAWMALXQUUPV-HYGVBBMUSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](OC(=O)C)[C@@H](OC(=O)O)[C@H](OC(=O)C)[C@H]3OC(=O)C)C#N	Mus musculus	=	0.16	1
UQXYSFXKRBGPPA-IQQRQOKQSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)O	Mus musculus	=	0.06	1
PUFUZIBASARFHP-CCCZBLGASA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccc4ccccc4c3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)O	Mus musculus	=	0.07	1
LZMAWMALXQUUPV-HBOZFENISA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](OC(=O)C)[C@H](OC(=O)O)[C@H](OC(=O)C)[C@H]3OC(=O)C)C#N	Mus musculus	=	0.065	1
MNZXNMMSCJSNBT-NXBODVBZSA-N	CC(=O)O[C@H]1O[C@@H](SC2=C(C#N)C(C(=C(N)N2)C#N)c3ccccc3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O	Mus musculus	=	0.075	1
UKBIDTBHEPSOAA-FLXMEGCUSA-N	NC1=C(C#N)C(C(=C(N1)S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)C#N)c3ccc4ccccc4c3	Mus musculus	=	0.115	1
QCFNBLARGXUHKP-GKRBHGBOSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)C#N	Mus musculus	=	0.095	1
UKBIDTBHEPSOAA-RDHYVKJJSA-N	NC1=C(C#N)C(C(=C(N1)S[C@@H]2O[C@H](O)[C@H](O)[C@H](O)[C@H]2O)C#N)c3ccc4ccccc4c3	Mus musculus	=	0.12	1
QCFNBLARGXUHKP-QJWXQZQZSA-N	COc1ccc(cc1)C2C(=C(N)NC(=C2C#N)S[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3O)C#N	Mus musculus	=	0.08	1
BEBZYTBGFLRBDP-SBQCDYCGSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc4ccccc4c3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	Mus musculus	=	0.06	1
DTOFALGDEOGROW-KFBZHQGCSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc(Br)cc3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	Mus musculus	=	0.075	1
FTBHVEXZYOLJLL-MKLAZCRDSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccccc3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	Mus musculus	=	0.06	1
BEBZYTBGFLRBDP-JLJIDRTLSA-N	CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc4ccccc4c3)c2C#N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	Mus musculus	=	0.135	1
RSYMXVDDLWAHDR-ACBNEUFFSA-N	COc1ccc(cc1)c2c(C#N)c(N)nc(S[C@@H]3O[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C)c2C#N	Mus musculus	=	0.07	1
ZOEOTWHDIWAIPW-GWUZYQLFSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc4ccccc4c3)c1C#N	Mus musculus	=	0.11	1
UXRUPGBCKFGHRY-NNXQTKTDSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc(Br)cc3)c1C#N	Mus musculus	=	0.12	1
ZOEOTWHDIWAIPW-FBPWQFGJSA-N	Nc1nc(S[C@@H]2O[C@H](O)[C@H](O)[C@H](O)[C@H]2O)c(C#N)c(c3ccc4ccccc4c3)c1C#N	Mus musculus	=	0.125	1
SYAFOMGWTJAFOZ-KPHNSTPASA-N	COc1ccc(cc1)c2c(C#N)c(N)nc(S[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3O)c2C#N	Mus musculus	=	0.13	1
NLEBTODLZLKBMC-UHFFFAOYSA-M	[Na+].OP(=O)([O-])OC1C=C(Nc2cc3OCOc3cc12)c4ccccc4F	Rattus norvegicus	=	2720.0	1
NLEBTODLZLKBMC-UHFFFAOYSA-M	[Na+].OP(=O)([O-])OC1C=C(Nc2cc3OCOc3cc12)c4ccccc4F	Rattus norvegicus	=	2462.0	1
IDOWTHOLJBTAFI-UHFFFAOYSA-N	COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1	Rattus norvegicus	>	8000.0	1
OVBAGMZLGLXSBN-UOVKNHIHSA-N	CS[C@@]1(CO)N(C)C(=O)[C@@]2(CC3=CC=C[C@H](O)[C@H]3N2C1=O)SC	Mus musculus	>	500.0	1
FIVPIPIDMRVLAY-RBJBARPLSA-N	CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3	Mus musculus	=	17.9	1
LRXYHMMJJCTUMY-KZXQSYCZSA-N	COc1ccc2c3[C@H](O)[C@]4(O)N([C@H]5CC(C)(C)OO[C@@H](C=C(C)C)n(c35)c2c1)C(=O)[C@@H]6CCCN6C4=O	Mus musculus	=	2.4	1
SGSGCQGCVKWRNM-UHFFFAOYSA-N	CC(=O)c1cc2ccccc2s1	Mus musculus	>	1580.0	1
SGSGCQGCVKWRNM-UHFFFAOYSA-N	CC(=O)c1cc2ccccc2s1	Mus musculus	>	5000.0	1
DTJWYHCMYXXXGX-UHFFFAOYSA-N	CCOC(=O)c1cc2cc3OCOc3cc2s1	Mus musculus	>	500.0	1
XFRACMIQFCPUDZ-UHFFFAOYSA-N	C[S+]([O-])CC(=O)c1cc2ccccc2s1	Mus musculus	>	700.0	1
HQGUYIQISKVWJF-DHZHZOJOSA-N	COc1ccc(\C=C\C(=O)c2cc3ccccc3s2)cc1	Mus musculus	>	500.0	1
YHOIRNJIKZDBML-UHFFFAOYSA-N	C1CCc2c(C1)cnc3nnnn23	Mus musculus	=	500.0	1
RRZQAXXICIYGLA-HGKNYZIUSA-N	CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)O)[C@@H](C)O	Mus musculus	=	0.02267365	1
PYHYGIPVYYRJHU-QWDNBKTCSA-N	CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O	Mus musculus	=	43.0	1
XYVHWMBRSFKSIC-HFENZBBCSA-N	CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNC(=O)[C@@H](N)CCCNC(=N)N)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O	Mus musculus	=	15.0	1
OILZXOQAWRRJNC-CRDXZNHCSA-N	CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CN)NC(=O)O)[C@@H](C)O	Mus musculus	=	0.02569114	1
WQVJHHACXVLGBL-BPJDFBQWSA-N	CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O	Mus musculus	=	9.0	1
WQVJHHACXVLGBL-BPJDFBQWSA-N	CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O	Mus musculus	=	0.005776704	1
WQVJHHACXVLGBL-BPJDFBQWSA-N	CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O	Mus musculus	=	9.0	1
AHOGHXYQZASXQT-BJIYECEJSA-N	CC(O\N=C(/C)\C=C\c1ccc(Cl)cc1)C(=O)O	Rattus norvegicus	=	744.6	1
PHSKBXKOBGFOLL-RQADFKIXSA-N	CC(O\N=C(/C)\C=C\c1ccccc1)C(=O)N	Rattus norvegicus	=	744.6	1
KPHWPUGNDIVLNH-UHFFFAOYSA-M	[Na+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	Rattus norvegicus	=	146.18	1
GYOZXBMOWLOMQD-UHFFFAOYSA-N	COc1ccc(cc1)N2C(=S)NN=C2Nc3nc(cs3)c4ccc(Cl)cc4	Mus musculus	=	946.0	1
KEDAOPIBANYTQB-UHFFFAOYSA-N	Cc1ccccc1N2C(=S)NN=C2Nc3nc(cs3)c4ccc(Br)cc4	Mus musculus	=	834.0	1
CXOFVDLJLONNDW-UHFFFAOYSA-N	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Mus musculus	=	224.0	1
NDKYYOSDIRGDMQ-UHFFFAOYSA-N	CCCCC1OC(=O)c2cc(F)ccc12	Mus musculus	=	592.93	1
HJXMNVQARNZTEE-UHFFFAOYSA-N	CCCCC1OC(=O)c2ccccc12	Mus musculus	=	750.89	1
BFZOBNLAWCOYMD-UHFFFAOYSA-N	CCCCC1OC(=O)c2cc(Br)ccc12	Mus musculus	>	1000.0	1
SAGYZRUXMAOEQJ-UHFFFAOYSA-N	OC1=C(C(=O)Oc2ccccc12)C3=NN(C(C3)c4cccnc4)c5ccccc5	Mus musculus	=	1790.0	1
PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3	Mus musculus	=	760.0	1
QVAPDGHWEBETNK-KHPPLWFESA-N	CCCCCCCC\C=C/CCCCCCCC(=O)Oc1ccc2C(=O)C(=COc2c1)c3ccc(OC)cc3	Mus musculus	=	2163.8	1
AGBQKNBQESQNJD-SSDOTTSWSA-N	OC(=O)CCCC[C@@H]1CCSS1	Rattus norvegicus	=	2000.0	1
AUUPYBNGFDDURF-UHFFFAOYSA-N	Clc1ccc(NC(=O)CCCCC2CCSS2)nc1	Mus musculus	=	1000.0	1
YBTNAGBPIWZPFA-UHFFFAOYSA-N	Oc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	344.87	1
FMPUMVVGQUGVBT-UHFFFAOYSA-N	Clc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	313.34	1
PFFJNZHLULNGDA-UHFFFAOYSA-N	NNc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	344.26	1
UYWRAINVLKPXLQ-UHFFFAOYSA-N	N#Cc1c(Nc2ccccc2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5	Mus musculus	=	387.26	1
CJCPBDCMMJICGG-UHFFFAOYSA-N	CNc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	302.28	1
UXXVYNKKHWDMRG-UHFFFAOYSA-N	CCNc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	325.36	1
ATOUUAVFBCLPCI-UHFFFAOYSA-N	N#Cc1c(Nc2ccncc2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5	Mus musculus	=	316.12	1
DNKXCJCDECEGGT-UHFFFAOYSA-N	N#Cc1c(Nc2ccccn2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5	Mus musculus	=	367.22	1
NPIWTBKLISZNRA-UHFFFAOYSA-N	N#Cc1c(Nc2nccs2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5	Mus musculus	=	348.58	1
KFQZMRDOENTTGC-UHFFFAOYSA-N	NC(=S)NNc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	345.0	1
RREMYOIMWYVAQC-UHFFFAOYSA-N	NC(=S)Nc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	327.48	1
QZIDSINUCYUSGM-UHFFFAOYSA-N	NC(=O)Nc1nc(SCc2nc3ccccc3[nH]2)nc(c4ccccc4)c1C#N	Mus musculus	=	347.0	1
BAIZIJSSZBNYQJ-UHFFFAOYSA-N	N#Cc1c(nc(SCc2nc3ccccc3[nH]2)nc1c4ccccc4)N5CCNCC5	Mus musculus	=	300.0	1
YWZXIJIZHIQWLW-UHFFFAOYSA-N	CN1CCN(CC1)c2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c2C#N	Mus musculus	=	384.0	1
YRIBSJUIWGKKLF-UHFFFAOYSA-N	O=C(N1CCN(CC1)c2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c2C#N)c6ccccc6	Mus musculus	=	327.15	1
IBSWHBMHIQQOFP-UHFFFAOYSA-N	[O-][N+](=O)c1ccc(cc1)C(=O)N2CCN(CC2)c3nc(SCc4nc5ccccc5[nH]4)nc(c6ccccc6)c3C#N	Mus musculus	=	327.38	1
XREWJCSQIWZFSA-UHFFFAOYSA-N	O=C(CN1CCN(CC1)c2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c2C#N)c6ccccc6	Mus musculus	=	344.45	1
CRUPDBMKEMXYCJ-UHFFFAOYSA-N	O=C(Cc1ccccc1)N2CCN(CC2)c3nc(SCc4nc5ccccc5[nH]4)nc(c6ccccc6)c3C#N	Mus musculus	=	326.78	1
DYORWOYTRRLHSI-UHFFFAOYSA-N	O=S(=O)(N1CCN(CC1)c2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c2C#N)c6ccccc6	Mus musculus	=	326.76	1
PUHVAHQFIQMAMT-UHFFFAOYSA-N	Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3nc(SCc4nc5ccccc5[nH]4)nc(c6ccccc6)c3C#N	Mus musculus	=	344.78	1
OTLQGLWGBXYHBH-UHFFFAOYSA-N	[O-][N+](=O)c1ccccc1S(=O)(=O)N2CCN(CC2)c3nc(SCc4nc5ccccc5[nH]4)nc(c6ccccc6)c3C#N	Mus musculus	=	324.78	1
KMYFZRIEQGTWDG-UHFFFAOYSA-N	Cl.N=C1NC(=S)Nc2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c12	Mus musculus	=	389.0	1
SJVIPHAXVQIHSF-UHFFFAOYSA-N	Cl.N=C1NC(=O)Nc2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c12	Mus musculus	=	346.0	1
SPMLMLQATWNZEE-UHFFFAOYSA-N	ClCc1nc2ccccc2[nH]1	Mus musculus	=	253.36	1
HHXMKBWNMAMAOR-UHFFFAOYSA-N	O=C1NN=C2N(CCN2c3ccccc3)C1=O	Mus musculus	=	1400.0	1
FLHCWVXDKYDBLD-UHFFFAOYSA-N	Cc1ccc(cc1)N2CCN3C(=O)C(=O)NN=C23	Mus musculus	=	1800.0	1
XLCPBVONSVIHHA-UHFFFAOYSA-N	COc1ccccc1N2CCN3C(=O)C(=O)NN=C23	Mus musculus	=	1100.0	1
NYPJHNCSQQPCJU-UHFFFAOYSA-N	COc1ccc(cc1)N2CCN3C(=O)C(=O)NN=C23	Mus musculus	=	1500.0	1
BRICYXSLNPYIHP-UHFFFAOYSA-N	Clc1cccc(c1)N2CCN3C(=O)C(=O)NN=C23	Mus musculus	=	2000.0	1
