Q9P0L2	2153
Q9P1W9	399
Q9P286	2476
Q9P289	2154
Q9P2K8	181
Q9UBE8	2026
Q9UBS0	1538
Q9UEE5	618
Q9UEW8	3273
Q9UF33	182
Q9UGI9	5843
Q9UGJ0	5844
Q9UHD2	1325
Q9UIK4	619
Q9UK32	1760
Q9UKE5	620
Q9UKI8	2155
Q9UL54	5867
Q9UM73	183
Q9UPE1	2893
Q9UPZ9	3274
Q9UQ88	2164
Q9UQB9	184
Q9UQM7	1345
Q9WTQ0	1511
Q9WUD9	2033
Q9WUI1	663
Q9WV60	869
Q9Y243	667
Q9Y2H1	621
Q9Y2H9	3275
Q9Y2U5	3128
Q9Y3S1	2894
Q9Y463	965
Q9Y478	1585
Q9Y4K4	2156
Q9Y5S2	1761
Q9Y616	2157
Q9Y6E0	2158
Q9Y6K9	1950
Q9Y6M4	1700
Q9Y6R4	2477
