Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train1.csv
278	0.886690647482
279	0.886690647482
280	0.886690647482
281	0.886690647482
282	0.886690647482
283	0.886690647482
284	0.886690647482
285	0.886690647482
286	0.886690647482
287	0.886690647482
288	0.886690647482
289	0.886690647482
290	0.886690647482
291	0.886690647482
292	0.886690647482
293	0.886690647482
294	0.886690647482
295	0.886690647482
296	0.886690647482
297	0.886690647482
298	0.886690647482
299	0.886690647482
300	0.890287769784
301	0.890287769784
302	0.890287769784
303	0.890287769784
304	0.890287769784
305	0.890287769784
306	0.890287769784
307	0.890287769784
308	0.890287769784
309	0.890287769784
310	0.890287769784
311	0.890287769784
312	0.892086330935
313	0.892086330935
314	0.892086330935
315	0.892086330935
316	0.892086330935
317	0.892086330935
318	0.892086330935
319	0.892086330935
320	0.892086330935
321	0.892086330935
322	0.892086330935
323	0.893884892086
324	0.893884892086
325	0.893884892086
326	0.893884892086
327	0.893884892086
328	0.895683453237
329	0.895683453237
330	0.895683453237
331	0.895683453237
332	0.897482014388
333	0.897482014388
334	0.897482014388
335	0.897482014388
336	0.897482014388
337	0.897482014388
338	0.897482014388
339	0.897482014388
340	0.897482014388
341	0.897482014388
342	0.897482014388
343	0.89928057554
344	0.89928057554
345	0.89928057554
346	0.89928057554
347	0.89928057554
348	0.89928057554
349	0.89928057554
350	0.89928057554
