InChI Key	SMILES
GASCXMZEQJQACK-UHFFFAOYSA-N	COc1ccc(cc1)S(=O)(=O)n1nc(cc1N)OC(=O)c1cccs1
DIPCWZOATLQURP-UHFFFAOYSA-N	COc1cc(OC)cc(c1)c1nnc(o1)Nc1sc2c(n1)c(F)ccc2
MINDHVHHQZYEEK-HBBNESRFSA-M	[O-]C(=O)CCCCCCCCOC(=O)/C=C(/C[C@@H]1OC[C@@H]([C@H]([C@H]1O)O)C[C@@H]1O[C@H]1[C@H]([C@@H](O)C)C)\C
IJVCSMSMFSCRME-KBQPJGBKSA-O	O[C@H]1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2[NH+](CC3)C)ccc1O
OIJXLIIMXHRJJH-KNLIIKEYSA-O	CO[C@]12CC[C@]3(C[C@@H]1C(O)(C)C)[C@@]14[C@H]2Oc2c4c(C[C@H]3[NH+](CC1)CC1CC1)ccc2O
SEJUQQOPVAUETF-OYYNGEPBSA-O	CC[C@]12CC[NH+]([C@@H]([C@@H]2C)C(=O)c2c1cc(O)cc2)CC1CC1
FTMZLSDESAOPSZ-VIFPVBQESA-N	CCCCCCC(=O)N[C@H]1CCOC1=O
FJAQNRBDVKIIKK-LFLQOBSNSA-M	CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2[O-])NC(=O)c1ccc(c(c1)CC=C(C)C)O
GVEZIHKRYBHEFX-NQQPLRFYSA-N	C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(=O)N
AIXQQSTVOSFSMO-RBOXIYTFSA-O	COc1ccc2c3c1O[C@@H]1[C@@]3(CC[NH2+]C2)C=C[C@@H](C1)O
OYSGWKOGUVOGFQ-RBOXIYTFSA-O	O[C@H]1C=C[C@@]23[C@H](C1)Oc1c3c(ccc1O)C[NH+](CC2)C
JPUKWEQWGBDDQB-QSOFNFLRSA-N	OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O
MVVPIAAVGAWJNQ-DOFZRALJSA-N	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCc1ccc(c(c1)O)O
QKMSGRRTZKSWCS-PNKHAZJDSA-N	OC[C@@H]1O[C@H](Oc2ccc3c(c2)cccc3)[C@@H]([C@@H]([C@@H]1O)O)NC(=O)C
QKMSGRRTZKSWCS-JCECYMMASA-N	OC[C@@H]1O[C@H](Oc2ccc3c(c2)cccc3)[C@H]([C@@H]([C@@H]1O)O)NC(=O)C
QKMSGRRTZKSWCS-TZNCUMHOSA-N	OC[C@@H]1O[C@H](Oc2ccc3c(c2)cccc3)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
QKMSGRRTZKSWCS-AVEIZBFRSA-N	OC[C@@H]1O[C@H](Oc2ccc3c(c2)cccc3)[C@H]([C@H]([C@@H]1O)O)NC(=O)C
GBWOSXZUTXXXQF-FLIBITNWSA-N	CCCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O
GWVMLCQWXVFZCN-UHFFFAOYSA-O	[NH2+]1Cc2c(C1)cccc2
ZOHGISAEWAPCMH-UHFFFAOYSA-N	COc1ccccc1Nc1scc(n1)c1sc(nc1C)N
UNFZPHVBNJIVHW-UHFFFAOYSA-O	[O-][N+](=O)c1ccc(cc1NCc1cccnc1)N1CC[NH2+]CC1
JWFQIJOWFMAEMA-UHFFFAOYSA-N	CC(=O)Nc1ccc2c(c1)c1ccccc1[nH]2
ORZRMRUXSPNQQL-UHFFFAOYSA-N	[O-][N+](=O)c1ccc2c(c1)[nH]nc2
TVCILYMEQCWTGP-OAHLLOKOSA-N	O=C1O[C@H](CN1c1ccccc1)COc1ccccc1
QTIJSNPVKDJKPJ-UHFFFAOYSA-O	COc1ccccc1OCCNc1cc(ccc1[N+](=O)[O-])N1CC[NH+](CC1)C
SCKPLTCLZBGLNT-UHFFFAOYSA-O	COc1ccc(cc1)OCCNc1cc(ccc1[N+](=O)[O-])N1CC[NH+](CC1)C
QLJODMDSTUBWDW-BXMDZJJMSA-M	CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@H](C=C2)C)C
BOZILQFLQYBIIY-INTXDZFKSA-M	CC[C@@H](C(=O)O[C@H]1CCC=C2[C@H]1[C@@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@H](C=C2)C)C
KQEVIRDFQKXDCH-KGOITJQVSA-N	O=C1[C@@H]2[C@@H]3C=C[C@H]([C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-])C3
LUYFASFFIVFGLF-STZFKDTASA-M	COc1cc(ccc1OCc1ccc(cc1)Cl)/C=C/1\SC(=S)N(C1=O)CCCCCC(=O)[O-]
HGLNYPLOLMJFGU-SILNSSARSA-M	CCCCCCOc1ccc(cc1OC)/C=C/1\SC(=S)N(C1=O)CCCCCC(=O)[O-]
ISQRJFLLIDGZEP-CMWLGVBASA-N	OC[C@H]1O[C@@H](Oc2ccc(cc2)c2coc3c(c2=O)c(O)cc(c3)O)[C@@H]([C@H]([C@@H]1O)O)O
JPTDPTOWOMFBRY-UHFFFAOYSA-N	O=C1N(C)c2c(C1=O)cc(cc2)[N+](=O)[O-]
OVQNSGBYKOJYBK-ZYANWLCNSA-O	CCC12C[C@@H]3C[C@H](C1)CC(C2)(C3)[NH3+]
VKWBCXTWBIZSAM-KEBDBYFISA-M	COc1ccc(cc1)c1cnnc(n1)N/N=C/c1ccccc1OCC(=O)[O-]
QCKPIKBKCZBMEY-IOQCUFBNSA-N	O=C1N(c2cccc(c2)C(F)(F)F)C(=O)[C@@H]2[C@H]1[C@H]1CC[C@@H]2C=C1
RNVMLDGUWSDJOJ-UHFFFAOYSA-N	O=C(c1cc2ccccc2oc1=O)NC12CC3CC(C2)CC(C1)C3
MJXRQBATDWPDNF-MDZDMXLPSA-N	O=C(c1cccc(c1)[N+](=O)[O-])/C=C/c1ccccc1
VFXCOMJJWDHKBY-UHFFFAOYSA-N	CCn1c(SCC(=O)Nc2ccc(cc2)C2CCCCC2)ncc1c1ccccc1
KGNWRICPWILABJ-GFCCVEGCSA-N	CCOC(=O)[C@@H]1CCCN(C1)C(=O)C(=O)c1c[nH]c2c1cccc2
KGNWRICPWILABJ-LBPRGKRZSA-N	CCOC(=O)[C@H]1CCCN(C1)C(=O)C(=O)c1c[nH]c2c1cccc2
CVZIRDLTVVTXNF-UHFFFAOYSA-N	O=C(C(=O)c1c[nH]c2c1cccc2)N1CCc2c(C1)cccc2
IIOHXNRYFRSQCK-UHFFFAOYSA-N	O=C(C(=O)c1c[nH]c2c1cccc2)NCc1ccccc1Cl
VWCCHJFFYCGXFL-UHFFFAOYSA-N	Fc1ccc(cc1)CNC(=O)C(=O)c1c[nH]c2c1cccc2
JCQKMELKMGOGMR-GFCCVEGCSA-N	C[C@H](c1ccccc1)NC(=O)C(=O)c1c[nH]c2c1cccc2
DSSKGUYPWYVNBN-UHFFFAOYSA-N	O=C(C(=O)c1c[nH]c2c1cccc2)NCc1ccco1
GOYJKJWZABKDJP-UHFFFAOYSA-N	O=C(C(=O)c1c[nH]c2c1cccc2)NCCCc1ccccc1
CIWBQSYVNNPZIQ-YFYIJNNCSA-N	CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)COC(=O)CC
CIWBQSYVNNPZIQ-IDGVAHAXSA-N	CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@]1(C)C[C@H](O)[C@]1([C@@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)COC(=O)CC
PKONGJVFAYPTNC-HSZRJFAPSA-O	COc1cc(cc(c1OC)OC)[C@H](c1ccc2c(c1O)nc(cc2)C)Nc1cccc([nH+]1)C
PKONGJVFAYPTNC-QHCPKHFHSA-O	COc1cc(cc(c1OC)OC)[C@@H](c1ccc2c(c1O)nc(cc2)C)Nc1cccc([nH+]1)C
CDFQDLUHBLZCGL-YFKPBYRVSA-N	[NH3+]C[C@@H](c1ccc(s1)Cl)CC(=O)[O-]
CDFQDLUHBLZCGL-RXMQYKEDSA-N	[NH3+]C[C@H](c1ccc(s1)Cl)CC(=O)[O-]
NKDFYOWSKOHCCO-YPVLXUMRSA-N	O[C@H]1C[C@@]2(C)[C@@H](C[C@H]1O)C(=O)C=C1[C@@H]2CC[C@]2([C@@]1(O)CC[C@@H]2[C@]([C@@H](CCC(O)(C)C)O)(O)C)C
GLBJJMFZWDBELO-LLVKDONJSA-N	COc1ccc(cc1)c1nc2c([nH]1)ccc(c2)C1=NNC(=O)C[C@H]1C
KDDFVDYZIBZTGJ-UHFFFAOYSA-N	O=C(C12CC3CC(C2)CC(C1)C3)N1CCCc2c1cccc2
VHSVKVWHYFBIFJ-HKZYLEAXSA-N	CC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](N2)c1cc2OCOc2cc1Br
FGGYJWZYDAROFF-DEOSSOPVSA-M	CCCc1c(OCCCCCOc2cc3O[C@@H](CCc3cc2C(=O)C)C(=O)[O-])ccc(c1O)C(=O)C
KEOHVBVLJVUNLS-OZVVPTBGSA-N	O=C1N(c2ccc(c(c2)Cl)Cl)C(=O)[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1
LOYXTWZXLWHMBX-VOTSOKGWSA-N	Oc1cc(O)c(c(c1)O)C(=O)/C=C/c1ccccc1
UAHGNXFYLAJDIN-IZZDOVSWSA-N	Oc1ccc(cc1)C(=O)/C=C/c1ccccc1
MFYDEDLDTMYCBI-CSKARUKUSA-N	Cc1ccc2c(c1)cc(c(n2)Cl)/C=C/C(=O)c1ccccc1
IWEYLRTVUSIJEN-MDBPOYHNSA-N	O=C1N(c2ccc3c(c2)cccc3)C(=O)[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1
PFWIYUONBMYSJS-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C
CMEFNVYVKZNNGL-UHFFFAOYSA-L	COc1ccc(cc1)C(c1c(=O)oc2c(c1[O-])cccc2)c1c(=O)oc2c(c1[O-])cccc2
SVNBKPWXQHGFMZ-UHFFFAOYSA-O	C[NH+]1CCN(CC1)c1ccc(c(c1)NCCOc1ccccc1C)[N+](=O)[O-]
FOINHSCTYXGAIY-UHFFFAOYSA-N	O=C(N(c1scc(n1)c1ccccc1)Cc1ccccc1)C1CC1
YEFGGTAFRZXAOF-UHFFFAOYSA-N	CCOc1ccccc1C(=O)Nc1cc(Cl)ccc1O
YRRWQMBIMZMVDB-UHFFFAOYSA-N	CCCc1nc(c2n1nc([nH]c2=O)c1ccccc1OCC)C
FLYIRERUSAMCDQ-QMMMGPOBSA-N	[O-]C(=O)[C@H](c1ccccc1C)[NH3+]
OUENRUZPZZFMCA-YFKPBYRVSA-N	[O-]C(=O)C[C@H]1C[NH2+]CC1
MGOUENCSVMAGSE-ZETCQYMHSA-N	[O-]C(=O)[C@H](c1cccc(c1)Cl)[NH3+]
MGOUENCSVMAGSE-SSDOTTSWSA-N	[O-]C(=O)[C@@H](c1cccc(c1)Cl)[NH3+]
OUAFMLDGDMRISR-SCSAIBSYSA-O	NC(=[NH2+])[C@H]1CCCO1
JQEUPNKUYMHYPW-NSHDSACASA-O	C[NH2+][C@H]1CCCc2c1cccc2
DJHPOUAVHNJDOJ-UHFFFAOYSA-M	[O-]C(=O)CSc1ncnc2c1sc(c2)c1ccc(cc1)Br
ABCGFHPGHXSVKI-UHFFFAOYSA-Q	C[n+]1ccc(cc1)C1=C2C=CC(=[NH+]2)C(=c2ccc(=C(C3=[NH+]C(=C(c4[nH]c1cc4)c1cc[n+](cc1)C)C=C3)c1cc[n+](cc1)C)[nH]2)c1cc[n+](cc1)C
DGMZLCLHHVYDIS-UHFFFAOYSA-M	COc1ccc2c(c1)n(CC(=O)[O-])c(c2C(=O)c1ccc(cc1)Cl)C
JMPFSEBWVLAJKM-QGZVFWFLSA-N	N#C[C@@H](c1cc(C)c(cc1Cl)NC(=O)c1cc(I)cc(c1O)I)c1ccc(cc1)Cl
YUGZHQHSNYIFLG-HXUWFJFHSA-O	O=C(Nc1ccccc1)OC[C@H](OC(=O)Nc1ccccc1)C[NH+]1CCCCC1
DWAWDSVKAUWFHC-QHCPKHFHSA-O	N#C[C@](c1ccccc1)(C(C)C)CCC[NH+](CCc1ccccc1)C
FJZWVTQJLJAQAE-UHFFFAOYSA-M	COC1=C([O-])c2c(C(=O)C1=N)nc(cc2)c1nc(C(=O)OC)c(c(c1N)c1ccc(c(c1O)OC)OC)C
RTZKSTLPRTWFEV-STQMWFEESA-N	COc1cc2C[C@H](C)[C@@H](C)Cc3c(c2c(c1OC)OC)c(OC)c1c(c3)OCO1
PMXMIIMHBWHSKN-IBGZPJMESA-O	Fc1ccc2c(c1)onc2C1CC[NH+](CC1)CCc1c(C)nc2n(c1=O)CCC[C@@H]2O
LGGHDPFKSSRQNS-UHFFFAOYSA-O	COc1cc(C(=O)Nc2ccc(cc2)CC[NH+]2CCc3c(C2)cc(c(c3)OC)OC)c(cc1OC)NC(=O)c1cnc2c(c1)cccc2
VDGZERMDPAAZEJ-UHFFFAOYSA-O	CC(=O)NCC1(CC[NH+](CC1)CCCC(=O)c1ccc(cc1)F)c1ccccc1
NNAIYOXJNVGUOM-UHFFFAOYSA-O	CCNC(=O)N1CC[NH+](CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F
YDSDEBIZUNNPOB-UHFFFAOYSA-O	CCC(=O)N(C1(CC[NH+](CC1)CCc1ccccc1)C(=O)OC)c1ccccc1
PXDBZSCGSQSKST-UHFFFAOYSA-O	CCOc1ccc(cc1)Cc1nc2c(n1CC[NH+](CC)CC)ccc(c2)[N+](=O)[O-]
OJSFTALXCYKKFQ-YLJYHZDGSA-O	COc1ccc(cc1)OC[C@H]1C[NH+](C)CC[C@@H]1c1ccccc1
IPVFGAYTKQKGBM-BYPJNBLXSA-N	OC[C@H]1O[C@H]([C@H]([C@@H]1O)F)n1cc(I)c(=O)[nH]c1=O
HBUBKKRHXORPQB-FJFJXFQQSA-N	OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1cnc2c1nc(F)nc2N
IMYHGORQCPYVBZ-NLFFAJNJSA-O	CCC(=O)N([C@]1(CC[NH+](C[C@H]1C)CCc1ccccc1)C(=O)OC)c1ccccc1
OOEMZCZWZXHBKW-SCFUHWHPSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1ccccc1C
PTQMMNYJKCSPET-OMHQDGTGSA-N	O=C1CC[C@H]2C(=C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C
SZBULDQSDUXAPJ-XNIJJKJLSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC1CCCCC1
XRKXJJYSKUIIEN-LLVKDONJSA-M	C[C@@H](C(=O)N(C1CCCC1)CC(=O)[O-])CSC(=O)C(C)(C)C
UCQFSGCWHRTMGG-UHFFFAOYSA-O	NC(=[NH2+])n1cccn1
OBZJZDHRXBKKTJ-JTFADIMSSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N
LMXOHSDXUQEUSF-YECHIGJVSA-O	[O-]C(=O)[C@H](CC[C@@H](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+])[NH3+]
FMMDBLMCSDRUPA-BPUTZDHNSA-M	C[C@@H](C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2)[NH2+][C@H](C(=O)[O-])CCc1ccccc1
RGYLYUZOGHTBRF-BIHRQFPBSA-N	CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
VRORTNGXAKZJML-UHFFFAOYSA-M	[O-]C(=O)CCc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O
BWBONKHPVHMQHE-UHFFFAOYSA-N	CC(CCOc1ccc(cc1)NC(=S)Nc1ccc(cc1)OCCC(C)C)C
UOWZUVNAGUAEQC-UHFFFAOYSA-M	[O-]C(=O)Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O
XOKJUSAYZUAMGJ-WOUKDFQISA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C#N
BZLGYSABVKPFDN-DZGCQCFKSA-N	COc1cc(C)c2c(c1C)C[C@@H](CC2)[C@@H](C(=O)NC(C)(C)C)C
YKLUQABTYJZQOJ-UHFFFAOYSA-O	Brc1ccc2c(c1)c(ncn2)N1CC[NH2+]CC1
MEFKEPWMEQBLKI-TYYLHDHTSA-O	C[S@@+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)[O-])[NH3+]
ZJUKTBDSGOFHSH-WFMPWKQPSA-N	[O-]C(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
MSTNYGQPCMXVAQ-NEPJUHHUSA-L	[O-]C(=O)CC[C@@H](C(=O)[O-])NC(=O)c1ccc(cc1)NC[C@@H]1CNc2c(N1)c(=O)[nH]c(n2)N
MSTNYGQPCMXVAQ-RYUDHWBXSA-L	[O-]C(=O)CC[C@@H](C(=O)[O-])NC(=O)c1ccc(cc1)NC[C@H]1CNc2c(N1)c(=O)[nH]c(n2)N
GRSZFWQUAKGDAV-KQYNXXCUSA-L	O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(=O)([O-])[O-]
OZRNSSUDZOLUSN-LBPRGKRZSA-L	[O-]C(=O)CC[C@@H](C(=O)[O-])NC(=O)c1ccc(cc1)NCC1=Nc2c(NC1)nc([nH]c2=O)N
GRDLPUUYRVMQPX-XNTDXEJSSA-N	S=C(N/N=C/c1ccc(cc1)O)NC1CCCCC1
LGGXPKQFJZIICN-QMMMGPOBSA-O	Cc1ccc(o1)[C@@H]1CCC[NH2+]1
LGGXPKQFJZIICN-MRVPVSSYSA-O	Cc1ccc(o1)[C@H]1CCC[NH2+]1
PMHDSACGRKBACK-UHFFFAOYSA-M	[O-]C(=O)c1cc2c([nH]1)ccs2
MMAIBGHDBYQYDI-UHFFFAOYSA-M	[O-]C(=O)c1cc2c([nH]1)cco2
AWFLVVVPPDRGCE-CYBMUJFWSA-O	COc1cccc(c1)[C@H]([NH2+]Cc1ccccc1)C
DVSWHHQDQJPPBH-SSDOTTSWSA-N	[O-]C(=O)[C@@H](c1ccc(c(c1)Cl)F)[NH3+]
YZCLSEIRDPNKJP-UHFFFAOYSA-N	Nc1ncnc2c1ncc(n2)c1ccccc1
KHJJAYIZQBZPRW-UHFFFAOYSA-N	COC(=O)c1[nH]nc(c1)c1ccc(cc1Cl)Cl
LRMCDFJKOFJLQQ-POHAHGRESA-M	COC(=O)/C(=C/C(=O)c1cccc(c1)Br)/[O-]
LHHZRIYUOZPKSG-UHFFFAOYSA-O	[O-][N+](=O)c1cccc(c1)N1CC[NH2+]CC1
RYMZZMVNJRMUDD-SWMJRZLBSA-N	CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C
VQAYFKKCNSOZKM-IOSLPCCCSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC
FPUXKXIZEIDQKW-VKMVSBOZSA-N	O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C
YUGZHQHSNYIFLG-FQEVSTJZSA-O	O=C(Nc1ccccc1)OC[C@@H](OC(=O)Nc1ccccc1)C[NH+]1CCCCC1
PCZOHLXUXFIOCF-INDPWBFMSA-N	CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C
LEQAKWQJCITZNK-AXHKHJLKSA-N	OC[C@H]1O[C@@H](Oc2cc3CC[C@@H](c4c(c3c(c2OC)OC)ccc(c(=O)c4)SC)NC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O
JVHNBFFHWQQPLL-WOXROFTLSA-N	CO[C@H]1[C@H](O)C[C@H]2[C@@H]([C@@H]1C(=O)[O-])C[C@H]1[NH+](C2)CCc2c1[nH]c1c2ccc(c1)OC
GCEDEZROTFCPGC-UHFFFAOYSA-N	Cn1c(=O)n(C)c(=O)c2c1nc1n2CCCN1Cc1ccco1
PPHQNKPUIYRVIK-UHFFFAOYSA-N	Cn1c(=O)n(C)c(=O)c2c1nc1n2CCCN1CCc1ccccc1
HKKXNGSRSNONCJ-ZHACJKMWSA-N	COc1c(cccc1OC)/C=C/C(=O)c1ccccc1O
CRBYNQCDRNZCNX-DUXPYHPUSA-N	Oc1cc(O)c(c(c1)O)C(=O)/C=C/c1ccc(c(c1)O)O
GYSCQDBTSDBCGY-UHFFFAOYSA-O	Nc1c2CCCc2[nH+]c2c1cccc2
WNZBBTJFOIOEMP-HXUWFJFHSA-O	Fc1ccc(cc1)[C@@H](CCC[NH+]1CCC(CC1)(O)c1ccc(cc1)Cl)O
LLPHJJUTLVBKGR-UHFFFAOYSA-M	O=C(Nc1cccc(c1)C(=O)[O-])COc1ccc(cc1)C12CC3CC(C2)CC(C1)C3
ASQNXHPXQLGCKW-PXNMLYILSA-N	Clc1ccc(c(c1)Cl)C(=O)/C(=C/c1ccccc1)/n1cncn1
BINNOGZXQCBITG-CJRSTVEYSA-P	C1CCC(CC1)C[NH2+][C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1c1cccc(c1)C[NH+]1CCCC1
BRSNNJIJEZWSBU-XNIJJKJLSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)nc2SCc1ccc(cc1)[N+](=O)[O-]
UMRUUWFGLGNQLI-QFIPXVFZSA-M	O=C(N[C@H](C(=O)[O-])CCCCNC(=O)OC(C)(C)C)OCC1c2ccccc2c2c1cccc2
CDULPPOISZOUTK-NSHDSACASA-N	[O-]C(=O)[C@]1([NH3+])CCc2c(C1)cccc2
CTKNMSVWMRRCPW-PMERELPUSA-N	Clc1ccc(cc1)C(n1cc[n+](c1)C[C@@H](c1ccc(cc1Cl)Cl)OCc1ccc(cc1Cl)Cl)c1ccc(cc1)Cl
CTKNMSVWMRRCPW-SSEXGKCCSA-N	Clc1ccc(cc1)C(n1cc[n+](c1)C[C@H](c1ccc(cc1Cl)Cl)OCc1ccc(cc1Cl)Cl)c1ccc(cc1)Cl
RJVLFQBBRSMWHX-DHUJRADRSA-N	O=C([C@@H](N(S(=O)(=O)c1cccc2c1ccnc2)C)Cc1ccc(cc1)OS(=O)(=O)c1cccc2c1ccnc2)N1CCN(CC1)c1ccccc1
ZECFBQSMEPCVGW-VULILCKWSA-N	COC[C@H]1OC(=O)c2c3[C@@]1(C)C1=C(C(=O)c3oc2)[C@H]2[C@@](C[C@H]1C(=O)OC)(C)C(=O)CC2
FQUPICCTRPWMDZ-UCORVYFPSA-M	[O-]C(=O)C[C@H]1C[NH2+][C@@H]1C(=O)[O-]
IFLWVSHRWAIVQF-KATARQTJSA-M	[O-]C(=O)[C@H]([C@H]1[C@H]([C@@H]1C(=O)[O-])c1ccccc1)[NH3+]
VZYMGVKXGSEFDE-UHFFFAOYSA-N	CCCN(S(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])Cl)CCC
WZJCXRWEUWNMAM-ZIAGYGMSSA-N	Br[C@@H](C(=O)C(=O)[C@@H](c1ccccc1)Br)c1ccccc1
WZJCXRWEUWNMAM-KBPBESRZSA-N	Br[C@H](C(=O)C(=O)[C@H](c1ccccc1)Br)c1ccccc1
WZJCXRWEUWNMAM-OKILXGFUSA-N	Br[C@H](C(=O)C(=O)[C@@H](c1ccccc1)Br)c1ccccc1
WCYJVRQPVHPWLQ-UHFFFAOYSA-N	Clc1ccc(cc1)CNC(=O)C(=O)c1c[nH]c2c1cccc2
YMDYQWDQLZFIQV-UHFFFAOYSA-N	ONC(=O)Cc1csc(n1)NC(=O)c1ccccc1
LBONYTADRIRUQN-UHFFFAOYSA-M	C=CS(=O)(=O)c1cccc(c1)Nc1cc(c(c2c1C(=O)c1ccccc1C2=O)N)S(=O)(=O)[O-]
LORRZRFBMUDPOE-UHFFFAOYSA-N	COc1cc(ccc1OC)C(=O)Nc1sccc1C(=O)N
WLVZRJYQGCXLLW-UHFFFAOYSA-N	O=C(Cc1cccc2c1cccc2)Nc1sccc1C(=O)N
VLDDOTFTMZJIEM-CMDGGOBGSA-N	O=C(c1ccccc1)/C=C/c1cccs1
DVOOXRTYGGLORL-VKHMYHEASA-N	[O-]C(=O)[C@@H]([NH2+]C)CS
DVOOXRTYGGLORL-GSVOUGTGSA-N	[O-]C(=O)[C@H]([NH2+]C)CS
OHXOJKQHTRABPQ-FARCUNLSSA-N	COc1ccc(cc1)C(=O)/C=C/c1ccncc1
NLRGWKVQZPYNNM-UHFFFAOYSA-N	Clc1ncc(c(n1)C(F)(F)F)C(=O)Nc1cc(Cl)cc(c1)Cl
YIEFAXKYWGGKEC-UHFFFAOYSA-N	O=C(c1ccccc1)Nc1sccc1C(=O)N
CSABNWQJUIIBBH-UHFFFAOYSA-N	O=C(Nc1sccc1C(=O)N)Cc1ccccc1
AGFYZLVFPSGUIX-UHFFFAOYSA-N	SCc1ccc(cc1)C
BZVJOYBTLHNRDW-UHFFFAOYSA-O	[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1
HCROBYJGELKPTO-UHFFFAOYSA-N	CCCCSc1sc(c2c1C(=O)CCC2)C(=O)OCC
XJLCKTFJOYQKEL-UHFFFAOYSA-N	C=CCSc1sc(c2c1C(=O)CCC2)C(=O)OCC
XCOXOTJHYIPVBY-UHFFFAOYSA-N	CCOC(=O)CSc1sc(c2c1C(=O)CCC2)C(=O)OCC
LVWYWXLMDBCCKZ-UHFFFAOYSA-N	CCCSc1sc(c2c1C(=O)CCC2)C(=O)OCC
KJCVRFUGPWSIIH-UHFFFAOYSA-N	Oc1cccc2c1cccc2
WCOGDENGOYPPMR-UHFFFAOYSA-N	CC(=O)OC1=CC(=O)CCC1
OKLRJJIBPYTEDZ-ZCFIWIBFSA-M	[O-]C(=O)COc1noc(c1C[C@H](C(=O)[O-])[NH3+])C
UYZONCZYCWUZBV-UHFFFAOYSA-N	[O-][N+](=O)c1cc(ccc1NC(=O)c1ccccc1O)C(F)(F)F
NKAPDMFASDJUOH-FLIBITNWSA-N	CCc1nc(c([nH]1)/C=C/1\C(=O)Nc2c1cccc2)C
KJONHKAYOJNZEC-UHFFFAOYSA-N	O=C1CN=C(c2c(N1)ccc(c2)[N+](=O)[O-])c1ccccc1
LYVVJMPZFAGMTC-ZETCQYMHSA-L	[O-]C(=O)C[C@@H](C(=O)[O-])NC(=O)c1cncc(c1)Br
SMOWDUACKVMUAN-UHFFFAOYSA-N	COc1cc(ccc1OC)C1=Nn2c(SC1)nnc2c1ccccc1OC
