InChI Key	SMILES
XAUUTNFGQJPIER-QGZVFWFLSA-O	CCc1ccccc1NC(=O)CSc1nnc(o1)[C@@H](Cc1c[nH]c2c1cccc2)[NH3+]
APCNGAWYYLDWOF-LLVKDONJSA-N	CC[C@H](Nc1nc2n(c3c1scc3)nnc2S(=O)(=O)c1ccccc1)C
APCNGAWYYLDWOF-NSHDSACASA-N	CC[C@@H](Nc1nc2n(c3c1scc3)nnc2S(=O)(=O)c1ccccc1)C
NYRRFNOGJYMDLC-UHFFFAOYSA-N	O=S(=O)(c1nnn2c1nc(NCc1ccco1)c1c2ccs1)c1ccccc1
SAUBDZFGZSKYKZ-UHFFFAOYSA-N	CC(Nc1nc2n(c3c1scc3)nnc2S(=O)(=O)c1ccccc1)C
WZPLASCIIHQSOL-UHFFFAOYSA-N	O=S(=O)(c1nnn2c1nc(NC1CCCCC1)c1c2ccs1)c1ccccc1
GCNRQBFIMDIGDC-UHFFFAOYSA-N	O=S(=O)(c1nnn2c1nc(N1CCCC1)c1c2ccs1)c1ccccc1
NPAYDNLZGGYUQY-UHFFFAOYSA-N	Cc1cccc(c1)Nc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C
YPLGNDYBRBVBCT-RBUKOAKNSA-M	O=C(N[C@@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)C(C)C)OCc1ccccc1
YPLGNDYBRBVBCT-MOPGFXCFSA-M	O=C(N[C@H](C(=O)N[C@@H](C(=O)[O-])Cc1ccc(cc1)O)C(C)C)OCc1ccccc1
YPLGNDYBRBVBCT-RTBURBONSA-M	O=C(N[C@@H](C(=O)N[C@@H](C(=O)[O-])Cc1ccc(cc1)O)C(C)C)OCc1ccccc1
GUWGDCBFBSPGKP-UHFFFAOYSA-O	N#Cc1ccc(cc1)CSC(=[NH2+])N
ASEVLDSPXHBHND-UHFFFAOYSA-N	O/N=C(/c1ccc(cc1)CNC(=O)c1ccc(cc1)Cl)\N
KYNIZFXBIQSOKI-SOFGYWHQSA-N	N#C/C(=C\c1ccc(s1)[N+](=O)[O-])/C(=O)c1ccco1
FLNCKYHQSXBERX-UHFFFAOYSA-N	O=C(Nc1ccc(cc1)Cl)Nc1cc(oc1C)S(=O)(=O)N1CCCCC1
LVOVQRPAMXCXTM-UHFFFAOYSA-N	O=C(Nc1ccccc1)Nc1cc(oc1C)S(=O)(=O)N1CCCCC1
OFZXOMIGEAVZOG-UHFFFAOYSA-M	O=C(NCc1c(Cl)cccc1Oc1ccccc1)CSCC(=O)[O-]
UAJYCSUKECWQFQ-UHFFFAOYSA-N	O=C(c1ccc(cc1)C(C)(C)C)Nc1cccc(c1)S(=O)(=O)N
DNWOZEQWCCXGRU-SSDOTTSWSA-N	[O-]C(=O)[C@H]([NH3+])c1cccc(c1F)F
SPZGFKREQSAMCA-ZBEGNZNMSA-N	O=C1C[C@H]2C([C@@]1(CC2)CS(=O)(=O)[N-]c1cccc(c1)S(=O)(=O)N)(C)C
SPZGFKREQSAMCA-BDJLRTHQSA-N	O=C1C[C@@H]2C([C@]1(CC2)CS(=O)(=O)[N-]c1cccc(c1)S(=O)(=O)N)(C)C
ACPOUJIDANTYHO-UHFFFAOYSA-N	O=c1c2ccccc2c2c3c1cccc3[nH]n2
AVJJIBOWEKYOER-UHFFFAOYSA-O	CN(c1cc[nH+]c2c1c1ncn(c(=O)c1s2)Cc1ccccc1)C
XSDQTOBWRPYKKA-UHFFFAOYSA-N	NC(=NC(=O)c1nc(Cl)c(nc1N)N)N
BWXSXBMFAYQEDO-UHFFFAOYSA-N	Oc1ccc(cc1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-]
TVRFABREAYQAQA-HKUYNNGSSA-O	C[NH+]1CC[C@]([C@@H](C1)C(=O)c1ccccc1)(O)c1ccccc1
VKURVCNKVWKGLX-UHFFFAOYSA-M	Nc1ccc(cc1)Nc1ccc(cc1S(=O)(=O)[O-])N
PBMVETGVYGTZMP-SGIREYDYSA-N	Fc1ccc(cc1)S(=O)(=O)N[C@H]1[C@]2(C)CC[C@H](C1(C)C)C2
PBMVETGVYGTZMP-HZUKXOBISA-N	Fc1ccc(cc1)S(=O)(=O)N[C@@H]1[C@]2(C)CC[C@H](C1(C)C)C2
CMDNLAPAEVHOQL-UHFFFAOYSA-N	CCOC(=O)c1sc(c2c1CCCC2=O)SC(C)C
KYQZWONCHDNPDP-OUJGAGHGSA-N	OC[C@@H]1O[C@@H](Oc2ccc3c(c2)occ(c3=O)c2ccc(cc2)O)[C@@H]([C@@H]([C@@H]1O)O)O
KRVXMNNRSSQZJP-PHFHYRSDSA-N	O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC=C2)C)C
NPZDCTUDQYGYQD-UHFFFAOYSA-N	c1ccc(cc1)C(n1cncc1)(c1ccccc1)c1ccccc1
HEGMPAQEVYHHHI-UHFFFAOYSA-N	COc1ccc2c(c1)c(=O)c1c([nH]2)cccc1
AWYKAOYJOQIVKI-YESZJQIVSA-M	[O-]C1=C(CCC[C@H]2CC[C@H]3[C@@H](C2)CCCC3)C(=O)c2c(C1=O)cccc2
AWYKAOYJOQIVKI-GVDBMIGSSA-M	[O-]C1=C(CCC[C@H]2CC[C@@H]3[C@@H](C2)CCCC3)C(=O)c2c(C1=O)cccc2
TUQJXQLTYBPFIW-ABSOFAGISA-M	[O-]C(=O)[C@@H](N1C(=S)S/C(=C\C=C\c2ccco2)/C1=O)C
TUQJXQLTYBPFIW-UXYAEHFQSA-M	[O-]C(=O)[C@H](N1C(=S)S/C(=C\C=C\c2ccco2)/C1=O)C
VXDQDIVHBFUZKI-IHOMRZGLSA-M	CC([C@H](N1C(=S)S/C(=C\C=C\c2ccco2)/C1=O)C(=O)[O-])C
VXDQDIVHBFUZKI-WYSOHPGQSA-M	CC([C@@H](N1C(=S)S/C(=C\C=C\c2ccco2)/C1=O)C(=O)[O-])C
JUEONDBIBADVGD-UHFFFAOYSA-M	[O-]C(=O)CCc1ccc(cc1)S(=O)(=O)N
WKVBWBRXKVWYEO-UHFFFAOYSA-N	Nc1ncnc2c1c1CCCCCc1s2
LMYBKLQQMBEVLM-UHFFFAOYSA-N	CCCN(S(=O)(=O)c1ccc(c(c1)OC)OC)Cc1ccco1
VJTUVFAHHSXAQC-LJQANCHMSA-N	N#CCCN(S(=O)(=O)c1ccc(c(c1)OC)OC)[C@@H]1CCCc2c1cccc2
VJTUVFAHHSXAQC-IBGZPJMESA-N	N#CCCN(S(=O)(=O)c1ccc(c(c1)OC)OC)[C@H]1CCCc2c1cccc2
MBUSWXGDHBIZRH-UHFFFAOYSA-N	N#CCCN(S(=O)(=O)c1ccc(c(c1)OC1CCCC1)OC)Cc1ccco1
PZWHEQIOEMDZEH-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCCCNC(=O)c1ccc(cc1)Cl
YMFRPPUSWRHMPF-UHFFFAOYSA-O	COc1ccccc1N1CC[NH+](CC1)CCCCNS(=O)(=O)c1ccc(cc1)C
RMJSMMHQMLUNDP-UHFFFAOYSA-N	Oc1ccc2c(c1)oc(=O)cc2CSc1ccccn1
BUXACHZAYWAZJL-UHFFFAOYSA-N	N/C(=N\c1cc(Cl)cc(c1)Cl)/NC(=N)N
MWASGDJOVNIDEM-OAHLLOKOSA-O	O=C1[C@H]([NH3+])N=C(c2c(N1C)cccc2)c1ccccc1
YBLZXUZBJJSUKZ-OZVVPTBGSA-N	O=C1[C@@H]2[C@@H]3C=C[C@H]([C@@H]2C(=O)N1c1cc(Cl)cc(c1)Cl)C3
HLMBJUUXHYFVEF-RDFMZFSFSA-N	C/C=C/COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(cc1)[N+](=O)[O-]
HLMBJUUXHYFVEF-XGACYXMMSA-N	C/C=C/COC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(cc1)[N+](=O)[O-]
BTAKJVVUIDPSCI-UHFFFAOYSA-N	Cc1cc(C)c(cc1S(=O)(=O)NCCCn1cncc1)C
AYZFQKPOALRPNQ-UHFFFAOYSA-N	Clc1ccc(cc1Cl)Cn1cncc1
SLUVBROJOOCGHN-UHFFFAOYSA-O	C=CCN(S(=O)(=O)C)c1ccc(cc1)C(=O)NCCCn1c[nH+]cc1
ZJTXSGLJNBAMJS-UHFFFAOYSA-M	[O-]C(=O)c1cc(n[nH]1)CCCC
XQMRHWSGTVEDFG-UHFFFAOYSA-N	NNC(=O)c1ccc(o1)c1ccccc1Cl
JCGJEPFYMOHIDP-RGDLXGNYSA-M	[O-]C(=O)[C@H]1[C@H]2C[C@@H]1[C@](C2)([NH3+])C(=O)[O-]
MPYLDWFDPHRTEG-PAAYLBSLSA-O	[NH3+]CCO/N=C/1\CC[C@]2([C@H](C1)C(=O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C
XGZZHZMWIXFATA-UEZBDDGYSA-O	CN([C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2[NH+](CC3)CC2CC2)ccc1O)O)C(=O)/C=C/c1ccoc1
YVWGGGGMRDLOGA-GOSISDBHSA-O	CC1CC[NH+](CC1)CC[C@H]1CCCN1S(=O)(=O)c1cccc(c1)C
UXOWGYHJODZGMF-QORCZRPOSA-O	COCCCOc1cc(ccc1OC)C[C@H](C(C)C)C[C@@H]([C@H](C[C@H](C(=O)NCC(C(=O)N)(C)C)C(C)C)O)[NH3+]
UTRNOVASSGSOCT-UHFFFAOYSA-N	O/N=C(/c1ccc(c(c1)[N+](=O)[O-])Oc1cc(Cl)cc(c1)Cl)\N
OUBMDYCXTDANEM-UHFFFAOYSA-N	CCCCNC(=O)Oc1ccc(cc1)C1=NCCS1
GQLWJSLITHXMLU-UHFFFAOYSA-N	O/N=C(\c1ccc(cc1)Oc1c(Cl)cncc1Cl)/N
SCDJWHCTLZJPMP-IBGZPJMESA-O	COc1ccccc1N1CC[NH+](CC1)CCCN1CC(=O)N2[C@H](C1=O)CCCC2
IAAWEMZTVNQNIH-UHFFFAOYSA-N	O=C(Cn1nnc(n1)c1ccncc1)Nc1ccc2c(c1)CCC2
AQYDNGDNBIIYOX-UHFFFAOYSA-N	OCCNc1nc(nc(n1)N1CCCC1)Nc1cc(Cl)ccc1OC
GDHXZIQAOUBZCC-UHFFFAOYSA-N	O=C(c1cccnc1)NCCC(c1ccccc1)c1ccccc1
GXVKFQPECNZSJQ-UHFFFAOYSA-N	Nc1cc(C)c(c(c1)c1oc2c(n1)ccc(c2)C)O
AOSLCGQGWXABMG-UHFFFAOYSA-N	O=C(Nc1ccccc1[N+](=O)[O-])CSc1nnnn1c1cccc2c1cccc2
NKHAVTQWNUWKEO-NSCUHMNNSA-M	[O-]C(=O)/C=C/C(=O)OC
DWJOEJDGHVXXEB-UHFFFAOYSA-N	Clc1cncc(c1)OC(=O)c1ccco1
GTHNINLDBDANIA-UHFFFAOYSA-N	COc1ccc(cc1O)C1Nc2cccc3c2c(N1)ccc3
GDFVYUDIAQQDTA-OLZOCXBDSA-O	COC(=O)[C@H]1C[NH+](C)CC[C@@H]1c1ccc(cc1)Cl
RANJJVIMTOIWIN-UHFFFAOYSA-O	CC(OC(=O)c1cn(Cc2c(F)cccc2F)c2c(c1=O)c(C[NH+](Cc1ccccc1)C)c(s2)c1ccc(cc1)NC(=O)C(C)C)C
ZZGXRPGQPAPARK-UWVGGRQHSA-O	CCCSc1nsnc1[C@H]1C[NH+]2C[C@@H]1CCC2
LOBCDGHHHHGHFA-GFCCVEGCSA-N	CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1cccc(c1)O
LOBCDGHHHHGHFA-LBPRGKRZSA-N	CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(c1)O
UQVIXFCYKBWZPJ-GEIPHRJASA-N	O[C@H]1CC[C@]2(C(=CC[C@H]3[C@H]2CC[C@]2([C@H]3C[C@@H]3[C@]2(O3)C(=O)C)C)C1)C
RYWZPRVUQHMJFF-KSZLIROESA-N	Oc1ccc2c(c1)ccc1c2CC[C@]2([C@H]1CC[C@H]2O)C
SQGZFRITSMYKRH-QAGGRKNESA-N	O=C1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C
RJKFOVLPORLFTN-LEKSSAKUSA-N	O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
IVBGOSVLURUGPB-IBGZPJMESA-O	CCOc1ccc(cc1)NC(=O)[C@H]1CCC[NH+](C1)CCc1ccccc1
XPRZAEWSYWTDSQ-SECBINFHSA-N	CCCS[S@@](=O)CCC
NSKBTSFWBPFPMI-UHFFFAOYSA-N	COc1cccc2c1c(=O)c1c([nH]2)cccc1
SIZWDJIHABLBSP-LRXVAGHRSA-N	NS(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@H](N2)c1cccc2c1cccc2
SIZWDJIHABLBSP-LQBOVUBWSA-N	NS(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@H](N2)c1cccc2c1cccc2
SIZWDJIHABLBSP-JLMWRMLUSA-N	NS(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](N2)c1cccc2c1cccc2
YLEARPUNMCCKMP-DOFZRALJSA-M	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)[O-]
UVJAUFAPWQEHBT-YVLHZVERSA-M	CC1=NN(C(=O)/C/1=C\c1ccc(cc1)C(C)C)c1ccc(c(c1)C(=O)[O-])Cl
GCEFTTIUEIKKPW-UNOMPAQXSA-N	O=C1NN(C(=O)/C/1=C\c1ccc(o1)c1ccc(c(c1)Cl)C)c1ccc(c(c1)C)C
NNHQTSOGKHXVBF-QPEQYQDCSA-N	O=C1OC(=N/C/1=C\c1cccnc1)c1ccc(c(c1)[N+](=O)[O-])C
QYSXJUFSXHHAJI-YRZJJWOYSA-N	CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C/2=C\C=C/1\C[C@@H](O)CCC1=C)C)C
MBMBGCFOFBJSGT-KUBAVDMBSA-M	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
JAZBEHYOTPTENJ-JLNKQSITSA-M	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)/N=C/1\NCCN1Cc1ccc(nc1)Cl
OYHQOLUKZRVURQ-HZJYTTRNSA-M	CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-]
YZXBAPSDXZZRGB-DOFZRALJSA-M	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
AGSOOCUNMTYPSE-SSDOTTSWSA-L	[O-]C(=O)[C@@H](Cc1c(noc1C(C)(C)C)OCP(=O)([O-])[O-])[NH3+]
LDYMCRRFCMRFKB-MOROJQBDSA-N	CNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1ccc(cc1)N
BYUCSFWXCMTYOI-PABFRNLHSA-N	Br/C=C/1\CC[C@H](C(=O)O1)c1cccc2c1cccc2
BYUCSFWXCMTYOI-HBIYDYFMSA-N	Br/C=C/1\CC[C@@H](C(=O)O1)c1cccc2c1cccc2
MYNRELUCFAQMFC-QRIDJOKKSA-N	O=C([C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)NC1CC1
RNGCVFCOKZEZFL-UUOKFMHZSA-J	O[C@@H]1[C@@H](CO[P@](=O)(O[P@](=O)(OP(=O)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1nc(Cl)nc2N
LTLYEAJONXGNFG-GARJFASQSA-N	CC(C[C@@H](C(=O)NCCCCNC(=[NH2+])N)NC(=O)[C@H]1O[C@H]1C(=O)[O-])C
WDXRGPWQVHZTQJ-XAAARJBOSA-N	C/C=C/1\C(=O)C[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CCC2=CC(=O)CC[C@]12C
WDXRGPWQVHZTQJ-QTCSSXHNSA-N	C/C=C/1\C(=O)C[C@@H]2[C@]1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@]12C
WDXRGPWQVHZTQJ-OUGCQAHQSA-N	C/C=C/1\C(=O)C[C@H]2[C@]1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@]12C
AJBBEYXFRYFVNM-UHFFFAOYSA-N	CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)c1ccc(cc1)OCC(=O)Nc1ccc(cc1)C#N
RIRGCFBBHQEQQH-SSFGXONLSA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N[C@@H](Cc1ccccc1)C
FOIVPCKZDPCJJY-JQIJEIRASA-M	C/C(=C\c1ccc(cc1)C(=O)[O-])/c1ccc2c(c1)C(C)(C)CCC2(C)C
XHXFSCFVKOCKSR-XFXZXTDPSA-N	O=C1ON=C(/C/1=C/c1ccco1)c1ccccc1
HZTMPDOVKYDTNV-LLVKDONJSA-N	O=C([C@@H]1CC(=O)N(C1)C1CCCCC1)Nc1cc(F)cc(c1)F
HZTMPDOVKYDTNV-NSHDSACASA-N	O=C([C@H]1CC(=O)N(C1)C1CCCCC1)Nc1cc(F)cc(c1)F
JNBOAUIJLDEICX-DWJNXXKWSA-N	CCCCC/C=C\C[C@@H](/C=C/c1cccc(n1)C[C@@H](CCCCO)O)O
UZKQTCBAMSWPJD-FARCUNLSSA-N	C/C(=C\CNc1ncnc2c1nc[nH]2)/CO
IQGHPUPMOUUHPP-HNNXBMFYSA-L	[O-]C(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c1ccccc1)CCC(=O)[O-]
IQGHPUPMOUUHPP-OAHLLOKOSA-L	[O-]C(=O)[C@H](NS(=O)(=O)c1ccc(cc1)c1ccccc1)CCC(=O)[O-]
DXPPQFXYIZTQCV-UHFFFAOYSA-O	Clc1ccc(nn1)N1CC[NH2+]CC1
FLXFAXABPSTODQ-UHFFFAOYSA-N	CN(c1cccc2c1cccc2S(=O)(=O)NCCc1c[nH]c2c1cccc2)C
HTMGQIXFZMZZKD-UHFFFAOYSA-N	C1CCc2c(C1)cncc2
ZWLWOTHDIGRTNE-UHFFFAOYSA-N	c1ccc(cc1)C(c1ccncc1)c1ccccc1
LOUPRKONTZGTKE-ILWKUFEGSA-O	C=C[C@H]1C[NH+]2CC[C@@H]1C[C@H]2[C@H](c1ccnc2c1cc(OC)cc2)O
AJLFOPYRIVGYMJ-GJYIOPSLSA-N	CC[C@@H](C(=O)O[C@H]1CCC=C2[C@@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C
VZFRNCSOCOPNDB-JIUSADRUSA-L	[O-]C(=O)C[C@H]1[C@H](C[NH2+][C@@H]1C(=O)[O-])/C(=C/C=C/[C@H](C(=O)[O-])C)/C
BRDGZOLJYALNOY-QURGRASLSA-M	Oc1cc(c2c(c1/N=N/c1ccc3c(c1O)cccc3)cccc2)S(=O)(=O)[O-]
VKVCLXDFOQQABP-SCSAIBSYSA-M	[O-]C(=O)C[C@H](C(=O)[O-])SCCNC(=[NH2+])N
ZSPXTTVUJDSRNJ-UHFFFAOYSA-N	SCc1ccc(cc1Cl)Cl
OFSBBVCLWMCGNY-UHFFFAOYSA-N	ONC(=O)C(c1ccccc1)c1ccccc1
LNPJMIMLAFXLSJ-OGGGYYITSA-M	Nc1cc(N)c(cc1/N=N/c1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)[O-])O)C
DLMYFMLKORXJPO-HXUWFJFHSA-N	[NH3+][C@@H](C(=O)[O-])CSC(c1ccccc1)(c1ccccc1)c1ccccc1
MUBZPKHOEPUJKR-UHFFFAOYSA-L	[O-]C(=O)C(=O)[O-]
LHIVWYJOCNGZRI-UHFFFAOYSA-M	[O-]C(=O)CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl
MZWRIOUCMXPLKV-AMBWZAQTSA-N	CC(=O)O[C@H]1CC[C@]2(C(=CC[C@H]3[C@H]2CC[C@]2([C@H]3CC=C2C(=O)C)C)C1)C
MZWRIOUCMXPLKV-SOHDRNMZSA-N	CC(=O)O[C@H]1CC[C@]2(C(=CC[C@H]3[C@H]2CC[C@]2([C@@H]3CC=C2C(=O)C)C)C1)C
NDDLLTAIKYHPOD-ISLYRVAYSA-N	Clc1cc2S/C(=C\3/Sc4c(C3=O)c(C)cc(c4)Cl)/C(=O)c2c(c1)C
NZZIMKJIVMHWJC-UHFFFAOYSA-N	O=C(c1ccccc1)CC(=O)c1ccccc1
SMEROWZSTRWXGI-SVUNGXDWSA-M	O[C@H]1CC[C@]2([C@H](C1)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C
QRBQTBMHAOMKGV-ALONJKLMSA-N	O/N=C(/[C@@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
QRBQTBMHAOMKGV-SQKPKHCXSA-N	O/N=C(/[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
QRBQTBMHAOMKGV-PZCCWUKDSA-N	O/N=C(/[C@@H]1CC[C@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
QRBQTBMHAOMKGV-OEBLFHKXSA-N	O/N=C(/[C@H]1CC[C@H]2[C@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
YLFRRPUBVUAHSR-FOHMRKQQSA-N	O[C@H]1CC[C@]2(C(=CC[C@H]3[C@H]2CC[C@]2([C@H]3CC=C2C(=O)C)C)C1)C
YLFRRPUBVUAHSR-UVHAVTLWSA-N	O[C@H]1CC[C@]2(C(=CC[C@H]3[C@H]2CC[C@]2([C@@H]3CC=C2C(=O)C)C)C1)C
XWFWMYFLNHTEBF-MRTPNAOKSA-N	COC(=O)[C@H]1CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@@H]2CCC2=CC(=O)CC[C@@]12C
XWFWMYFLNHTEBF-WHHPXKAQSA-N	COC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CCC2=CC(=O)CC[C@@]12C
XWFWMYFLNHTEBF-ORAJIYJMSA-N	COC(=O)[C@H]1CC[C@@H]2[C@@]1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@@]12C
XWFWMYFLNHTEBF-FSLXVOFHSA-N	COC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@@]12C
GMBNNHLANOGOAU-UHFFFAOYSA-M	Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1S(=O)(=O)[O-])NC1CCCCC1
BNBSCAZCQDLUDU-DOFZRALJSA-N	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N
BYYQYXVAWXAYQC-LJQANCHMSA-N	CC(=O)N[C@@H](C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2
PYWLBQPICCQJFF-FXQIFTODSA-O	[NH3+]C[C@@H]1O[C@@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
PYWLBQPICCQJFF-BIIVOSGPSA-O	[NH3+]C[C@@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
PYWLBQPICCQJFF-GJMOJQLCSA-O	[NH3+]C[C@@H]1O[C@H](C[C@H]1O)n1cc(C)c(=O)[nH]c1=O
OSSYTOVYXCAWPG-UHFFFAOYSA-P	NC(=[NH2+])c1ccc(cc1)Oc1ccc(cc1)c1cc2c([nH]1)cc(cc2)C(=[NH2+])N
DDROKKYSSQPXQO-FWEHEUNISA-M	CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)OC(C)(C)C
DDROKKYSSQPXQO-NFGXINMFSA-M	CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)OC(C)(C)C
DDROKKYSSQPXQO-WKAQUBQDSA-M	CSCC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)OC(C)(C)C
DDROKKYSSQPXQO-RAVGUYNFSA-M	CSCC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)OC(C)(C)C
IXOTYZBGMPXQDA-UHFFFAOYSA-L	[O-]C(=O)Cn1c(CCCCc2nc3c(n2CC(=O)[O-])cccc3)nc2c1cccc2
RKNQSFIXDXLHEM-FFWIPWSWSA-N	O=C(N1[C@H](C)C[C@@H](c2c1cccc2)N(c1ccccc1)C(=O)C)/C=C/c1ccccc1
RKNQSFIXDXLHEM-IAQPNLFFSA-N	O=C(N1[C@@H](C)C[C@H](c2c1cccc2)N(c1ccccc1)C(=O)C)/C=C/c1ccccc1
IBOXOGVHBFUSFH-PMACEKPBSA-M	CC(C[C@@H](C(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C
VJGGHXVGBSZVMZ-QIZQQNKQSA-M	[O-]C(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@H]([C@@H]1/C=C/[C@H](COc1cccc(c1)Cl)O)O
YOCWIHYZDHPSHD-UHFFFAOYSA-O	NC(=[NH2+])SCc1ccc(cc1)Cl
UHKQMARVSRNCNE-UHFFFAOYSA-M	Clc1cc(Cl)c(c(c1)S(=O)(=O)N1CCCC1)[O-]
LSHVYAFMTMFKBA-FPOVZHCZSA-N	Oc1cc(O)c2c(c1)O[C@H]([C@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O
KRULQRVJXQQPQH-SANMLTNESA-M	O=C(OCc1ccccc1)NCCCC[C@@H](C(=O)[O-])NC(=O)OCC1c2ccccc2c2c1cccc2
KGIJOOYOSFUGPC-JGKLHWIESA-M	CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)[O-])O
RZQIBGXCHZEONC-UHFFFAOYSA-M	O=C(Nc1ccccc1C(=O)[O-])COc1ccc(cc1)C(C)(C)C
YMIKAQYPFQWUEM-UHFFFAOYSA-N	CSc1sc(c2c1C(=O)CC(C2)(C)C)c1n[nH]cc1
UYZFAUAYFLEHRC-ZCFIWIBFSA-O	[O-]C(=O)[C@@H](CCCNC(=[NH2+])C)[NH3+]
RJDWQLQWIGSBFC-MQVPCNEGSA-N	CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2c(N1C(=O)c1ccc(cc1)OC)cccc2
XKLMTNNTVUNKMD-UHFFFAOYSA-N	COc1ccc(cc1)S(=O)(=O)n1nc(cc1N)OC(=O)c1ccccc1C
OUDZANWEQJRFFQ-UHFFFAOYSA-O	CCCC1CCC(CC1)C(=O)Nc1ccc2c(c1)c(C)cc([nH+]2)N1CCOCC1
ZJGIOIRWZBZLEU-UHFFFAOYSA-O	CC1CC[NH+](CC1)Cc1cccc2c1cccc2
