Molregno	StandardInChIKey	Chirality	IsProdrug	CanonicalSMILES
806839	LYFVNEFIVIOCTH-UHFFFAOYSA-N	Unknown	Unknown	FC(F)(F)c1ccc(c(NC(=O)c2ccc(Br)cc2)c1)n3cncn3
829560	VCGOQTRDKALRGU-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)N1CCN(CC1)C(=O)c2cc([nH]c2C)c3ccc(F)cc3
1150505	CKUVNOCSBYYHIS-IRFFNABBSA-N	Unknown	Unknown	CC(=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]23C)C
516227	HYXMIUGYZHSSJS-UHFFFAOYSA-N	Unknown	Unknown	CNCCC(c1ccccc1)c2c[nH]c3ccccc23
994647	BJXFVVVZAKOCJZ-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1C)C(=O)COC(=O)c2ccc3C(=O)N(C(=O)c3c2)c4cccc5ncccc45
320522	SSOLNOMRVKKSON-UHFFFAOYSA-N	Achiral	Yes	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
1340427	MHDPEMTVXWNYAP-OSMRDGEFSA-M	Unknown	Unknown	[Na+].OC(=O)C1=C\C(=C(\c2ccccc2)/c3cc(C(=O)[O-])c(O)c4ccccc34)\c5ccccc5C1=O
798102	QWJMXURFUSFTNV-AUEPDCJTSA-N	Unknown	Unknown	CCC\C=C(/CCC)\C(NS(=O)(=O)c1ccc(cc1)C(F)(F)F)c2ccc(cc2)c3ccccc3
359561	OWBWZSMKDNGWIL-RPWUZVMVSA-N	Unknown	Unknown	CN([C@H]1CCN(C1)C(=O)N2CC[C@H](C2)NC3CCC(C)(C)CC3)C(=O)c4ccc(s4)c5ccc6OCCOc6c5
421525	GQPVTPBVODGSBT-QXTIUPHPSA-N	Unknown	Unknown	CC(=O)N1CCC(CC1)N2CC[C@@H](CN3CCC[C@@H](Cc4ccc(F)cc4)C3)[C@@H](C2)NC(=O)Nc5nc(C)c(s5)C(=O)C
1008715	KARXYSQQWCWFDA-UHFFFAOYSA-N	Unknown	Unknown	Brc1ccc(cc1)C(=O)ONc2ccc(cc2)N=O
1008712	GCUFCCWUCULDPW-UHFFFAOYSA-N	Unknown	Unknown	O=C(N1CCN(CC1)c2ncccn2)c3ccc4nc(c5occc5)c(nc4c3)c6occc6
827098	COAZFKKBVSGNML-UHFFFAOYSA-N	Unknown	Unknown	CCCN=C(S)Nc1ccc(Br)cc1
871217	BYEDVHQRAJNRIW-UHFFFAOYSA-N	Unknown	Unknown	CCCCSCc1nc2nc(Cl)c(Cl)nc2[nH]1
44406	BZQFBWGGLXLEPQ-REOHCLBHSA-N	Single_Stereoisomer	No	N[C@@H](COP(=O)(O)O)C(=O)O
931588	BRCITODEJQWUIL-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)c1c(oc2ccc(O)cc12)C(C)(C)C
964034	LVYLRHZFTXQJCR-UHFFFAOYSA-N	Unknown	Unknown	CCOc1ccc(cc1)C(=O)Nc2cnn(Cc3ccc(Cl)c(Cl)c3)c2
920605	DJKGDNKYTKCJKD-BPOCMEKLSA-N	Unknown	Unknown	OC(=O)[C@H]1[C@@H](C(=O)O)[C@@]2(Cl)C(=C(Cl)[C@]1(Cl)C2(Cl)Cl)Cl
920606	VNDKVRPZDLMDAF-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(CSCC(=O)Nc2nccs2)cc1
987031	KUDPDUPZQRUHDE-UHFFFAOYSA-N	Unknown	Unknown	CNc1nc(nc2ccccc12)c3ccccc3CN(C)C
916257	FHTCENNRXVNTTJ-UJDWJPCPSA-N	Unknown	Unknown	CO[C@H]1COC(=O)[C@@H](C)COC(=O)[C@@H](Cc2ccccc2)NC(=O)C\C=C/[C@H]1C
849043	JZLGHPUWFFNTRG-UHFFFAOYSA-N	Unknown	Unknown	Cc1c(Cl)cccc1NC(=O)CCC(=O)NNC(=O)c2occc2
939208	HXLUHRHSBSLZJT-UHFFFAOYSA-N	Unknown	Unknown	CS(=O)(=O)N1CCC2(CCCN(C2)C(c3ccccc3)c4ccccc4)CC1
1292025	OLTVILGVIQGPSA-NSKAYECMSA-N	Unknown	Unknown	Cn1nc(c(\C=N\OC(=O)c2ccccc2Cl)c1SCc3ccc(Cl)cc3)C(F)(F)F
337871	SJHKJRARQHDQKM-FCHUYYIVSA-N	Unknown	Unknown	CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)CN(C(=O)C)c3ccccc3
931059	MOENGLXEPZUZIG-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)Cc1cc(O)n2nc(C)c(C#N)c2n1
931051	JCBBOXRTFPEZBJ-NTEUORMPSA-N	Unknown	Unknown	Cc1ccc(C)n1N2C(=S)S\C(=C\c3ccc(Cl)cc3)\C2=O
931056	NYYDIRAMLLWGJX-UHFFFAOYSA-N	Unknown	Unknown	Cc1onc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5ccccn5)cc2)c1
1347598	VLBBPWTZWIHQLB-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(nc5)c6ccc(cc6)C(=O)O
1430090	GCFQTXXNPYVOLQ-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)C(=O)N1CCC(CC1)c2ccc(cc2C(F)(F)F)C(=O)NC(=N)N
1035119	BXAONUZFBUNTQR-UHFFFAOYSA-N	Unknown	Unknown	Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
883101	MITCJQMHLRVRDH-UHFFFAOYSA-N	Unknown	Unknown	[O-][N+](=O)c1ccc(cc1)C(=O)NC(=S)Nc2ccc(cc2)C(=O)N3CCOCC3
23522	IPEHBUMCGVEMRF-UHFFFAOYSA-N	Achiral	Yes	NC(=O)c1cnccn1
599227	IGIVWRJICPRDTF-UHFFFAOYSA-N	Unknown	Unknown	OC(=O)Cc1sc(nc1c2ccccc2)c3ccc(Cl)cc3
1745517	FJCDSQATIJKQKA-UHFFFAOYSA-N	Unknown	Unknown	Cc1cccc(n1)c2[nH]c(CNc3ccccc3F)nc2c4ccc5ncnn5c4
1347591	HXQJWMVKPWEYDZ-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc7[nH]ncc7c6
27639	ASUTZQLVASHGKV-JDFRZJQESA-N	Single_Stereoisomer	No	COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
1780329	PNUGCHCVDNISAD-UHFFFAOYSA-N	Unknown	Unknown	OC(Cn1cnnn1)(c2ccc(F)cc2F)C(F)(F)c3ccc(OCC(F)(F)F)cn3
51524	YQUVCSBJEUQKSH-UHFFFAOYSA-N	Unknown	Unknown	OC(=O)c1ccc(O)c(O)c1
1105714	KZJJWYRFBGEUAE-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1OC)C(=O)NC2CC3CCCC(C2)N3CC(C)C
1685934	PDFCOENQIDHZPZ-NVNXTCNLSA-N	Unknown	Unknown	Cc1ccc(cc1[N+](=O)[O-])C(=O)N\N=C/c2ccc[nH]2
771246	FZKAYYNEQVRLQY-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(Cc2nc3cc(ccc3[nH]2)S(=O)(=O)N4CCOCC4)cc1OC
948069	DLTOEESOSYKJBK-UHFFFAOYSA-N	Unknown	Unknown	Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc4ccccc24)CC1
1012487	GZHRDVFMEBQOLH-UHFFFAOYSA-N	Unknown	Unknown	CCN1C(=O)C=C(OCC(=O)Nc2cccnc2)c3ccccc13
1060512	AILCVPMYLXWTCO-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(cc1)C(=O)Nc2cccnc2
1060513	BGSUATYDORXBCT-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(cc1)C(=O)Nc2cccnc2
1060510	FHAMEVOECBJOOC-UHFFFAOYSA-N	Unknown	Unknown	Brc1cncc(c1)C(=O)Nc2cccnc2
1060511	BBTGWRLIETYEJO-UHFFFAOYSA-N	Unknown	Unknown	O=C(Nc1cccnc1)c2ccccc2
1060516	MCEIMWLGWBXCME-UHFFFAOYSA-N	Unknown	Unknown	FC(F)(F)c1ccc(cc1)C(=O)Nc2cccnc2
1060514	WBGOUSGRVAAACL-UHFFFAOYSA-N	Unknown	Unknown	Brc1ccc(cc1)C(=O)Nc2cccnc2
1015371	GEKPMVDOUWQWJY-UHFFFAOYSA-N	Unknown	Unknown	CN1CCN(CC1)c2ncc3N=C(C(=O)N(CCC#N)c3n2)c4cccs4
1060518	OMHXOAPLNZOELY-UHFFFAOYSA-N	Unknown	Unknown	O=C(Nc1cccnc1)c2ccc(cc2)C#N
1060519	DRCKREXMVGWWIE-UHFFFAOYSA-N	Unknown	Unknown	[O-][N+](=O)c1ccc(cc1)C(=O)Nc2cccnc2
738349	ZONKBPPCLMHWHG-NRFANRHFSA-N	Unknown	Unknown	COc1ccccc1CN2CC[C@@]3(CCCN(C3)C(=O)c4cnccn4)C2
27185	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Achiral	No	CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3
469398	QFKQUMBUFVKQBH-UHFFFAOYSA-N	Unknown	Unknown	CN1CCN(CC1)c2cc(nc(N)n2)c3ccc(cc3)C#N
1349768	OQZGBAAWFMGASB-UHFFFAOYSA-N	Unknown	Unknown	Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)N5CCC5=O)c6cc(O)ncn6
1685681	LYBUTWOQULQQLO-ZVBGSRNCSA-N	Unknown	Unknown	FC(F)(F)c1nc2ccccc2nc1N\N=C\c3ccc(Cl)cc3
1349764	NTUAWRQDBAVJLK-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc(cc6F)C(=O)O
1349767	ZREIKOVBKPAVMW-UHFFFAOYSA-N	Unknown	Unknown	Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)C5CCCCC5)c6cc(O)ncn6
1349766	DACGAATZKIWONI-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc(C(=O)O)c(C)c6
992874	BXKPXOLOHHWWCM-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)c1nnn(c1C)c2nc(N)nc(n2)N(c3ccccc3)c4ccccc4
50439	UIAYVIIHMORPSJ-UHFFFAOYSA-N	Achiral	No	CN(C1CCCCC1)C(=O)CCCOc2ccc3nc(O)ccc3c2
746411	BYPVUTGUUDJEGG-UHFFFAOYSA-N	Unknown	Unknown	CC1CCCCN1c2cc(C#N)c(cc2[N+](=O)[O-])C#N
992878	JCVKYNOWXCOUOL-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(C)cc(Oc2nn[nH]n2)c1
925720	XWIOVBFOMIECGL-UHFFFAOYSA-N	Unknown	Unknown	Oc1ccc(c(O)c1)c2[nH]ncc2c3ccc(Cl)cc3
430513	OXKNPDBMCGNOGH-UHFFFAOYSA-N	Unknown	Unknown	CCCCCCN(C(C(=O)NCCCC)c1ccc(OCC(=O)OC)c(c1)C(=O)OC)C(=O)CCCCCN2C(=O)NC(C(=C2C)C(=O)OCc3ccccc3)c4ccc(cc4)[N+](=O)[O-]
1023047	HJPJXRXTEZFKCI-UHFFFAOYSA-N	Unknown	Unknown	CNc1nc(nc2ccccc12)c3ccccc3Cl
111526	SVDSXMKJDCDWLU-UHFFFAOYSA-N	Unknown	Unknown	CC12CCC3C(C1CCC2=O)C(=O)C=C4CCCCC34C
111527	YRRGNZGUKMXMKK-UHFFFAOYSA-N	Unknown	Unknown	CC12CCC3C4CCCCC4=CC(=O)C3C1CCC2=O
748524	BLHVSLNMKSONKB-UHFFFAOYSA-N	Unknown	Unknown	[O-][N+](=O)c1cc(cc(c1Oc2ccc3C4=C(CCCC4)C(=O)Oc3c2)[N+](=O)[O-])C(F)(F)F
60964	ALYWJJBDPOOUNS-DARPEHSRSA-N	Unknown	Unknown	CCCCCO\C(=C/1\C(C(=C(C)N=C1C)C(=O)OCCOCCC)c2cccc(c2)[N+](=O)[O-])\O
1686797	KIMCEDHUGFCYEE-VGOFMYFVSA-N	Unknown	Unknown	[O-][N+](=O)c1ccc(\C=N\NC(=O)c2ccccc2Br)s1
52874	LEZWWPYKPKIXLL-UHFFFAOYSA-N	Racemic	No	Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1
767996	BAURRNRAFNHHFA-UHFFFAOYSA-N	Unknown	Unknown	CC(C)C(=O)N1CCN(CC1)c2ccc(NC(=O)COc3ccccc3C)cc2Cl
1104040	UNOQWOGQABWOAY-UHFFFAOYSA-N	Unknown	Unknown	NC(=O)NC(=O)Nc1ccccc1Cl
1027961	CGIRRPTVRPAEOY-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)N(C)c2c(cn3nccc(C)c23)C1=O
908221	JZKINVDUWLITKO-UXCOJYHUSA-N	Unknown	Unknown	COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCCNc6ccc(cc6Cl)C(F)(F)F
65249	PSTIGTLOMGJZKB-NRFANRHFSA-N	Unknown	Unknown	CC(=O)c1cc(NC(=O)NCCCN2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(c1)C(=O)C
383745	QQDQTWDEUJPACU-UHFFFAOYSA-N	Unknown	Unknown	CC1CNC(=N1)c2cc(C)c3nc([nH]c3c2)C4=C(NCC(O)c5cccc(Cl)c5)C=CNC4=O
759350	IFCVOBDIZQICIA-OAHLLOKOSA-N	Unknown	Unknown	C[C@H](CN(C)C)C(O)(c1ccccc1)c2ccccc2
383747	OPICGPYWGONRDP-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)C5=NCCCN5
383746	IQSICYGTAPFFKF-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)C5=NC(C)(C)CN5
759355	LDQHNYKXZDBWKI-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)C1(Cc2ccccc2)NCC3=C(C(C)C)C(=O)C(C)C3=C1
383740	AENCTNCRKXVXOM-UHFFFAOYSA-N	Unknown	Unknown	CN(C)C(=O)c1cc(C)c2nc([nH]c2c1)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O
383743	AMKPHWUXNDGLHA-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)C(=O)NC5CCCCC5
383742	VOEZJKBTZPTQLU-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)C(=O)NC5CCCC5
1112016	IOACSOCWUVSQEC-UHFFFAOYSA-N	Unknown	Unknown	NC(=O)CN1C(=O)C2C(C3c4ccccc4C2c5ccccc35)C1=O
383748	WGPYWDLNUPWWNN-UHFFFAOYSA-N	Unknown	Unknown	CNC(=N)c1cc(C)c2nc([nH]c2c1)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O
1265638	NXMVXFZSFNIWBX-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(CNC(=O)c2cn(C)c3cc(ccc23)c4cn[nH]c4)c1
250508	DOQPXTMNIUCOSY-UHFFFAOYSA-N	Racemic	No	Cl.COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
1686249	NMEGICJUPKNWMH-WCIBSUBMSA-N	Unknown	Unknown	Nc1nnnn1\N=C/c2ccc(Cl)c(c2)[N+](=O)[O-]
915742	FSZZPPMHTJCPBD-UHFFFAOYSA-N	Unknown	Unknown	CN(C)c1nccc(N(Cc2ccccc2)Cc3ccccc3)c1C#N
1700312	CETBIGPNTSZNJQ-OQLLNIDSSA-N	Unknown	Unknown	O\N=C\c1ccc(SCc2ccccc2)c(c1)[N+](=O)[O-]
1519682	HIWVLHPKZNBSBE-OUKQBFOZSA-N	Unknown	Unknown	CS(=O)(=O)c1ccc(nc1)c2nnc(\C=C\c3oc(nn3)c4ccc(cc4)C#N)n2c5ccccc5Cl
1686244	KRYMHFJIXIVISB-ZMOGYAJESA-N	Unknown	Unknown	COc1ccc(OCCn2c(C)c(\C=N\n3cnnc3)c4ccccc24)cc1
477548	PWQQNOLPFIDYHD-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)C=C(C)C2=C1C(=O)C=CC2=O
425666	HXWCQEQIPYCSAM-QPPBQGQZSA-N	Unknown	Unknown	CN(CC(=O)N1CCC[C@@H]([C@@H]1CN2CCCC2)c3ccccc3)c4ccc(Cl)c(Cl)c4
922511	JZRSZAHOVPRLMU-UHFFFAOYSA-N	Unknown	Unknown	CCOc1ccccc1Nc2nc(cs2)c3sc(NC(=O)c4cccc(Cl)c4)nc3C
872175	SNLMPMGNJIYVJB-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccc1C3=Cc4ccccc4OC3=O
872172	SQTQLYLREOGMAB-PICNGLBESA-N	Unknown	Unknown	COC(=O)Cn1c2C[C@H]3CN(C(=O)c4ccccc4)[C@](Cc5ccccc5)([C@H]3c2cc1C(=O)N6CCCC6)C(=O)OC
801459	WSSJONWNBBTCMG-UHFFFAOYSA-N	Racemic	No	CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O
877525	NUYDBDGECBIUPJ-MAFUWASYSA-N	Unknown	Unknown	OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC(=O)[C@@H](O)[C@@H]1O
31226	PBLNUULCDSCFID-FMIVXFBMSA-N	Unknown	Unknown	COc1cccc2C(=O)\C(=C\c3ccncc3)\Cc12
801450	VFHQPLSGRWTVAS-UHFFFAOYSA-N	Unknown	Unknown	Cl.CC(C)(C)CNC(CO)C12CC3CC(CC(C3)C1)C2
2036030	QHRIPYHARJRXIH-ZAQUEYBZSA-N	Unknown	Unknown	Cn1cc(C(=O)N2CCN(CC3CCNCC3)CC2)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14
683430	ARJPLPHVQBNIKZ-CWQZNGJJSA-N	Unknown	Unknown	CC(C)CC1n2cncc2CN([C@@H](C)c3ccc(Cl)cc3)S1(=O)=O
683431	ARJPLPHVQBNIKZ-FWJOYPJLSA-N	Unknown	Unknown	CC(C)CC1n2cncc2CN([C@H](C)c3ccc(Cl)cc3)S1(=O)=O
683432	FPYFDKXCMNWPRU-HKALDPMFSA-N	Unknown	Unknown	C[C@H](N1Cc2cncn2C(CC(C)(C)O)S1(=O)=O)c3ccc(Cl)cc3
683433	GVZKXJCNQYYFST-CWQZNGJJSA-N	Unknown	Unknown	C[C@H](N1Cc2cncn2C(CC3(C)COC3)S1(=O)=O)c4ccc(Cl)cc4
1700959	SKBULNHCEGPGGB-QXMHVHEDSA-N	Unknown	Unknown	CCC(=O)\N=C\1/SC2CS(=O)(=O)CC2N1CC=C
1078667	HARFBUBNZYYWJO-LURJTMIESA-N	Unknown	Unknown	C[C@H](Nc1ncnc2sc3CCCc3c12)C(=O)O
220555	DPHKDPSHQYZTCI-NAYOJDKUSA-N	Unknown	Unknown	C[C@@H]1CCC2C(C)(C)C3CC12CC[C@@]3(C)OC(=O)Cc4ccncc4
442664	WURBVZBTWMNKQT-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
795481	ZJOBRWSWAPAQAF-ZSAJISLYSA-N	Unknown	Unknown	CCNC(=O)[C@H](C)\C=C\C(NC(=O)OCc1ccccc1)c2ccc(cc2)C(=O)OC
1060072	TXOGQEKHNHEKSN-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1C#Cc2ccccc2)C(=O)N3CCN(CC3)c4cnccn4
1024093	AGRYPPPEOJFIBA-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1)S(=O)(=O)c2c(C)nn(c2OC(=O)c3cccs3)C(C)(C)C
1060075	COFRHXMGMXVWDH-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1C#Cc2ccccc2)C(=O)N3CCN(CC3)c4ccccn4
1024094	OVKJYJADZXQCKR-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccccc1c2cc(NCc3ccccc3)ncn2
420837	KCWZGJVSDFYRIX-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)C(N)CCCNC(=N)N[N+](=O)[O-]
753058	CZKHYUHYTLPRID-UHFFFAOYSA-N	Unknown	Unknown	CC(C)C(=O)Nc1cccc(c1)C(=O)Nc2nnc(C)s2
773488	YRTNUSSKCYSRKK-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc2oc(C(=O)c3ccccc3)c(N)c2c1
758006	YDHPHWBRBBKAPX-UHFFFAOYSA-N	Unknown	Unknown	C=CCN1C(=Nc2scc(c3ccccc3)c2C1=O)SCC(=O)N4CC(=O)Nc5ccccc45
102921	XPZLSAZRILMQEG-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc2CCC3C(C3c2c1)c4ccncc4
980877	RTJZHPNJQNZSCX-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)C1=C(CCS1)NC(=O)c2ccc(C)cc2
753050	FEHAMBYTUPDFJE-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)N(C)c2[nH]c(CSCc3ccccc3)nc2C1=O
817624	KRPZAWZPWQRPPA-RSPUHVBCSA-N	Unknown	Unknown	COc1cc(\C=C\2/C(=O)N=C3SC=CN3C2=N)ccc1OCCCOc4c(C)cccc4C
753053	DGKVIINXYTUEOQ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1)N2C(C(CCC2=O)C(=O)O)c3ccc(F)cc3
1022878	OTFNZDCCONHPIZ-UHFFFAOYSA-N	Unknown	Unknown	O=S(=O)(N1CCC2(CCN(CC2)c3ccc(cc3)c4ccccc4)CC1)c5ccccc5
809686	OCDVAFJSJKBAEU-UHFFFAOYSA-N	Unknown	Unknown	CC(NC(=O)c1ccc(cc1)N2CCCC2=O)c3ccccc3
812372	ALGZJIRUIRPIBH-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1)N2C(=S)SC(=C2N)C(=O)NCc3occc3
1967741	JJZSEBXEANIJCP-PKTZIBPZSA-N	Unknown	Unknown	NCCCCN(C[C@@H]1CN(CCN1)C(=O)c2ccccc2)[C@H]3CCCc4cccnc34
1679033	WWCLQNCIACIDSZ-CXUHLZMHSA-N	Unknown	Unknown	Clc1ccccc1\C=N\Nc2nc3CCCCc3s2
343217	WBEMJRFRGOAAJI-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(CCc2ccccc12)c3cccnc3
1024321	IRJFAALAXSAYQH-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(NC(=O)CCN2C(=O)Nc3ccsc3C2=O)cc1F
1024320	QAHZAHIPKNLGAS-UHFFFAOYSA-N	Unknown	Unknown	COC1CC2N3CC(O)C2(C=C1)c4cc5OCOc5c(OC)c4C3
1365083	TYDKAHFZLFMNQX-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3
343219	ARDWAGDGUKXSPH-UHFFFAOYSA-N	Unknown	Unknown	CC1Cc2ccccc2C=C1c3cccnc3
343218	ZKPVULIWDZEZIT-UHFFFAOYSA-N	Unknown	Unknown	CCC1=C(CCc2ccccc12)c3cccnc3
857699	JOAHPSVPXZTVEP-HFTRVMKXSA-N	Unknown	Unknown	CCN(CC)C(=O)N[C@@H]1C[C@@H]2[C@H](Cc3c[nH]c4cccc2c34)N(C)C1
614180	SSRCYGATNWFTBJ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(C2=COc3cc(O)ccc3C2=O)c(OC)c1
731204	LVHDMTIVFYFVJJ-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)Nc1cc(ccc1Oc2cccc(Br)c2)C(F)(F)F
982655	PNPRKQFGNGQFGJ-UHFFFAOYSA-N	Unknown	Unknown	Clc1cccc(Cl)c1CSCCNS(=O)(=O)c2ccc3OCCOc3c2
906994	FDZCLGROJMHINZ-UHFFFAOYSA-N	Unknown	Unknown	FC(F)(F)c1n[nH]c(SCc2ccc(Cl)cc2)n1
1013008	QVGADSAEXXGQMO-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(cc1)C2CC(=NN2c3ccccc3)c4occc4
1012516	AZXLQAJKHVDNDR-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(cc1)C(=O)NNC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(Cl)cc3
1746438	IYUQYZMILCFRJI-MRXNPFEDSA-N	Unknown	Unknown	O=C1N(CCn2ccc3cccc1c23)[C@@H]4CN5CCC4CC5
1746439	VVNHBZRFRXWLFQ-QGZVFWFLSA-N	Unknown	Unknown	Cc1cn2CCN([C@@H]3CN4CCC3CC4)C(=O)c5cc(Cl)cc1c25
1699624	VFTJXUCVAZTHIS-XDHOZWIPSA-N	Unknown	Unknown	CC(C)C(=O)N\N=C\c1ccc(OCc2ccccc2)cc1
940414	VKBIJCSJYZKBIH-UHFFFAOYSA-N	Unknown	Unknown	COCCNc1ncnc2ccc(cc12)c3cccc(NS(=O)(=O)C)c3
850371	VIURMXCKGJBPOY-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc2N=C3C=CC(=CN3C(=O)c2c1)C(=O)N4CCOCC4
841259	ISHRKNDRIGDTBK-UHFFFAOYSA-N	Unknown	Unknown	OC(Cc1cccnc1)(c2ccccc2)c3ccccc3
993284	MTKXIQKKONQTQJ-UHFFFAOYSA-N	Unknown	Unknown	O=C1C=Nc2cncnc2N1Cc3ccccc3
1817992	SNQTVUXJKJMYRL-ZDUSSCGKSA-N	Unknown	Unknown	CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c3ccc(Cl)cc3)on1
1817993	GQCPYMUOLFAADB-ZDUSSCGKSA-N	Unknown	Unknown	CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c3ccc(cc3)C(F)(F)F)on1
899250	PETXLFQWICXLKY-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(c1)c2ccc3ncnc(NCCc4c[nH]c5ccc(OC)cc45)c3c2
944037	HDIOIPNMHMYURW-KQWNVCNZSA-N	Unknown	Unknown	COc1ccc(c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cc2)c(c1)[N+](=O)[O-]
899259	OBRZWGUUEBAZNK-KTDBXEOASA-N	Unknown	Unknown	COC(=O)c1c(C)ccc2c(O)c3C(=O)c4c(O)cc5c(O[C@]6(C)O[C@@]5(C)[C@H](O)[C@H]([C@@H]6O)N(C)C)c4C(=O)c3cc12
