Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
PHGLPDURIUEELR-UHFFFAOYSA-N, P03956, Ambiguous_byMajorityVote, 1, 4, 50000.0, 2900.0
PHNXNPZJZWLACS-UHFFFAOYSA-N, Q13627, Ambiguous_byMajorityVote, 1, 1, 26020.0, 4579.0
PHTXWHVZQKYWJJ-WLHGVMLRSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 41300.0, 7550.0
PHZWCFWNUOZRND-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 2, 100000.0, 5760.0
PIBVXTJSTYQFHK-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 19245.47, 8828.55
PIEFYIFNORKLLX-ODLFYWEKSA-N, P35236, Ambiguous_byMajorityVote, 1, 1, 17900.0, 9660.0
PIHCOUNEIQIOLH-INIZCTEOSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 13224.0, 1212.0
PIHCOUNEIQIOLH-INIZCTEOSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 11000.0, 6280.0
PIJVFDBKTWXHHD-HIFRSBDPSA-N, O42275, Ambiguous_MaxIC50_too_high, 39, 3, 53000.0, 0.034
PIJVFDBKTWXHHD-HIFRSBDPSA-N, P22303, Ambiguous_MaxIC50_too_high, 114, 12, 7.07945784384e+16, 0.008
PIJVFDBKTWXHHD-HIFRSBDPSA-N, P06276, Ambiguous_MaxIC50_too_high, 69, 12, 4.3651583224e+16, 15.0
PIMYSBWAQQENMR-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 6150.0
PIPOUPBWXJODLO-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 30000.0, 180.0
PIQMLZKVWOJPIV-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 10900.0, 9050.0
PITSXODQFZPJCK-FQEVSTJZSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 25100.0, 4000.0
PITVIIACVFAXRK-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 50000.0, 9100.0
PIUUJWICZDNLGV-KAXIZBKFSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 60.39
PJAQJXIXQPHULS-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 2680.0
PJDMFGSFLLCCAO-NVRZHKMMSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 9120.0
PJDQCOBHWQSBSN-UHFFFAOYSA-N, Q07820, Ambiguous_byMajorityVote, 1, 1, 27904.0, 2983.82
PJLIHYXPEOMIMJ-HXUWFJFHSA-N, Q14524, Ambiguous_byMajorityVote, 1, 1, 20000.0, 9000.0
PJOYYKKUCYWPNI-ASHZAFPQSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11600.0, 7980.0
PJWKNGPDPAAESU-ZVBGSRNCSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10400.0, 8440.0
PKCDDUHJAFVJJB-VLZXCDOPSA-N, P00533, Ambiguous_byMajorityVote, 1, 1, 12500.0, 10000.0
PKIKIRVUEMAEKH-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 30500.0, 9910.0
PKJBHRWNMORUTF-UHFFFAOYSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 16700.0, 2800.0
PKLHRLXSXUKYMP-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 13607.75, 31.7
PKRWRSFYRRVPAV-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 4100.0
PKVXJRTWUNPBJP-RUZDIDTESA-N, P09237, Ambiguous_byMajorityVote, 1, 1, 24390.0, 10000.0
PKWHAAZTNXIQMC-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 1430.0
PLDUPXSUYLZYBN-UHFFFAOYSA-N, P08183, Active_tentative, 2, 1, 10400.0, 5700.0
PLGWYGPUULYMBF-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 15100.0, 3000.0
PLIHQMCBPVPWFZ-LZYBPNLTSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 36000.0, 620.0
PLSLYOZGYCPTIL-CEWLAPEOSA-N, Q00987, Active_tentative, 2, 1, 15300.0, 140.0
PLSLYOZGYCPTIL-HLAWJBBLSA-N, Q00987, Ambiguous_byMajorityVote, 1, 1, 30000.0, 7400.0
PLSLYOZGYCPTIL-HMXCVIKNSA-N, Q00987, Active_tentative, 2, 1, 16700.0, 290.0
PLSLYOZGYCPTIL-TYPHKJRUSA-N, Q00987, Ambiguous_MaxIC50_too_high, 5, 2, 29400.0, 100.0
PLUSCNOLGPTWEQ-UHFFFAOYSA-N, Q12809, Ambiguous_MaxIC50_too_high, 2, 1, 30000.0, 10000.0
PMBIASQKKYNLFP-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11400.0, 8840.0
PMMMSJCFWLKFEL-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 528.0
PMPTYOUJFOJQFI-WRYRMAMHSA-M, P00807, Ambiguous_byMajorityVote, 1, 2, 939700.0, 2370.0
PMSONNCQMRASIR-UHFFFAOYSA-N, Q8R455, Ambiguous_byMajorityVote, 1, 1, 16200.0, 6000.0
PMWSGFIJYUECNG-UHFFFAOYSA-N, P34913, Ambiguous_byMajorityVote, 1, 1, 20000.0, 8400.0
PMZVISPCVPVOFN-QFBILLFUSA-N, P29476, Ambiguous_byMajorityVote, 1, 1, 11000.0, 3600.0
PNBFEKVAJLXKGT-UHFFFAOYSA-N, P15056, Ambiguous_byMajorityVote, 1, 1, 84000.0, 5200.0
PNBQNGDMZFETMP-UHFFFAOYSA-N, P10696, Ambiguous_byMajorityVote, 1, 1, 30300.0, 2010.0
PNCBJXVNIRRHJP-UHFFFAOYSA-N, P10275, Ambiguous_byMajorityVote, 1, 3, 50000.0, 10000.0
PNCKVMGGVODNEF-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 18500.0, 7920.0
PNDBNEFDDWKYDD-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9200.0
PNGMKMONYFQHHW-SYSDJKJKSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 41600.0, 5200.0
PNJHOPPVHVQWPM-UHFFFAOYSA-N, Q8NER1, Inactive_all, 0, 1, 30000.0, 30000.0
PNJRQMGMROTWQX-OWEKSZQWSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 383.0
PNPZTBDUVCKZHK-JHGYPSGKSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 32500.0, 82.0
PNTJYZVURJSNRA-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 7350.0
PNWASFJIVFGXGH-UHFFFAOYSA-N, P04578, Ambiguous_MaxIC50_too_high, 2, 1, 26163.0, 8600.0
PNZCSBXDNIOCSW-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 12700.0, 8270.0
POCFCSWCKQCOOT-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 15090.58, 9508.09
POFIKJKJPDPHTI-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2700.0
POFNONHQILAECE-UHFFFAOYSA-N, Q16539, Active_tentative, 3, 2, 12022.64, 1535.0
POHXLIGBDVISNP-RJEJWSCMSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 23500.0, 65.0
POMSYFVYQLTSBL-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 4800.0
POOJYGRXTKHOHJ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8800.0
POQKMAYSCQZLGQ-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8160.0
POZPNDPDKFMYES-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 12653.0, 315.04
PPGLEUILAOUYQO-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 500.0
PQAPIBDZDMDUOZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 7280.0
PQCAUHUKTBHUSA-UHFFFAOYSA-N, P29476, Ambiguous_MaxIC50_too_high, 5, 2, 27000.0, 110.0
PQIFLRBLEHCDKA-UHFFFAOYSA-N, P49137, Ambiguous_byMajorityVote, 1, 1, 12000.0, 120.0
PQJFVYVHOIOJEX-OGZMHEHASA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 150.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, O95931, Ambiguous_byMajorityVote, 6, 6, 30000.0, 10000.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, P29375, Ambiguous_byMajorityVote, 6, 6, 30000.0, 10000.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, Q05BQ5, Ambiguous_byMajorityVote, 6, 6, 78000.0, 9000.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, Q12888, Ambiguous_byMajorityVote, 6, 6, 13700.0, 10000.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, Q96T88, Ambiguous_byMajorityVote, 6, 6, 30000.0, 10000.0
PQOOIERVZAXHBP-UHFFFAOYSA-N, Q9BUL5, Ambiguous_byMajorityVote, 6, 6, 30000.0, 10000.0
PQVJKJVNAQMFDJ-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 20200.0, 200.0
PQVSIUPQJCDZET-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 18100.0, 3120.0
PRAXUIQVVJSJMP-XDSPJLLDSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 19600.0, 1400.0
PRGOWRJQICDWIM-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 40000.0, 85.0
PRKCMWUATRLCBA-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 30028.0, 4843.5
PRKOCIJELXKDMC-UHFFFAOYSA-N, O60760, Ambiguous_byMajorityVote, 1, 1, 66900.0, 7100.0
PRKYYRSNDWFECB-GRSHGNNSSA-N, P51452, Ambiguous_byMajorityVote, 1, 2, 31900.0, 2760.0
PRKYYRSNDWFECB-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 19200.0, 5180.0
PSEYKDQFSOGYNR-ZENAZSQFSA-N, P42574, Ambiguous_byMajorityVote, 1, 1, 19390.0, 5.0
PSFGEHOWPXFVCJ-XSFVSMFZSA-N, Q9GZR1, Ambiguous_byMajorityVote, 2, 2, 18100.0, 6050.0
PSFGEHOWPXFVCJ-XSFVSMFZSA-N, O14727, Ambiguous_byMajorityVote, 2, 2, 100000.0, 707.0
PSSOTMPEBLYOAS-MGULVPRESA-N, P06766, Ambiguous_byMajorityVote, 1, 1, 23000.0, 9700.0
PSVMJGYZQLPLNM-UHFFFAOYSA-N, Q15056, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9250.0
PTEHHMVRHOYERK-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 5480.0
PTJBVABYDJDHNC-UHFFFAOYSA-N, P56817, Ambiguous_byMajorityVote, 1, 1, 25000.0, 500.0
PTQFQYKDIQOOMX-NVNXTCNLSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 7400.0
PTQXTEKSNBVPQJ-UHFFFAOYSA-N, P35610, Ambiguous_MaxIC50_too_high, 2, 1, 23500.0, 479.0
PUCSCLCOEROOCP-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 35000.0, 9600.0
PUOFENAWFXNNIH-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 18135.0, 2978.0
PUOKPLCASUFBAN-FXAWDEMLSA-N, P29476, Ambiguous_byMajorityVote, 1, 1, 19000.0, 450.0
PUOSEJGWQRCVKR-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11500.0, 8700.0
PURXNLRDNBGWES-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 39920.0, 4720.0
PUULBQMPZNFFRX-UHFFFAOYSA-N, Q96RI1, Ambiguous_byMajorityVote, 1, 1, 22290.0, 23.9
PUWBYRYCTCLZNB-YQLNASGTSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 11000.0, 4000.0
PUWMGMYFGMMEHU-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5040.0
PUXBGTOOZJQSKH-UHFFFAOYSA-N, P35354, Ambiguous_MaxIC50_too_high, 4, 1, 38000.0, 100.0
PUZQCAIXBLYSBU-HUUYTVAOSA-N, P97266, Ambiguous_byMajorityVote, 1, 1, 50000.0, 182.0
PVBRULDDFBPVHE-WYMLVPIESA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 50000.0, 8700.0
PVUCDJGDMYKQAV-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8070.0
PVXFDMFLZZZFCR-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 12000.0, 4440.0
PVYHZQVGZSMFMZ-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 3, 3, 15600.0, 7560.0
PVYHZQVGZSMFMZ-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 3, 3, 66000.0, 3670.0
PVYHZQVGZSMFMZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 3, 3, 51280.0, 4410.0
PWAXALXCQOHMEG-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10900.0, 8610.0
PWHLBCGJJAIRKH-YYPRZBTOSA-M, P23739, Ambiguous_byMajorityVote, 1, 1, 90000.0, 6500.0
PWJHHLDOTFKWMM-UHFFFAOYSA-N, P14902, Ambiguous_MaxIC50_too_high, 2, 1, 87000.0, 82.0
PWQRCMJORPPEDM-UHFFFAOYSA-N, P47900, Ambiguous_byMajorityVote, 1, 1, 18600.0, 3300.0
PWTRVUJMVBOJEV-NATPOTRJSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 50100.0, 5920.0
PXCSFYDKFROWTD-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 10000.0
PXKKBCJSETYFNQ-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 49744.0, 7375.0
PXPZPGMYQSIVAG-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 14000.0, 220.0
PXTMXJLYHQNMGJ-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 12369.0, 4219.0
PXWKRUWSKHYBTG-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 6490.0
PYFDOTXQYXXXGS-BZUAXINKSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 1500.0
PYRGAQAVLCGCTA-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 2740.0
PYTMYKVIJXPNBD-BTKVJIOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 29300.0, 2410.0
PYVUUPVBIDIYPY-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 50000.0, 7000.0
PYVYQZKNFYHFNG-XSHQRCBMSA-L, P36544, Ambiguous_byMajorityVote, 1, 1, 10471.29, 10000.0
PYWCXCBMYMFPTR-KZNAEPCWSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 20.0
PYZRQGJRPPTADH-UHFFFAOYSA-N, Q99250, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
PZHFOEDZPJQKHM-HOOSLVGPSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13000.0, 9530.0
PZRHRDRVRGEVNW-UHFFFAOYSA-N, Q14432, Active_tentative, 25, 2, 12000.0, 300.0
PZYUJIUSALQNPF-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 23016.05, 9161.71
QAALSTRPFRCOGF-WJRMKIIVSA-J, P49653, Ambiguous_byMajorityVote, 1, 1, 39810.72, 4000.0
QABUURICQJOWID-MRXNPFEDSA-N, P41594, Ambiguous_byMajorityVote, 1, 1, 32000.0, 36.0
QABZWIZUOWNALE-UHFFFAOYSA-N, Q9UKE5, Ambiguous_byMajorityVote, 1, 1, 30000.0, 5.0
QAETZHRJCLMRLK-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 4940.0
QAGFDTOVQKCZRK-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 14009.0, 505.98
QAGFDTOVQKCZRK-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 88800.0, 1390.0
QAGYKUNXZHXKMR-HKWSIXNMSA-N, P08183, Active_tentative, 4, 1, 19900.0, 350.0
QAJFPPXXVZWNQN-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 3780.0
QAMFHXKQMYJFCD-CXUHLZMHSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 10200.0, 3800.0
QASYRVOWGACADM-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 15000.0, 9270.0
QBFFFVNAKILYRI-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 21000.0, 1700.0
QBGFNQXJGAXHGH-UHFFFAOYSA-N, Q9HC97, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1198.36
QBGRYKLTKRKXQV-GYUFFBBGSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 27000.0, 8.0
QBQBUTPHASZOAU-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8190.0
QCBGTQHGJQLHSY-WVVAGBSPSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10400.0, 8090.0
QCCDZNXSEKJZRH-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 2, 2, 40100.0, 8000.0
QCCDZNXSEKJZRH-UHFFFAOYSA-N, P30304, Ambiguous_byMajorityVote, 2, 2, 31800.0, 5600.0
QCDFBFJGMNKBDO-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5790.0
QCEJTPCHYLGAJS-UHFFFAOYSA-N, Q6W5P4, Active_tentative, 2, 1, 18000.0, 9.1
QCGLANSEHHDGNF-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 2910.0
QCIBTTGAPXYYPW-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 88800.0, 70.0
QCTWQSIGJANDRV-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 600.0
QCZYEDSQWTTXCA-UHFFFAOYSA-N, Q07820, Ambiguous_byMajorityVote, 1, 1, 77781.0, 2104.56
QDDQSSZZYNCVHC-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11700.0, 9660.0
QDEUPOJLZLICQE-UHFFFAOYSA-N, Q16539, Ambiguous_byMajorityVote, 1, 2, 20000.0, 2800.0
QDNROJXIPJKYJU-CEBSZYIUSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 19300.0, 1400.0
QDQVYFDICGXMIX-UHFFFAOYSA-N, P43119, Ambiguous_byMajorityVote, 1, 1, 12400.0, 3584.0
QDRMADZJYIYBQQ-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 19236.0, 3562.0
QDXDXUOBWLLQTF-KMKPNOTNSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 79000.0, 3400.0
QDXMFCZLMYCHCL-GIJQJNRQSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 2800.0
QEAFXEGZLCSZLA-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 3580.0
QEAYLNJEDDOYNQ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 4470.0
QEDWLCRNRXCASG-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5420.0
QEJHLSBDMXBLQO-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 18797.6, 1048.87
QEKKZTBXSULKCC-LJQANCHMSA-N, P97612, Ambiguous_MaxIC50_too_high, 2, 1, 42000.0, 10000.0
QELHXIAPFXFETO-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 20900.0, 7050.0
QELJUVYWWJBVSV-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 29400.0, 4310.0
QESHNZBJCSJXHC-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 660.0
QESHSZWKJULSAR-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8100.0
QFGCKIFQWCXHIM-ZVHZXABRSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 7910.0
QFKWGNHOYQRRKI-UHFFFAOYSA-N, Q9HC97, Ambiguous_byMajorityVote, 1, 1, 17660.0, 760.98
QFMMVEPTDTUFHG-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 52950.0, 9520.0
QFWRTIPJYXVOOA-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 23600.0, 7430.0
QFZSMDVUUHMSJC-UKWGHVSLSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 4940.0
QGDYBHBFPSUXNX-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 17200.0, 6550.0
QGIYLBVQZALCCL-UHFFFAOYSA-N, Q9Y2R2, Ambiguous_byMajorityVote, 1, 1, 40000.0, 10000.0
QGJNMWJIGUMPES-UHFFFAOYSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9300.0
QGJZLNKBHJESQX-FZFNOLFKSA-N, P06766, Ambiguous_byMajorityVote, 1, 1, 14000.0, 6500.0
QGPCRLUSDYAPAL-DHRITJCHSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 27400.0, 7710.0
QGSISOQHGKBIQO-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 14473.0, 9265.0
QGWCKJXCAOSANX-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 20000.0, 3100.0
QHBULSMFFXTEHH-UHFFFAOYSA-N, P34707, Ambiguous_byMajorityVote, 1, 1, 37950.0, 4770.0
QHCRWOYXPXJUJS-KZNAEPCWSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 50.0
QHECSFUCXPSZBJ-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 1, 15700.0, 6930.0
QHHKHVDYLSMOOG-NDEPHWFRSA-N, P56817, Active_tentative, 2, 1, 11000.0, 4900.0
QHLAYIJLTRDSOE-UHFFFAOYSA-N, P31941, Ambiguous_byMajorityVote, 1, 2, 14400.0, 4140.0
QHXHUHXSKMAPFQ-UHFFFAOYSA-N, P23219, Ambiguous_byMajorityVote, 1, 2, 23000.0, 5000.0
QIGBRXMKCJKVMJ-UHFFFAOYSA-N, O42713, Ambiguous_byMajorityVote, 1, 7, 4500000.0, 9810.0
QIXHONYXMGWOAK-UHFFFAOYSA-N, P09960, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8900.0
QJBJGFACSBPWFU-UHFFFAOYSA-N, P41145, Ambiguous_MaxIC50_too_high, 3, 1, 32000.0, 824.0
QJPYARHRMNJIKM-UHFFFAOYSA-N, O43603, Ambiguous_byMajorityVote, 1, 1, 42000.0, 1289.0
QJXUQTNPYSTTFZ-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 13296.0, 8175.0
QKJISACYTOLKPC-PQQSRXGVSA-N, P51681, Ambiguous_byMajorityVote, 1, 1, 68000.0, 2800.0
QKKOBIVTYGMKGS-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 18000.0, 380.0
QKNOXQBHHBFRFU-VGOFMYFVSA-N, O14684, Ambiguous_byMajorityVote, 1, 1, 18500.0, 170.0
QKTJLQPSNJEMRD-UHFFFAOYSA-N, P35236, Active_tentative, 4, 2, 13300.0, 284.0
QKTJLQPSNJEMRD-UHFFFAOYSA-N, Q64346, Ambiguous_byMajorityVote, 2, 4, 24233.0, 10000.0
QKTZQXBYQAXPDG-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 35000.0, 2300.0
QKVHGMOFMMASRA-UHFFFAOYSA-N, P06276, Ambiguous_byMajorityVote, 1, 1, 16500.0, 16.5
QKXCOBBZMYPLCG-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 23735.0, 8250.0
QLIJDTTVUNSTPX-LUJOEAJASA-N, P11413, Ambiguous_byMajorityVote, 1, 1, 17400.0, 1200.0
QLKVYUYEIZLSOY-QAJMXTGNSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 30000.0, 7500.0
QLOPWQMEFQZFEZ-BRWVUGGUSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 20.0
QLSMJIVZRRKZTM-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 16100.0, 7060.0
QMBJNPIOIMZTDF-UHFFFAOYSA-N, Q07440, Ambiguous_byMajorityVote, 1, 1, 16300.0, 8140.0
QMFKCYNELPKFIX-WMZOPIPTSA-N, P42264, Ambiguous_byMajorityVote, 1, 2, 39270.0, 1160.0
QMGUOJYZJKLOLH-UHFFFAOYSA-N, Q8IXJ6, Active_tentative, 2, 1, 11700.0, 7300.0
QMKZXESKCHTWDO-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 20000.0, 4330.0
QMMIFWYVGNVUCF-YYADALCUSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1590.0
QMNHDUJCIDOJGW-MLAKCTNMSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5400.0
QMOISTYNOCNAEF-UHFFFAOYSA-N, P43405, Ambiguous_byMajorityVote, 1, 1, 31622.78, 158.49
QMSPEQOEFDFBDC-NAKRPEOUSA-N, P23739, Ambiguous_byMajorityVote, 2, 2, 11000.0, 110.0
QMXITSUWIUBICJ-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12000.0, 6590.0
QNEZKPVRJPTWRI-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 88800.0, 9680.0
QNFIAXIFYORZDK-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 18545.0, 8015.0
QNNBMSGFNQRUEH-OCPPCWRMSA-N, P51681, Ambiguous_byMajorityVote, 2, 2, 447000.0, 51.0
QNNBMSGFNQRUEH-XZVFQGBBSA-N, P51681, Ambiguous_byMajorityVote, 2, 2, 182000.0, 44.0
