Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
QNOKUAAIIQQOHF-MGPQQGTHSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 300.0
QNZSVEIPQWPBJO-UHFFFAOYSA-N, O00311, Ambiguous_byMajorityVote, 1, 1, 50000.0, 4700.0
QOBXTKFDZSBUOW-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 10429.0, 1640.0
QOBXTKFDZSBUOW-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 88800.0, 2350.0
QOHQFFNJYZABNV-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 19700.0, 6720.0
QOIZVPXCIKQNNN-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 19133.0, 2560.0
QOKXCAGORAZEFG-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6240.0
QOPHDNPCVKIJEJ-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 13669.0, 3703.0
QORVDGQLPPAFRS-XPSHAMGMSA-N, P81908, Ambiguous_byMajorityVote, 2, 4, 16900.0, 1520.0
QOUKJAZSKBNNGR-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 23200.0, 6540.0
QOYLFEOOSMDYPI-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 15900.0, 6760.0
QOYNJNDPPQNAPL-UHFFFAOYSA-M, Q9R0W2, Ambiguous_MaxIC50_too_high, 6, 4, 200000.0, 1000.0
QOYNJNDPPQNAPL-UHFFFAOYSA-M, Q63089, Ambiguous_MaxIC50_too_high, 6, 4, 200000.0, 400.0
QPNNHESIIGBWRN-UHFFFAOYSA-N, Q05769, Ambiguous_byMajorityVote, 1, 2, 100000.0, 24.0
QPVPCRMOVBLWQG-UHFFFAOYSA-N, P51684, Ambiguous_byMajorityVote, 1, 1, 22600.0, 9500.0
QQBPLXNESPTPNU-KTKRTIGZSA-N, P15917, Inactive_all, 0, 1, 15000.0, 15000.0
QQFFLHVQHLWKTA-UGLSNKNVSA-N, Q8R431, Ambiguous_byMajorityVote, 1, 1, 70000.0, 3500.0
QQILNJKVNOAUNH-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5390.0
QQKZBJOOMPFURC-UHFFFAOYSA-N, P49137, Ambiguous_byMajorityVote, 1, 1, 25000.0, 120.0
QRBCCMOBWXTBEW-UHFFFAOYSA-N, Q96GD4, Ambiguous_byMajorityVote, 1, 1, 19720.0, 1676.0
QRHODCFUINANGJ-UHFFFAOYSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 5110.25
QRKSBELIKLNLNV-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 16600.0, 3570.0
QROQIIGDSDRLDZ-UHFFFAOYSA-N, P43405, Active_tentative, 2, 1, 16600.0, 36.0
QRRARWFCZGWJJY-UHFFFAOYSA-N, P39086, Ambiguous_byMajorityVote, 2, 2, 30000.0, 4800.0
QRSAMOUGQMIXEX-UHFFFAOYSA-N, P97266, Ambiguous_byMajorityVote, 1, 1, 25901.0, 6767.0
QSUVKWTWEUNMME-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 14200.0, 5760.0
QSXJGKLIFCEOSQ-UHFFFAOYSA-N, Q8R455, Ambiguous_byMajorityVote, 1, 1, 13900.0, 5800.0
QSYLKMKIVWJAAK-UHFFFAOYSA-N, P26358, Ambiguous_byMajorityVote, 1, 2, 35000.0, 850.0
QSZCJFHLJBAOOH-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12100.0, 8810.0
QTAOMSAOKGRRPF-UHFFFAOYSA-N, Q96RI1, Ambiguous_byMajorityVote, 1, 1, 10800.0, 1300.0
QTGZSAGXWPWQQX-UHFFFAOYSA-N, P22906, Active_tentative, 2, 1, 12300.0, 1240.0
QTMKMLMMSDDCIP-JLHYYAGUSA-N, P27338, Ambiguous_byMajorityVote, 1, 1, 58884.37, 58.9
QTQZWEARHDHMMW-BDHVOXNPSA-N, P13866, Ambiguous_byMajorityVote, 1, 1, 18745.0, 10000.0
QTRNQOMQZCJUIY-UHFFFAOYSA-N, P42345, Ambiguous_MaxIC50_too_high, 2, 1, 25000.0, 1600.0
QUBIUNUTMJDDEL-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 15000.0, 10000.0
QUDHHWSLEAGDEC-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 2800.0
QUENMWHMXOJNPA-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10300.0, 9010.0
QUKASTRSHZTBLA-UHFFFAOYSA-N, P48145, Ambiguous_byMajorityVote, 1, 1, 20000.0, 6453.0
QUVGEKPNSCFQIR-UTOQUPLUSA-N, Q92993, Ambiguous_byMajorityVote, 1, 2, 374590.0, 9000.0
QUVSVZUXHYFPLJ-UHFFFAOYSA-N, P06401, Ambiguous_byMajorityVote, 1, 1, 50500.0, 120.0
QUWBNMYILIJKRQ-UHFFFAOYSA-N, Q16665, Ambiguous_byMajorityVote, 1, 2, 11200.0, 900.0
QUYMDDBVHNOGDM-BPAHDCPGSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 100000.0, 7400.0
QVEWIBAYDQPJFL-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 2, 2, 13400.0, 40.0
QVGXTQPZHCDXRZ-UHFFFAOYSA-N, P22303, Ambiguous_MaxIC50_too_high, 5, 2, 45000.0, 0.25
QVNUNVKGXKPTJR-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 23.0
QVNYQMPOJPXEFQ-UHFFFAOYSA-N, Q12809, Ambiguous_MaxIC50_too_high, 2, 1, 39810.72, 1000.0
QVSPHXRGXUHHNV-UHFFFAOYSA-N, Q15139, Ambiguous_byMajorityVote, 1, 1, 50000.0, 130.0
QVXDIUYYXRDRHV-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 10000.0
QVYRGXJJSLMXQH-UHFFFAOYSA-N, P35367, Ambiguous_byMajorityVote, 1, 1, 97723.72, 1241.0
QWAXKHKRTORLEM-UGJKXSETSA-N, P08183, Ambiguous_byMajorityVote, 2, 3, 100000.0, 1600.0
QWGJENMOSGJVGI-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 2, 50000.0, 38.0
QWWNNUPMYBPMLX-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 17080.0, 5010.0
QXJFPQOMUJKGCR-SYZQJQIISA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 1680.0
QXRVNDCFCHMEAR-XDHOZWIPSA-N, P35236, Active_tentative, 4, 2, 14604.0, 651.0
QXRVNDCFCHMEAR-XDHOZWIPSA-N, Q9Y2R2, Ambiguous_MaxIC50_too_high, 18, 2, 34166.0, 3770.0
QXRWTYKHXFRJOY-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 9810.0
QXUGQXHZIXSGKU-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2070.0
QXXHLXZHZUJZHT-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 11800.0, 7540.0
QXYCBGLMDWLKAR-UHFFFAOYSA-N, P49841, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2511.89
QYJWKZILKVHCOR-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 20000.0, 829.0
QYNQDAFXODBCAX-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 32359.37, 4168.69
QYNZDAXHBDWWFS-GZOAODGCSA-N, P06766, Ambiguous_byMajorityVote, 1, 1, 15000.0, 7500.0
QYUJXIHOGIEIGB-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 1, 1, 15600.0, 410.0
QZAYGJVTTNCVMB-UHFFFAOYSA-N, P14842, Ambiguous_MaxIC50_too_high, 7, 2, 30600.0, 0.9
QZDNSDYYDJVQFV-SXGWCWSVSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 26600.0, 9100.0
QZHOVEUKVHJHAJ-YWEYNIOJSA-N, Q9NUW8, Ambiguous_byMajorityVote, 1, 1, 41000.0, 2600.0
QZJLUZYDXWCBAC-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 16000.0, 1200.0
QZUDBNBUXVUHMW-UHFFFAOYSA-N, Q12809, Active_tentative, 10, 1, 10571.0, 190.55
QZVCTJOXCFMACW-UHFFFAOYSA-N, O15245, Ambiguous_byMajorityVote, 1, 1, 15100.0, 2720.0
RAEWMVJAKDIZOV-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13400.0, 4090.0
RAHUOJTWCHPLKH-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 66600.0, 9680.0
RAHUOJTWCHPLKH-UHFFFAOYSA-N, Q9Y2R2, Active_tentative, 4, 2, 16200.0, 5060.0
RAKVELNBJSGEJZ-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 19500.0, 9780.0
RALUPMDCOQIOIS-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8300.0
RANWSHRFPOVPDT-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 14100.0, 9400.0
RBAMNUUDYUVNKM-FJUODKGNSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 29500.0, 1641.0
RBRSLSDXXMOOCE-UHFFFAOYSA-N, Q9Y5X4, Ambiguous_byMajorityVote, 1, 1, 39873.0, 1762.0
RBVRQCULUMILKV-ZCYQVOJMSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 14630.0, 1086.0
RBVRQCULUMILKV-ZCYQVOJMSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 17100.0, 3320.0
RBWCUBFRWWPRMW-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 88800.0, 2780.0
RCFYSZPTSHODKC-ZVHZXABRSA-N, O95977, Ambiguous_byMajorityVote, 1, 1, 50000.0, 965.0
RCINICONZNJXQF-MZXODVADSA-N, P08183, Ambiguous_byMajorityVote, 1, 3, 70200.0, 2596.0
RCOBKSKAZMVBHT-TVQRCGJNSA-N, P31645, Ambiguous_byMajorityVote, 2, 2, 100000.0, 387.0
RCOBKSKAZMVBHT-TVQRCGJNSA-N, Q01959, Ambiguous_byMajorityVote, 2, 2, 100000.0, 220.0
RCQSJUJRWTWZNW-MUUNZHRXSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5500.0
RCSINHHQJFROGR-ZHACJKMWSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2300.0
RCVSZVZUIHTZGV-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 46000.0, 7700.0
RDMRUAODWQVCCL-JXAWBTAJSA-N, Q9Y239, Ambiguous_byMajorityVote, 2, 2, 20000.0, 5950.0
RDMRUAODWQVCCL-JXAWBTAJSA-N, Q9HC29, Ambiguous_byMajorityVote, 2, 2, 20000.0, 5190.0
RDPKFQFAMQRHBW-FYWRMAATSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 50000.0, 200.0
RDTQUASSWSNUPV-UHFFFAOYSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 6447.78
RDTYRMMBLYMRPW-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5550.0
RDWCIHJLPRFOAX-UHFFFAOYSA-N, P00533, Ambiguous_byMajorityVote, 1, 1, 11700.0, 800.0
RDZYMACFEJTPOY-QDMMYLPHSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 24800.0, 6.0
REBWGBABQKOFTB-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 15700.0, 6570.0
REDKQKNJWVIPIO-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 12000.0, 4400.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P56817, Ambiguous_byMajorityVote, 9, 9, 10820.0, 5400.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P12530, Ambiguous_byMajorityVote, 9, 9, 37000.0, 430.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P51679, Ambiguous_byMajorityVote, 9, 45, 100000.0, 10000.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P00734, Ambiguous_byMajorityVote, 9, 9, 30000.0, 1500.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P0C6X7, Ambiguous_byMajorityVote, 9, 9, 50000.0, 8100.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P25024, Ambiguous_byMajorityVote, 18, 18, 100000.0, 4500.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P16116, Ambiguous_byMajorityVote, 18, 36, 39900.0, 2850.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P10481, Ambiguous_MaxIC50_too_high, 27, 18, 25340.0, 1700.0
REFJWTPEDVJJIY-UHFFFAOYSA-N, P30518, Ambiguous_byMajorityVote, 18, 36, 39810.72, 6309.57
RELLACPMNKFOEB-UHFFFAOYSA-N, P49841, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
RENIROBQFCXXQO-DZOOXPAISA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 83.0
REPHEHVXUKWHFV-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 2, 100000.0, 3220.0
REQCZEXYDRLIBE-UHFFFAOYSA-N, Q63089, Active_tentative, 2, 1, 12000.0, 7000.0
RESSHTKZHPRDTR-NYYWCZLTSA-N, P27338, Ambiguous_byMajorityVote, 1, 1, 53703.18, 54.0
REWWDXNOQSKTDQ-UHFFFAOYSA-N, Q9GZV3, Ambiguous_byMajorityVote, 1, 1, 10300.82, 5011.87
REXRIHWOPDXJCK-UHFFFAOYSA-N, P22303, Ambiguous_byMajorityVote, 1, 1, 45000.0, 9.73
REZGGXNDEMKIQB-UHFFFAOYSA-N, Q9HC97, Active_tentative, 2, 1, 10500.0, 1220.0
RFBUNLZEBLXJKX-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 30000.0, 9000.0
RFCHQWCUMHDEKX-JXMROGBWSA-N, Q96LD8, Ambiguous_byMajorityVote, 2, 2, 99000.0, 1440.0
RFCHQWCUMHDEKX-JXMROGBWSA-N, Q9GZR1, Ambiguous_byMajorityVote, 2, 2, 99000.0, 1500.0
RFEIWHMQKOIPCS-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 12800.0, 6920.0
RFMIKMMOLPNEDG-QVUDESDKSA-M, P05364, Ambiguous_MaxIC50_too_high, 4, 2, 84000.0, 943.0
RFMIKMMOLPNEDG-QVUDESDKSA-M, P00807, Ambiguous_MaxIC50_too_high, 10, 2, 51900.0, 290.0
RFNALUUJDJPIET-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 4500.0
RFXMJZHGUDWYTG-UHFFFAOYSA-N, O95977, Ambiguous_byMajorityVote, 1, 1, 88820.0, 888.0
RFZYRKMIORTLFC-UHFFFAOYSA-N, Q16539, Ambiguous_byMajorityVote, 1, 1, 58730.0, 147.0
RGDPOJDURVPVNC-HPNXWYHWSA-N, P46925, Inactive_all, 0, 1, 11500.0, 11500.0
RGOSQAVXTWDXKA-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 12400.0, 9760.0
RGPKRUTUTPCAPZ-DEOSSOPVSA-N, P06737, Ambiguous_byMajorityVote, 1, 1, 30000.0, 5000.0
RGSXJCBSMXDJGZ-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 23563.0, 5703.0
RGTZPMQQOVPWHT-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10400.0, 7570.0
RGVBRHAPYVLDDO-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12000.0, 7600.0
RGXLEMQMRKQQHC-KZNAEPCWSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 60.0
RHDUIDGQTRHIQT-UHFFFAOYSA-N, Q16665, Ambiguous_byMajorityVote, 1, 2, 30000.0, 4100.0
RHVOATXSWKOVKB-UHFFFAOYSA-N, P35354, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1010.0
RHVQZARBINVYHM-UHFFFAOYSA-N, P32897, Ambiguous_byMajorityVote, 2, 2, 59150.0, 5210.0
RHVQZARBINVYHM-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 2, 6, 100000.0, 4040.0
RHWMJBIOLRHWNI-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 13000.0, 180.0
RHYRBJPJWNQOPR-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 25000.0, 8600.0
RHZUDNCYNPRDGJ-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 12463.0, 3417.0
RIFAGEDURJEQIZ-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 37694.0, 3927.9
RIFATYMCUSPMBX-RIAYWLAYSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 30600.0, 6.0
RIOMUJXIGYZENC-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 13400.0, 8200.0
RIQDTIPATXJLMH-UHFFFAOYSA-N, O60760, Ambiguous_byMajorityVote, 1, 1, 97000.0, 1200.0
RIXYKGZLKVGKHO-UHFFFAOYSA-N, P37231, Ambiguous_byMajorityVote, 1, 1, 22000.0, 2600.0
RJJOIUHYOFJCSH-HWKANZROSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 5939.87
RJKILFJPMFZSEA-UHFFFAOYSA-N, P02753, Ambiguous_byMajorityVote, 1, 1, 30000.0, 10000.0
RJPLOWNWNWVHLW-UHFFFAOYSA-N, P31751, Ambiguous_byMajorityVote, 1, 1, 20000.0, 325.0
RJQZZETUEWXOLB-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9230.0
RJUHANIGRUFSBE-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 5550.0
RJWKJYQENJAAAJ-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 38100.0, 7180.0
RKDQFQDDTIULGN-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 17200.0, 8190.0
RKGYJVASTMCSHZ-UHFFFAOYSA-N, Q9Y5S8, Ambiguous_MaxIC50_too_high, 4, 1, 20700.0, 320.0
RKIUZLVAXOZTBO-UHFFFAOYSA-N, P48145, Ambiguous_byMajorityVote, 1, 1, 20000.0, 7020.0
RKOSAWWBEHBDKH-UHFFFAOYSA-N, P34707, Ambiguous_byMajorityVote, 1, 1, 11900.0, 4240.0
RKPHLWYHKVXHAA-UHFFFAOYSA-N, Q16539, Ambiguous_byMajorityVote, 1, 2, 20000.0, 2100.0
RKPVWVMSFURBEQ-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 24800.0, 10000.0
RKZUNRJXUWKLTP-MRXNPFEDSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 9750.0
RLFRHKBWSZCKDR-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 10653.0, 8307.0
RLPPDVJOSGSWOJ-UHFFFAOYSA-N, Q64346, Active_tentative, 2, 1, 11000.0, 6900.0
RLSMYIFSFZLJQZ-UHFFFAOYSA-N, P32897, Ambiguous_byMajorityVote, 2, 2, 52660.0, 6420.0
RLSMYIFSFZLJQZ-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 2, 6, 100000.0, 5690.0
RLWZHDCIBUFLMD-UHFFFAOYSA-N, P31941, Ambiguous_byMajorityVote, 1, 3, 24700.0, 3820.0
RMBBGYYJTMLZBI-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 9500.0
RMBTVBFZJFUISC-UHFFFAOYSA-N, P00533, Ambiguous_MaxIC50_too_high, 3, 1, 43000.0, 1.1
RMFGEJSSCHYCGN-UHFFFAOYSA-N, P38936, Ambiguous_byMajorityVote, 1, 1, 20000.0, 3500.0
RMFQIIXCTLNZRC-UHFFFAOYSA-N, P42574, Ambiguous_byMajorityVote, 1, 1, 18800.0, 7800.0
RMLJAQSENLLFPC-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 16737.0, 4958.0
RMXODHSIBMGBRN-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 2, 2, 56700.0, 2570.0
RMXWBTFGOFPWHN-UHFFFAOYSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 5406.0
RMYZEOWLVWLIPJ-VMESOOAKSA-N, P08253, Ambiguous_byMajorityVote, 1, 1, 35860.0, 760.0
RNHDWLRHUJZABX-UHFFFAOYSA-N, Q15149, Ambiguous_MaxIC50_too_high, 2, 1, 31732.19, 1851.82
RNIMVALSZBLGMI-UHFFFAOYSA-N, P00533, Ambiguous_MaxIC50_too_high, 3, 1, 28000.0, 4.6
RNIZTMIJCBCDBR-QSMDCUAPSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 10030.0, 9423.0
RNKGSWWPDQQSGF-UHFFFAOYSA-N, Q16665, Active_tentative, 2, 1, 11900.0, 900.0
RNMTZOPYJUPALP-UHFFFAOYSA-N, P31941, Ambiguous_byMajorityVote, 2, 4, 99000.0, 3870.0
RNMTZOPYJUPALP-UHFFFAOYSA-N, Q9HC16, Active_tentative, 4, 2, 18400.0, 1540.0
RNNNYOOHLXYBRY-UHFFFAOYSA-N, P20292, Active_tentative, 2, 1, 11800.0, 11.1
RNWLAFWLSSMCLN-UHFFFAOYSA-N, P56817, Active_tentative, 7, 1, 12000.0, 3400.0
ROBVIMPUHSLWNV-UHFFFAOYSA-N, P11511, Ambiguous_byMajorityVote, 18, 18, 2.81838293126e+12, 5.2
ROHBTCZGZVBWBB-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 23700.0, 3400.0
ROQKRUGZHJUJIL-OWBHPGMISA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 11800.0, 4850.0
ROVBUEKBXZGKHZ-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 53900.0, 4850.0
ROYUJUFXDGQEMG-RPPGKUMJSA-N, P00533, Ambiguous_byMajorityVote, 1, 1, 17000.0, 180.0
RPAJWWXZIQJVJF-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 1, 1, 43300.0, 3550.0
RPVCRYUGYBZLQH-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 12400.0, 7400.0
RPWFMUDBESZTSP-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 16000.0, 120.0
RQCMBGOLKWZWSI-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 88800.0, 177.0
RQLCGIVUQPWIKS-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13500.0, 8070.0
RQNZTTLPJUUBDM-UHFFFAOYSA-N, P32897, Ambiguous_byMajorityVote, 1, 1, 18100.0, 2430.0
RQRNKANQNVONRU-NVMOYFHGSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 10400.0, 4570.0
RRAHONTZUQKQPP-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
RRGMXBQMCUKRLH-CTNGQTDRSA-N, P22303, Ambiguous_MaxIC50_too_high, 12, 1, 22000.0, 5.0
RRJFLYVIYFMOTE-UHFFFAOYSA-N, Q07440, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5830.0
RRUSKVKQVNRAGC-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 10100.0, 6640.0
RRXQHLQCQYPPMF-UHFFFAOYSA-N, P45452, Ambiguous_MaxIC50_too_high, 2, 1, 27000.0, 1300.0
RSBOIRZRNUJSKP-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12800.0, 9750.0
RSDCCDQDEKHOBB-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 13522.0, 881.28
RSDCCDQDEKHOBB-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 88800.0, 820.0
RSDOPYMFZBJHRL-UHFFFAOYSA-N, P11229, Ambiguous_MaxIC50_too_high, 3, 1, 27100.0, 2.3
RSDSFJJWCNSGER-JXVZSMLKSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 569.0
RSHLNQWVQAWODW-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8190.0
RSOKYMNPOYOUPS-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 67000.0, 900.0
RSURCJPOXVTFIU-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 10931.02, 2852.58
RSVIUMBOCMSOAO-FMQUCBEESA-N, P45984, Ambiguous_byMajorityVote, 1, 1, 15500.0, 7800.0
RSWAXFJUHZPQHD-QHCPKHFHSA-N, Q7TMR0, Ambiguous_byMajorityVote, 1, 1, 20000.0, 413.0
RTDZBLVTLREENZ-NNWRFLSQSA-N, Q00987, Ambiguous_byMajorityVote, 1, 1, 15200.0, 1300.0
RTHCYVBBDHJXIQ-UHFFFAOYSA-N, Q01959, Active_tentative, 10, 4, 19500.0, 4400.0
RTHCYVBBDHJXIQ-UHFFFAOYSA-N, Q12809, Active_tentative, 12, 2, 12286.4, 10.0
RTQKMSZUENTPQJ-RAXLEYEMSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 10400.0, 1870.0
RTXOFQZKPXMALH-GHXIOONMSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6250.0
RTYHQIZCRYJKBV-GOSISDBHSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 27000.0, 800.0
RTZSXVPSETUDMY-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 3130.0
RUIONSFUCOPZLD-GDLZYMKVSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 40000.0, 5000.0
RUOKEQAAGRXIBM-GFCCVEGCSA-N, P21397, Active_tentative, 3, 1, 16440.0, 410.0
RUQGCDMXFBOTMW-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 1, 1, 100000.0, 4500.0
RUTKLVXFAATEKA-GUDVDZBRSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 100.0
RUTLNJGVITWMQE-UHFFFAOYSA-N, P61169, Ambiguous_byMajorityVote, 1, 1, 13000.0, 580.0
RUTYTTWZQQJIMD-UHFFFAOYSA-N, P03887, Ambiguous_byMajorityVote, 1, 1, 11800.0, 6200.0
